olid,lt,lg,c,rg,rt
433,BW-2600,DD-1900,LF-0800,RT-0500,JJ-0900
434,MS-5600,RB-4000,TT-0600,RT-1800,MW-2600
435,SP-0200,KG-0200,CR-0400,PB-0500,CV-0100
436,MG-0200,SE-0100,OK-0200,TM-2700,AG-0700
437,IA-0300,SP-1000,CB-1800,DD-1400,JH-2700
438,FA-0100,LA-0300,ML-0900,RY-0100,KV-0600
439,BS-2100,FM-0300,AT-1200,BB-0200,LK-0300
440,TG-1000,RD-0800,JS-0600,AM-1700,RD-1000
441,LS-0600,CS-3300,FG-0100,LD-0200,AC-1600
442,QM-0300,SE-0100,OK-0200,TM-2700,AG-0700
443,BS-4000,SO-0200,MF-1500,PZ-0200,RT-1900
444,CP-1700,TW-1000,SM-2100,FW-0600,GR-0100
445,RO-0100,KJ-0300,JW-0100,CC-3700,CG-2200
446,WG-0100,MH-3000,JF-2400,SF-0200,VR-0300
447,AH-3100,JW-1800,HF-0300,BW-1800,JR-3400
448,KS-0500,MB-2300,TM-1500,KF-0300,TW-1200
449,MS-5600,RB-4000,TT-0600,RT-1800,MP-2200
450,TS-3200,JJ-0700,BN-0400,KD-1300,JG-3900
451,QM-0300,SE-0100,OK-0200,CV-0400,AG-0700
452,WG-0100,KJ-0200,JF-2400,MH-3000,VR-0300
453,DM-1900,KG-0200,CR-0400,MK-0400,PB-0500
454,LJ-1400,SR-0400,RB-2800,MG-0900,WA-0300
455,ES-0100,BH-0300,TN-0100,CC-0600,ML-1200
456,BS-2100,LW-0100,AT-1200,BB-0200,LK-0300
457,MS-5600,MP-2500,TT-0600,RT-1800,MP-2200
458,RW-1500,CS-3300,FG-0100,LD-0200,AC-1600
459,JG-2100,ED-0300,MF-1500,SO-0200,RT-1900
460,TG-1000,RD-0800,JS-0600,TP-0700,RD-1000
461,JF-0100,BM-3500,KM-0700,BS-2600,KM-1200
462,BS-2100,CS-2200,AT-1200,BB-0200,LW-0100
463,EE-0300,KG-0200,CR-0400,MK-0400,PB-0500
464,JO-0500,EM-1900,MF-1100,CR-0100,OB-0300
465,WJ-0400,SH-1500,RT-1100,FW-0900,CT-0700
466,TG-1000,RD-0800,TP-0700,JS-0600,RD-1000
467,ML-2000,RH-2400,DK-1000,JA-1900,TA-1000
468,WS-0700,JJ-0700,SM-2000,TW-2000,JS-5500
469,JJ-1900,LS-1300,TT-0600,CV-0400,MW-2600
470,QM-0300,RB-4000,OK-0200,MG-0200,JT-0200
471,JB-0400,DL-2200,DR-0300,DW-4700,SM-1500
472,RV-0200,PZ-0200,JF-0200,KG-0200,RT-1900
473,EB-1500,EM-1900,CR-0100,BA-0600,OB-0300
474,SW-0300,CP-1700,SM-2100,ZW-0200,TW-0100
475,RO-0100,TF-0800,NH-0200,MG-0900,SO-0300
476,FA-0100,LA-0300,TW-0300,AG-1900,TT-1600
477,WG-0100,KJ-0200,LB-0300,MH-3000,VR-0300
478,LJ-1400,LM-1700,RB-2800,BW-1800,WA-0300
479,JF-0100,PK-0100,KM-0700,BM-3500,KM-1200
480,LP-0500,JW-2900,SO-0200,CS-2800,DD-1400
481,TT-1200,JM-1800,HF-0300,SA-0900,JR-3400
482,MS-2800,AF-0100,JH-2300,KV-0500,OR-0100
483,BS-2100,FM-0300,AT-1200,RS-3200,LW-0100
484,KS-0500,MM-4900,TM-1500,KF-0300,TW-1200
485,KH-0700,EH-0300,JN-1200,KK-1300,SG-1000
486,LD-0200,RW-1500,AS-3500,CS-3300,AC-1600
487,OP-0100,CD-1600,AM-1300,AT-0800,GW-1300
488,DD-0900,MS-4900,JW-0100,CC-3700,TS-3200
489,CS-0100,DD-1900,LF-0800,RT-0500,KJ-1000
490,WR-0600,BW-0600,CW-2000,WS-0400,JW-1800
491,ML-1200,BH-0300,TN-0100,DN-0300,GF-0300
492,JG-3900,DB-5400,JM-5200,RT-2100,MW-3000
493,SH-0700,TM-1500,KF-0300,TW-1200,RG-0500
494,JO-0500,EM-1900,CR-0100,BA-0600,OB-0300
495,FA-0100,LA-0300,AJ-0700,ML-0900,TT-1600
496,SW-0300,CP-1700,SM-2100,ZW-0200,MS-3600
497,JG-3900,TR-0200,JM-5200,DB-5400,MW-3000
498,KH-0700,EH-0300,BG-2500,KK-1300,SG-1000
499,CS-0100,DD-1900,LF-0800,RT-0500,RB-3500
500,BS-2100,FM-0300,AT-1200,RS-3200,RG-0100
501,BH-1600,JB-2500,JH-2400,BO-0300,FM-0400
502,LJ-1400,ES-1300,JF-2400,BW-1800,WA-0300
503,TT-1200,AH-3100,HF-0300,JM-1800,JR-3400
504,SW-0300,CP-1700,SM-2100,FW-0600,TW-0100
505,DM-1900,JJ-0700,SM-2000,TW-2000,JS-5500
506,QM-0300,RB-4000,OK-0200,SE-0100,JT-0200
507,BM-1600,CL-1100,MB-2400,DD-1600,AH-0100
508,RV-0200,PZ-0200,JF-0200,KG-0200,JG-2100
509,KK-1300,EH-0300,BG-2500,JS-4000,SG-1000
510,CS-0100,DD-1900,CR-0400,RT-0500,RB-3500
511,ML-2000,JA-1900,DK-1000,SN-0200,TA-1000
512,CC-2700,MW-0200,GR-0500,MR-0900,MT-0200
513,OP-0100,ST-0300,AM-1300,AT-0800,GW-1300
514,FA-0100,LA-0300,AJ-0700,AG-1900,TT-1600
515,BM-1600,CL-1100,CW-3500,DD-1600,ND-0500
516,BS-2100,FM-0300,AT-1200,BB-0200,RG-0100
517,DM-1900,JJ-0700,SM-2000,TW-2000,VC-0100
518,JJ-1900,LS-1300,RT-1800,CV-0400,MW-2600
519,RO-0100,TF-0800,JB-1000,MG-0900,SO-0300
520,ES-0100,VM-0100,BM-1900,CN-0100,MW-2400
521,LD-0200,RW-1500,AS-3500,JB-5500,LS-0600
522,CS-0100,DD-1900,CR-0400,RT-0500,KJ-1000
523,MP-2200,LS-1300,RT-1800,CV-0400,MW-2600
524,QM-0300,SE-0100,OK-0200,MG-0200,JT-0200
525,LJ-1400,ES-1300,RB-2800,BW-1800,WA-0300
526,RV-0200,ED-0300,JF-0200,KG-0200,RT-1900
527,JF-0100,BS-2600,KM-0700,JG-2400,KM-1200
528,BH-1600,JB-2500,JH-2400,JM-1300,FM-0400
529,BM-1600,CL-1100,MB-2400,DD-1600,ND-0500
530,DD-0900,MS-4900,JW-0100,CC-3700,KW-0100
531,JG-3900,TW-1400,JM-5200,DB-5400,TF-1100
532,JF-0100,PK-0100,KM-0700,JG-2400,KM-1200
533,TG-1000,RD-0800,JS-0600,JS-1300,RD-1000
534,LP-0500,JW-2900,WL-0100,CS-2800,DD-1400
535,ML-2000,JA-1900,DK-1000,SN-0200,BG-0900
536,BS-2100,BB-0200,AT-1200,RS-3200,RG-0100
537,QM-0300,RB-4000,OK-0200,RT-1700,JT-0200
538,BS-2100,BB-0200,AT-1200,JG-4000,RG-0100
539,TT-1200,AH-3100,HF-0300,SS-0800,JR-3400
540,WG-0100,KJ-0200,LB-0300,MH-3000,SF-0200
541,DD-0900,MS-4900,CC-3700,KW-0100,SM-0300
542,RV-0200,ED-0300,JF-0200,JG-2100,RT-1900
543,TG-1000,JS-1300,JS-0600,TP-0700,RD-1000
544,JG-3900,TW-1400,JM-5200,TR-0200,TF-1100
545,JJ-1900,RT-1800,TT-0600,CV-0400,MW-2600
546,OP-0100,TN-0700,AM-1300,AT-0800,BS-0200
547,TG-1000,RL-0800,JS-0600,JS-1300,RD-1000
548,JM-1300,JB-2500,JH-2400,BO-0300,FM-0400
549,DM-1900,RH-0100,SM-2000,TW-2000,JS-5500
550,DD-0900,MS-4900,SM-0300,CC-3700,KW-0100
551,QM-0300,SE-0100,OK-0200,RT-1700,JT-0200
552,WG-0100,JN-1000,LB-0300,MH-3000,VR-0300
553,RV-0200,ED-0300,JF-0200,DC-3600,JG-2100
554,WR-0600,BW-0600,CW-2000,WS-0400,CB-1800
555,BM-1600,CL-1100,CW-3500,DD-1600,AG-1000
556,JO-0500,EM-1900,CR-0100,MF-1100,EB-1500
557,TT-1200,SS-0800,HF-0300,JM-1800,JR-3400
558,CS-0100,DD-1900,CR-0400,MW-3200,RB-3500
559,OP-0100,TN-0700,AM-1300,AT-0800,GW-1300
560,QM-0300,TM-2700,OK-0200,SE-0100,AG-0700
561,LD-0200,RW-1500,AS-3500,CS-3300,LS-0600
562,TG-1000,RL-0800,RD-0800,JS-1300,RD-1000
563,DM-1900,JJ-0700,SM-2000,RH-0100,JS-5500
564,WG-0100,JN-1000,LB-0300,SF-0200,VR-0300
565,TT-1200,SS-0800,HF-0300,AE-1000,JR-3400
566,LP-0500,JW-2900,SO-0200,WL-0100,DD-1400
567,JJ-1900,RT-1800,TT-0600,CV-0400,MP-2200
568,JG-3900,TW-1400,JM-5200,TR-0200,MW-3000
569,ML-1200,BH-0300,TN-0100,CC-0600,GF-0300
570,CC-2700,MW-0200,SW-0800,MR-0900,MT-0200
571,WR-0600,BW-0600,CW-2000,WS-0400,JB-3600
572,OP-0100,LT-1000,AM-1300,AT-0800,BS-0200
573,RV-0200,ED-0300,DC-3600,MF-1500,JG-2100
574,JB-0400,MJ-2600,DR-0300,DW-4700,SM-1500
575,JM-1300,JB-2500,EA-0500,BO-0300,FM-0400
576,FA-0100,LA-0300,AJ-0700,AG-1900,KV-0600
577,WG-0100,KJ-0200,LB-0300,JN-1000,VR-0300
578,JO-0500,EM-1900,CR-0100,MF-1100,OB-0300
579,BM-1600,CL-1100,MB-2400,DD-1600,AG-1000
580,MC-2300,TM-2700,OK-0200,SE-0100,JT-0200
581,SW-0300,CP-1700,SM-2100,MB-4200,TW-0100
582,RV-0200,ED-0300,MF-1500,DC-3600,JG-2100
583,AH-3100,SS-0800,HF-0300,AE-1000,JR-3400
584,RW-1500,CS-3300,AS-3500,JB-5500,AC-1600
585,JO-0500,CR-0100,MF-1100,BA-0600,OB-0300
586,BH-1600,EA-0500,JH-2400,BO-0300,FM-0400
587,FA-0100,LA-0300,AJ-0700,BN-0600,KV-0600
588,BS-2100,LW-0100,JG-4000,RS-3200,RG-0100
589,ML-2000,LM-0200,DK-1000,SN-0200,TA-1000
590,MG-0200,BA-0600,TT-0600,CV-0400,MW-2600
591,VR-0300,CP-1700,SM-2100,ZW-0200,TW-0100
592,WG-0100,KJ-0200,LB-0300,JM-1800,JB-6700
593,TW-1400,MW-0200,JM-5200,TR-0200,JG-3900
594,LS-0600,JA-1900,JF-0200,CC-3700,RT-1900
595,JB-0400,RD-0800,DR-0300,DW-4700,KB-2800
596,CC-2700,AK-0700,MF-0600,WW-0400,MT-0200
597,WJ-0400,SH-1500,RT-1100,CG-2100,SL-0800
598,JF-0100,PK-0100,KM-0700,BM-3500,AJ-1300
599,DM-1900,JJ-0700,SM-2000,RH-0100,VC-0100
600,AD-0650,DB-5600,JW-0100,SM-0300,KW-0100
601,BM-1600,CL-1100,CW-3500,MJ-1400,MR-1800
602,LD-0200,RW-1500,SL-1100,OR-0100,EB-1600
603,LP-0500,DD-1400,SO-0200,CS-2800,KM-1200
604,MR-1700,ZP-0200,JH-2400,BO-0300,JB-2500
605,MS-2800,AF-0100,JH-2300,KS-0900,MS-4400
606,FA-0100,LA-0300,AJ-0700,MR-0900,RP-0700
607,OP-0100,TN-0700,AM-1300,AT-0800,RT-1700
608,JJ-1900,JS-4000,JN-1200,EH-0300,KH-0700
609,JT-0200,RB-4000,OK-0200,TM-2700,FM-0400
610,CS-0100,DD-1900,CR-0100,RT-0500,JJ-0900
611,JO-0500,EM-1900,MF-1100,KV-0500,OB-0300
612,TT-1200,AH-3100,HF-0300,SA-0900,JR-3400
613,KS-0500,ML-0900,TM-1500,KF-0300,TW-1200
614,LD-0200,RW-1500,AS-3500,EB-1600,OR-0100
615,BH-1600,ZP-0200,JH-2400,BO-0300,MR-1700
616,JB-3600,BW-0600,CW-2000,WS-0400,CB-1800
617,MG-0200,BA-0600,TT-0600,CV-0400,GJ-0500
618,WG-0100,KJ-0200,LB-0300,JN-1000,JB-6700
619,RO-0100,KD-0900,NH-0200,MG-0900,SO-0300
620,AJ-1300,PK-0100,KM-0700,BM-3500,JF-0100
621,JB-3600,BW-0600,CW-2000,WS-0400,KS-0100
622,NK-0100,LM-0200,DK-1000,SN-0200,TA-1000
623,WG-0100,KJ-0200,LB-0300,MH-3000,JB-6700
624,OP-0100,TN-0700,AM-1300,AT-0800,AB-0700
625,LD-0200,RW-1500,AS-3500,EB-1600,FW-0200
626,AC-1600,JS-4000,JN-1200,EH-0300,KH-0700
627,MG-0200,BA-0600,TT-0600,DP-2200,GJ-0500
628,DM-1900,JJ-0700,SM-2000,RH-0100,SM-1500
629,CC-2700,AK-0700,SW-0800,WW-0400,MT-0200
630,LJ-1400,ES-1300,EG-0300,BW-1800,WA-0300
631,KB-0500,VM-0100,BM-1900,CN-0100,MW-2400
632,BM-1600,CL-1100,MF-1500,AG-1000,MR-1800
633,JS-5500,RG-0500,OK-0200,TM-2700,FM-0400
634,WG-0100,KJ-0200,LB-0300,MH-3000,JN-1000
635,RO-0100,KD-0900,NH-0200,MG-0900,LJ-1600
636,BS-2100,LW-0100,AT-1200,RS-3200,RG-0100
637,CP-1700,MB-4200,SM-2100,ZW-0200,TW-0100
638,OP-0100,CT-0500,AM-1300,AT-0800,AB-0700
639,JT-0200,RG-0500,OK-0200,TM-2700,FM-0400
640,JB-0400,KK-1300,DR-0300,DW-4700,KB-2800
641,CP-1700,SM-2100,DH-3300,MB-4200,TW-0100
642,RO-0100,KD-0900,BH-0200,MG-0900,SO-0300
643,TT-1600,LA-0300,AJ-0700,MR-0900,RP-0700
644,WG-0100,KJ-0200,LB-0300,JM-1800,JN-1000
645,AJ-1300,JG-2400,PK-0100,BM-3500,JF-0100
646,MG-0200,BA-0600,TT-0600,CV-0400,JP-2400
647,LD-0200,RW-1500,NL-0300,AS-3500,OR-0100
648,JB-3600,BW-0600,CW-2000,WS-0400,JW-1800
649,LJ-1600,KD-0900,BH-0200,MG-0900,SO-0300
650,CC-2700,SW-0800,MF-0600,WW-0400,MT-0200
651,MG-0200,MW-2600,TT-0600,CV-0400,JP-2400
652,JT-0200,RB-4000,OK-0200,TM-2700,JS-5500
653,AC-1600,JS-4000,EH-0300,AS-2700,KH-0700
654,CP-1700,MB-4200,SM-2100,VR-0300,TW-0100
655,NK-0100,LM-0200,DK-1000,SN-0200,BG-0900
656,LS-0600,JA-1900,JF-0200,MP-2500,RT-1900
657,TT-1200,AH-3100,JJ-0100,SA-0900,JR-3400
658,JO-0500,EM-1900,MF-1100,BR-0500,TP-0600
659,TE-0400,AF-0100,JH-2300,KS-0900,MS-4400
660,LS-0600,MP-2500,JF-0200,CC-3700,RT-1900
661,AJ-1300,JG-2400,PK-0100,BM-3500,SG-1000
662,NK-0100,LM-0200,RH-2400,SN-0200,BG-0900
663,LJ-1600,KD-0900,NH-0200,MG-0900,SO-0300
664,AS-2700,JS-4000,JN-1200,EH-0300,KH-0700
665,LD-0200,AS-3500,NL-0300,JB-5500,OR-0100
666,BS-2100,BB-0200,JG-4000,RS-3200,RG-0100
667,CP-1700,MB-4200,SM-2100,VR-0300,ZW-0200
668,BM-1600,TF-0800,CW-3500,AG-1000,MR-1800
669,KS-0500,ML-0900,TM-1500,KF-0300,BS-4000
670,LD-0200,AH-0100,NL-0300,FW-0200,OR-0100
671,BM-1600,AH-2900,MF-1500,AG-1000,MJ-1400
672,TH-1500,AC-1400,JJ-0100,SA-0900,JR-3400
673,CC-2700,SW-0800,MF-0600,GR-0500,MT-0200
674,AS-2700,JS-4000,EH-0300,DB-0100,KH-0700
675,OP-0100,CT-0500,AM-1300,AT-0800,RT-1700
676,BS-2100,JG-4000,AT-1200,RS-3200,RG-0100
677,TA-1000,LM-0200,RH-2400,SN-0200,BG-0900
678,JO-0500,JB-6800,MF-1100,BR-0500,TP-0600
679,KB-0500,VM-0100,DN-1300,CN-0100,MW-2400
680,TH-1500,AH-3100,JJ-0100,SA-0900,JR-3400
681,JT-0200,RB-4000,OK-0200,RG-0500,FM-0400
682,CP-1700,MB-4200,SM-2100,FW-0600,ZW-0200
683,BW-1400,RS-0800,SO-0200,CS-2800,DD-1400
684,DM-1900,JJ-0700,RH-0100,AE-1000,VC-0100
685,WG-0100,MH-3000,LB-0300,JM-1800,JB-6700
686,AH-3100,AC-1400,JJ-0100,SA-0900,JR-3400
687,LD-0200,JB-5500,NL-0300,EB-1600,OR-0100
688,TT-1600,LA-0300,AJ-0700,AG-1900,RP-0700
689,LS-0600,JA-1900,MP-2500,CC-3700,RT-1900
690,WG-0100,MH-3000,KJ-0200,JM-1800,JB-6700
691,TG-1000,RL-0800,JS-0600,DG-0400,JS-1300
692,LP-0500,DD-1400,SO-0200,CS-2800,BW-1400
693,CS-0100,DD-1900,CR-0100,RB-3500,JJ-0900
694,BM-1600,AH-2900,CW-3500,AG-1000,MR-1800
695,KS-0500,AK-0600,TM-1500,KF-0300,TW-1200
696,LS-0600,JA-1900,MP-2500,DY-0400,RT-1900
697,SL-0800,SH-1500,RT-1100,CG-2100,FW-0900
698,OR-0100,JB-5500,NL-0300,EB-1600,FW-0200
699,KB-0500,VM-0100,DN-1300,DF-1100,MW-2400
700,ES-1300,SK-0700,RB-2800,BW-1800,WA-0300
701,WG-0100,MH-3000,KJ-0200,JM-1800,JN-1000
702,TA-1000,LM-0200,RH-2400,BG-0900,LP-0300
703,LS-0600,JJ-0700,RH-0100,BA-0600,VC-0100
704,WG-0100,ML-0900,TM-1500,KF-0300,TW-1200
705,TW-1400,MW-0200,JH-2400,EM-0400,JG-3900
706,JO-0500,EM-1900,MF-1100,KV-0500,TP-0600
707,AD-0650,SM-0300,JW-0100,JT-1100,KW-0100
708,ML-2000,LM-0200,DK-1000,SN-0200,RO-0200
709,MG-0200,TR-0200,MF-1500,CV-0400,JP-2400
710,KT-1000,BW-0600,CW-2000,WS-0400,JB-3600
711,OP-0100,RI-0100,AM-1300,AT-0800,AB-0700
712,KS-0500,JA-1900,HF-0300,CC-3700,RT-1900
713,JB-6700,JN-1000,JF-0200,JE-1000,JS-6800
714,DF-0600,PK-0100,NM-0200,BM-3500,AC-1600
715,MR-1700,ZP-0200,KM-0700,BO-0300,JB-2500
716,CS-3000,CP-1700,MF-0600,FW-0600,ZW-0200
717,TT-1200,TH-1500,JJ-0100,SA-0900,JR-3400
718,WJ-0400,FW-0900,RT-1100,CG-2100,SL-0800
719,JB-0400,RD-0800,DR-0300,DW-4700,BS-4000
720,CC-2700,JS-5400,SW-0800,TM-3100,MT-0200
721,FA-0100,KK-1300,AG-1900,MR-0900,MC-2300
722,JJ-1900,LA-0300,EH-0300,JS-4000,KH-0700
723,LD-0200,RW-1500,AS-3500,MB-4200,CL-1100
724,TG-1000,DG-0400,JS-0600,JS-1300,RD-1000
725,BM-1600,SH-1500,MB-2400,AH-3100,MJ-1400
726,RG-0100,BS-2100,JG-4000,PM-0700,LW-0100
727,MM-2900,KD-0900,NH-0200,MG-0900,SO-0300
728,JG-3900,MW-0200,GH-0200,WM-0800,TF-1100
729,ES-1300,AW-1100,RB-2800,BW-1800,WA-0300
730,JB-0400,RD-0800,DR-0300,DW-4700,RT-1700
731,CS-3000,CP-1700,MF-0600,SM-2100,ZW-0200
732,CC-2700,DC-3000,SW-0800,TM-3100,MT-0200
733,CS-2200,BS-2100,JG-4000,PM-0700,LW-0100
734,LD-0200,CL-1100,AS-3500,MB-4200,RW-1500
735,OP-0100,TS-3200,RI-0100,AT-0800,AB-0700
736,AS-2700,TW-3800,EH-0300,JS-4000,KH-0700
737,KT-1000,BW-0600,CW-2000,WS-0400,KS-0100
738,DF-0600,NK-0500,NM-0200,BM-3500,AC-1600
739,MR-1700,ZP-0200,KM-0700,BO-0300,DS-4400
740,JG-3900,MW-0200,GH-0200,EM-0400,JB-5500
741,JB-0400,RV-0200,DR-0300,DW-4700,JS-1400
742,LS-0600,JJ-0700,RH-0100,KJ-0200,VC-0100
743,ES-0100,CP-1700,DH-3300,SM-2100,ZW-0200
744,WJ-0400,CS-3100,RT-1100,CG-2100,SL-0800
745,JJ-1900,AS-2700,EH-0300,JS-4000,KH-0700
746,LD-0200,RW-1500,AS-3500,MB-4200,OR-0100
747,MR-1700,JB-2500,KM-0700,BO-0300,DS-4400
748,LS-0600,JJ-0700,RH-0100,DM-1900,VC-0100
749,TS-3200,AG-1000,RI-0100,AT-0800,AB-0700
750,JB-0400,RD-0800,DR-0300,DW-4700,JS-1400
751,RG-0100,BS-2100,JG-4000,KB-1400,LW-0100
752,ML-2000,LM-0200,DK-1000,SN-0200,WB-1000
753,MG-0200,TR-0200,MF-1500,DP-2200,JP-2400
754,CC-2700,DC-3000,SW-0800,JS-5400,MT-0200
755,AD-0650,DB-5600,JW-0100,SM-0300,JT-3500
756,JO-0500,JB-6800,MF-1100,KV-0500,TP-0600
757,JB-0400,RD-0800,DR-0300,BS-0200,BS-4000
758,AD-0650,DB-5600,JW-0100,DJ-3000,JT-3500
759,LJ-1400,AW-1100,ES-1300,BW-1800,WA-0300
760,ES-0100,CP-1700,MF-0600,SM-2100,ZW-0200
761,MS-2800,AF-0100,JH-2300,CK-0400,MS-4400
762,DM-1900,JJ-0700,RH-0100,LS-0600,VC-0100
763,LD-0200,RW-1500,NL-0300,CL-1100,OR-0100
764,AW-1100,ES-1300,EG-0300,BW-1800,WA-0300
765,DC-3000,JS-5400,SW-0800,TM-3100,MT-0200
766,ES-0100,CP-1700,MF-0600,FW-0600,ZW-0200
767,MG-0200,AM-1900,MF-1500,CV-0400,JP-2400
768,AD-0650,SM-0300,JW-0100,DJ-3000,JT-3500
769,WG-0100,TC-1400,TM-1500,KF-0300,TW-1200
770,LD-0200,CL-1100,NL-0300,DL-2400,RW-1500
771,WG-0100,PA-0200,TM-1500,TC-1400,TW-1200
772,WJ-0400,CS-3100,RT-1100,CG-2100,TA-1000
773,EP-0300,BH-0300,TN-0100,CC-0600,GF-0300
774,KS-0500,JA-1900,HF-0300,CC-3700,KB-2800
775,ML-2000,LM-0200,DK-1000,BY-0200,RO-0200
776,JB-0400,RV-0200,DR-0300,BS-4000,RT-1700
777,WG-0100,PA-0200,TM-1500,KF-0300,TW-1200
778,JP-2400,MG-0200,MF-1500,CV-0400,TP-0900
779,JB-3600,BW-0600,CW-2000,WS-0400,KT-1000
780,ZS-0200,JN-1000,JF-0200,JE-1000,JS-6800
781,MS-2800,AF-0100,CO-0600,KS-0900,MS-4400
782,ML-2000,LM-0200,DK-1000,BY-0200,NK-0100
783,RG-0100,CH-4700,JG-4000,KB-1400,LW-0100
784,WJ-0400,FW-0900,RT-1100,CG-2100,TA-1000
785,DN-1300,VM-0100,BM-1900,CN-0100,MW-2400
786,JB-3600,CB-1800,CW-2000,WS-0400,KT-1000
787,EP-0300,BH-0300,TN-0100,CC-0600,AM-1700
788,CS-2200,CH-4700,JG-4000,KB-1400,LW-0100
789,WJ-0400,FW-0900,CS-3100,CG-2100,TA-1000
790,JO-0500,JB-6800,MF-1100,CC-1700,TP-0600
791,ES-0100,CP-1700,MF-0600,FW-0600,EW-1500
792,JP-2400,MG-0200,MF-1500,DP-2200,TP-0900
793,AW-1100,ES-1300,EG-0300,SA-1000,WA-0300
794,DM-1900,KJ-0200,RH-0100,LS-0600,VC-0100
795,CC-2700,DC-3000,SW-0800,JS-5400,TM-3100
796,ML-2000,LM-0200,DK-1000,SN-0200,NK-0100
797,AG-1000,TS-3200,RI-0100,AT-0800,AB-0700
798,LD-0200,MB-4200,NL-0300,DL-2400,RW-1500
799,BW-1400,DD-1400,SO-0200,CS-2800,KM-1200
800,BM-1600,SH-1500,MB-2400,JW-2900,MR-1800
801,WG-0100,ML-0900,TM-1500,TC-1400,TW-1200
802,TS-3200,MS-0900,RI-0100,AT-0800,AB-0700
803,MM-2900,SM-3800,NH-0200,MG-0900,SO-0300
804,JB-0400,RV-0200,DR-0300,BS-0200,BS-4000
805,TG-1000,RL-0800,JS-0600,JS-1300,CJ-1500
806,ES-0100,CP-1700,DH-3300,FW-0600,EW-1500
807,BM-1600,SH-1500,MB-2400,AH-3100,MR-1800
808,CS-2200,PM-0700,JG-4000,KB-1400,LW-0100
809,MR-1700,JB-2500,KM-0700,EA-0500,DS-4400
810,WJ-0400,FW-0900,CS-3100,CG-2100,SL-0800
811,WJ-0400,RS-1200,CS-3100,CG-2100,SL-0800
812,KS-0500,LF-0800,HF-0300,CC-3700,KB-2800
813,JB-0400,RD-0800,DR-0300,FD-0100,BS-4000
814,BM-1600,SH-1500,MB-2400,AH-3100,RC-2100
815,BW-1400,DD-1400,RS-0800,CS-2800,KM-1200
816,JG-3900,WM-0800,GH-0200,EM-0400,JB-5500
817,JS-5500,RB-4000,OK-0200,RG-0500,FM-0400
818,CS-0100,DD-1900,CR-0100,RT-0500,TW-0100
819,JN-1000,JF-0200,JE-1000,JS-6800,KH-2400
820,TS-3200,MS-0900,BR-1400,RI-0100,AB-0700
821,RG-0100,PM-0700,JG-4000,KB-1400,LW-0100
822,MS-2800,AF-0100,JH-2300,KS-0900,WC-0200
823,AT-0300,JB-6800,MF-1100,KV-0500,TP-0600
824,JB-0400,FD-0100,DR-0300,SP-0900,JS-1400
825,ES-0100,CP-1700,SM-2100,FW-0600,EW-1500
826,KS-0500,JA-1900,HF-0300,CC-3700,ND-0500
827,JJ-1900,LA-0300,TW-3800,JS-4000,KH-0700
828,GR-0500,DD-1400,SO-0200,CS-2800,KM-1200
829,KS-0500,RS-1800,HF-0300,LF-0800,ND-0500
830,WJ-0400,RS-1200,CS-3100,FW-0900,SL-0800
831,AT-0300,JB-6800,MF-1100,CC-1700,TP-0600
832,AS-2700,LA-0300,TW-3800,JS-4000,KH-0700
833,DD-1400,RS-0800,SO-0200,CS-2800,KM-1200
834,TU-0100,RL-0800,JS-0600,JS-1300,RD-1000
835,WG-0100,JB-3900,TM-1500,KF-0300,TW-1200
836,TW-1400,MW-0200,JH-2400,RK-0100,JG-3900
837,OP-0100,MS-0900,BR-1400,MB-4200,AB-0700
838,JP-2400,DD-1900,MF-1500,BB-4000,LW-0100
839,ML-1200,CM-3600,TN-0100,MH-3000,EP-0300
840,DM-1900,BW-0600,CW-2000,JW-1800,KT-1000
841,VC-0100,CL-1100,SS-0400,RH-0100,LS-0600
842,CS-0100,PK-0100,CR-0100,RT-0500,JJ-0900
843,DF-0600,AC-1400,NM-0200,BM-3500,AC-1600
844,JT-1600,ES-1300,HF-0300,SM-2000,KS-0500
845,MS-2800,AF-0100,SM-0300,KS-0900,WC-0200
846,KB-0500,VM-0100,DN-1300,CN-0100,TP-0600
847,JB-0400,EM-1900,DR-0300,DW-4700,GF-0300
848,BS-2100,RG-0100,JN-1200,CC-0600,CG-2200
849,LP-0500,AS-0500,JW-0100,DJ-3000,JT-3500
850,FA-0100,KK-1300,AG-1900,LD-0200,MC-2300
851,JO-0500,JB-6800,MF-1100,CC-1700,AT-0300
852,AW-1100,SA-1000,EG-0300,BW-1800,WA-0300
853,JJ-1900,LA-0300,EH-0300,JS-4000,JS-5700
854,MG-0200,RW-1500,AJ-0700,DL-2400,LB-1400
855,AW-1100,SA-1000,AS-3500,BW-1800,WA-0300
856,CC-2700,DC-3000,SW-0800,JC-5300,MT-0200
857,AB-0700,MS-0900,BR-1400,CT-0500,MB-4200
858,MG-0200,RW-1500,LS-0500,DL-2400,LB-1400
859,AT-0300,JB-6800,MF-1100,CC-1700,MY-0100
860,BS-2100,RG-0100,JG-4000,CC-0600,CG-2200
861,CS-0100,PK-0100,CR-0100,RT-0500,TW-0100
862,ML-2000,LM-0200,DK-1000,RH-2400,NK-0100
863,MM-2900,KD-0900,NH-0200,MG-0900,JC-3000
864,AB-0700,MS-0900,BR-1400,CT-0500,AG-1000
865,TW-1400,MW-0200,JH-2400,JB-5500,JG-3900
