uid,pid,ptm,pen,desc,cat,pey,act
60052,668199,TB,SM-3000,Defensive Holding,5,0,D
60053,668204,WAS,,False Start,1,5,A
60054,668208,WAS,KC-2350,False Start,1,5,A
60055,668209,TB,KA-0625,Defensive Holding,5,6,A
60056,668218,TB,LM-0200,Offensive Holding,2,10,A
60057,668218,TB,ME-0600,Illegal Block Above the Waist,7,0,D
60058,668225,TB,ME-0600,Offensive Pass Interference,2,10,A
60059,668230,TB,WG-0550,Unnecessary Roughness,6,15,A
60060,668239,WAS,KC-2350,Delay of Game,3,5,A
60061,668242,TB,MW-3600,Offensive Holding,2,6,A
60062,668261,TB,GJ-0800,Neutral Zone,4,4,A
60063,668305,ATL,AL-0700,Offensive Holding,2,10,A
60064,668313,TEN,CW-0650,Offensive Holding,2,10,A
60065,668320,TEN,CS-1250,Defensive Holding,5,5,A
60066,668323,TEN,CW-0650,Taunting,6,15,A
60067,668326,ATL,JM-1450,Offensive Holding,2,10,A
60068,668332,TEN,AB-1925,Illegal Use of Hands,5,5,A
60069,668349,ATL,OS-0400,Illegal Blindside Block,8,8,A
60070,668352,ATL,AL-0700,Offensive Holding,2,10,A
60071,668375,TEN,CW-0650,Offensive Holding,2,10,A
60072,668380,ATL,RW-2200,Illegal Block Above the Waist,7,10,A
60073,668409,ATL,,12 On-field,3,5,A
60074,668423,NO,,Illegal Shift,3,5,A
60075,668427,IND,DM-1525,Illegal Block Above the Waist,7,10,A
60076,668441,NO,BD-0950,Fair Catch Interference,6,15,A
60077,668444,IND,HT-0600,Offensive Holding,2,0,D
60078,668460,NO,MH-3300,Offensive Holding,2,10,A
60079,668462,NO,JE-1000,Offensive Holding,2,0,O
60080,668462,IND,KL-0200,Defensive Offside,4,0,O
60081,668463,IND,DJ-0500,Defensive Holding,5,5,A
60082,668468,IND,DM-1525,Offensive Holding,2,0,D
60083,668479,NO,JS-0500,Illegal Block Above the Waist,7,10,A
60084,668485,NO,BR-0350,Neutral Zone,4,5,A
60085,668499,NO,JH-4070,Offensive Pass Interference,2,10,A
60086,668514,IND,AC-1200,False Start,1,5,A
60087,668521,IND,JM-3775,Illegal Block Above the Waist,7,9,A
60088,668525,NO,MM-1550,Illegal Block Above the Waist,7,10,A
60089,668533,NO,KF-0250,Delay of Game,3,5,A
60090,668538,NO,BB-3400,Defensive Holding,5,5,A
60091,668542,IND,DM-1525,Player Out of Bounds on Punt,3,5,A
60092,668552,NO,BB-3400,Defensive Offside,4,5,A
60093,668561,NO,BR-0350,Unnecessary Roughness,6,15,A
60094,668568,NO,BD-0950,Fair Catch Interference,6,0,O
60095,668568,IND,CA-0900,Running Into the Kicker,6,0,O
60096,668589,IND,DM-1525,Illegal Use of Hands,5,5,A
60097,668592,IND,AC-1200,Offensive Holding,2,3,A
60098,668609,NO,WS-0925,Illegal Shift,3,5,A
60099,668636,DET,RM-1300,Illegal Contact,5,5,A
60100,668643,DET,EE-0050,Illegal Formation,3,5,A
60101,668660,MIN,XR-0100,Defensive Pass Interference,5,26,A
60102,668688,DET,DC-0400,Offensive Holding,2,10,A
60103,668703,DET,QD-0300,Defensive Holding,5,5,A
60104,668736,MIN,XR-0100,Defensive Holding,5,5,A
60105,668738,DET,MS-4100,Delay of Game,3,5,A
60106,668761,MIN,CM-3400,Defensive Offside,4,0,A
60107,668768,MIN,AT-0350,Offensive Holding,2,0,D
60108,668780,PIT,MG-0500,False Start,1,5,A
60109,668812,KC,CW-1450,Unnecessary Roughness,6,15,A
60110,668824,KC,DF-1350,Illegal Use of Hands,5,5,A
60111,668867,KC,EF-0050,False Start,1,5,A
60112,668885,KC,TB-2400,Offensive Holding,2,10,A
60113,668886,KC,EF-0050,Taunting,6,13,A
60114,668915,KC,SS-1700,Defensive Pass Interference,5,18,A
60115,668926,CLE,IC-0050,Illegal Block Above the Waist,7,8,A
60116,668947,STL,RQ-0200,Defensive Offside,4,5,A
60117,668948,STL,WH-0300,Defensive Offside,4,5,A
60118,668969,STL,GR-0450,False Start,1,5,A
60119,668971,STL,GR-0450,Offensive Holding,2,0,D
60120,668975,CLE,JT-1600,False Start,1,5,A
60121,668976,CLE,MS-0550,False Start,1,4,A
60122,668985,STL,ES-0800,Defensive Offside,4,5,A
60123,668992,CLE,JB-3550,False Start,1,5,A
60124,669018,CLE,JD-2600,False Start,1,5,A
60125,669019,CLE,GB-0200,Offensive Holding,2,10,A
60126,669022,CLE,CE-0650,Offensive Holding,2,10,A
60127,669025,CLE,JT-1600,Offensive Holding,2,10,A
60128,669030,CLE,PD-0450,Defensive Pass Interference,5,26,A
60129,669045,STL,NF-0100,Roughing the Passer,6,15,A
60130,669045,STL,AD-1475,Defensive Offside,4,0,D
60131,669053,CLE,KW-1550,Defensive Holding,5,5,A
60132,669061,STL,JJ-1550,Defensive Holding,5,5,A
60133,669064,STL,LJ-1800,Defensive Offside,4,5,A
60134,669069,STL,SB-0070,Face Mask,6,15,A
60135,669070,STL,GR-0450,Offensive Holding,2,0,D
60136,669071,STL,BM-0250,Unsportsmanlike Conduct,6,15,A
60137,669075,CLE,JB-3550,Offensive Holding,2,10,A
60138,669090,HOU,JC-3350,Defensive Offside,4,0,D
60139,669111,HOU,CC-1900,Illegal Use of Hands,2,0,D
60140,669143,HOU,AH-0250,Illegal Contact,5,5,A
60141,669145,MIA,,Illegal Shift,3,0,D
60142,669147,MIA,,Illegal Formation,3,5,A
60143,669161,MIA,OV-0200,Defensive Offside,4,5,A
60144,669173,HOU,CJ-0650,Player Out of Bounds on Punt,3,5,A
60145,669174,MIA,BM-0775,Offensive Holding,2,10,A
60146,669176,MIA,JC-0400,Illegal Formation,3,0,O
60147,669176,HOU,AB-2250,Defensive Pass Interference,5,0,O
60148,669203,MIA,MP-2000,Offensive Holding,2,0,D
60149,669212,MIA,NS-0800,Neutral Zone,4,2,A
60150,669213,MIA,OV-0200,Defensive Offside,4,0,D
60151,669218,MIA,JJ-0650,Offensive Holding,2,10,A
60152,669225,MIA,DS-1760,Defensive Offside,4,5,A
60153,669232,HOU,JC-3350,Roughing the Passer,6,15,A
60154,669234,MIA,DS-2170,Offensive Holding,2,10,A
60155,669243,MIA,NS-0800,Neutral Zone,4,5,A
60156,669249,MIA,NS-0800,Defensive Offside,4,0,D
60157,669282,NE,JC-3518,Illegal Use of Hands,5,5,A
60158,669307,NYJ,BQ-0200,False Start,1,4,A
60159,669310,NYJ,DW-0700,Low Block,7,15,A
60160,669339,NE,CF-0675,Offensive Holding,2,10,A
60161,669375,NE,MB-5250,Illegal Use of Hands,5,0,O
60162,669375,NYJ,NM-0200,Offensive Holding,2,0,O
60163,669375,NE,MB-5250,Defensive Holding,5,0,D
60164,669390,NE,DH-2950,Defensive Holding,5,5,A
60165,669392,NE,MB-5250,Defensive Pass Interference,5,18,A
60166,669432,NYJ,JC-1000,False Start,1,5,A
60167,669436,NYJ,BM-0300,False Start,1,5,A
60168,669450,OAK,AH-3700,Face Mask,6,15,A
60169,669451,SD,BF-0800,Illegal Use of Hands,5,5,A
60170,669466,OAK,AS-1500,Tripping,7,10,A
60171,669467,OAK,ME-0425,Unnecessary Roughness,6,15,A
60172,669469,SD,DF-1250,Offensive Holding,2,10,A
60173,669485,SD,MI-0150,Neutral Zone,4,5,A
60174,669488,OAK,,12 On-field,3,5,A
60175,669492,SD,ND-0600,Offensive Holding,2,8,A
60176,669492,SD,LG-0750,Offensive Holding,2,0,D
60177,669500,OAK,DP-1100,Unnecessary Roughness,6,15,A
60178,669502,OAK,AH-3700,False Start,1,5,A
60179,669511,SD,OF-0100,Offensive Holding,2,10,A
60180,669533,OAK,SR-0750,Offensive Pass Interference,2,10,A
60181,669543,OAK,AS-1500,Defensive Offside,4,5,A
60182,669544,SD,PR-0300,Intentional Grounding,3,13,A
60183,669557,OAK,SR-0750,Offensive Holding,2,10,A
60184,669560,OAK,MK-0760,Delay of Game,3,5,A
60185,669562,OAK,DH-2150,Illegal Contact,5,5,A
60186,669587,SD,DF-1250,Unnecessary Roughness,6,15,A
60187,669591,OAK,DA-0950,Defensive Pass Interference,5,17,A
60188,669591,OAK,CW-3700,Defensive Holding,5,0,D
60189,669604,OAK,DP-1100,Unnecessary Roughness,6,15,A
60190,669604,OAK,DP-1100,Offensive Holding,2,0,D
60191,669617,SD,TR-0650,Offensive Holding,2,10,A
60192,669619,SD,KA-0650,Offensive Pass Interference,2,10,A
60193,669621,OAK,,12 On-field,3,4,A
60194,669637,DAL,GE-0250,False Start,1,5,A
60195,669657,DAL,TC-1700,Tripping,7,10,A
60196,669665,DAL,MC-1350,Defensive Pass Interference,5,5,A
60197,669675,DAL,DS-4750,Offensive Pass Interference,2,10,A
60198,669685,NYG,DR-2800,Defensive Holding,5,5,A
60199,669686,NYG,DK-0465,Defensive Holding,5,5,A
60200,669689,NYG,JT-1300,Unnecessary Roughness,6,3,A
60201,669696,DAL,RM-2000,Illegal Use of Hands,5,6,A
60202,669742,DAL,DF-1800,False Start,1,5,A
60203,669767,DAL,TS-2700,False Start,1,5,A
60204,669788,PHI,LJ-0850,False Start,1,5,A
60205,669790,PHI,NG-0350,Unnecessary Roughness,6,15,A
60206,669826,PHI,JK-0500,Offensive Holding,2,10,A
60207,669839,PHI,LJ-0850,False Start,1,5,A
60208,669849,PHI,BL-1350,Encroachment,4,4,A
60209,669850,PHI,BL-1350,Encroachment,4,2,A
60210,669859,CAR,CB-3850,Illegal Touch Pass,3,5,A
60211,669863,CAR,BB-1750,Defensive Pass Interference,5,13,A
60212,669902,CAR,MR-0645,False Start,1,5,A
60213,669907,CAR,ED-0400,Offensive Holding,2,0,D
60214,669921,CAR,MO-0200,Offensive Holding,2,10,A
60215,669940,PHI,NC-0100,Illegal Contact,5,5,A
60216,669945,PHI,MT-1100,Offensive Holding,2,0,D
60217,669947,CAR,LK-0600,Defensive Pass Interference,5,10,A
60218,669973,ARI,FR-0200,Unnecessary Roughness,6,13,A
60219,669974,BAL,JU-0300,Illegal Formation,3,5,A
60220,669975,BAL,KO-0750,Offensive Holding,2,0,O
60221,669975,ARI,RJ-0900,Defensive Holding,5,0,O
60222,669988,BAL,KJ-1400,False Start,1,5,A
60223,669996,BAL,EM-1300,Offensive Holding,2,10,A
60224,670006,BAL,TW-0145,Illegal Block Above the Waist,7,10,A
60225,670020,BAL,AJ-0350,Unnecessary Roughness,6,13,A
60226,670022,BAL,LW-0700,Defensive Pass Interference,5,11,A
60227,670024,BAL,BT-0950,Defensive Pass Interference,5,0,A
60228,670090,ARI,SW-0700,False Start,1,5,A
60229,670091,ARI,ML-0600,Offensive Holding,2,0,D
60230,670093,BAL,CG-1030,False Start,1,5,A
60231,670098,ARI,JG-3700,Offensive Holding,2,10,A
60232,670103,ARI,CP-0500,Intentional Grounding,3,12,A
60233,670115,BAL,,Illegal Shift,3,5,A
60234,670122,NE,DA-0900,Illegal Crackback,7,15,A
60235,670132,MIA,DS-2170,Offensive Holding,2,10,A
60236,670135,MIA,BA-0200,False Start,1,5,A
60237,670147,NE,JK-1650,Clipping,7,15,A
60238,670160,MIA,,Illegal Shift,3,0,D
60239,670173,NE,RM-3850,Illegal Block Above the Waist,7,10,A
60240,670174,NE,CF-0675,Ineligible Downfield Pass,3,5,A
60241,670177,MIA,CW-0100,Neutral Zone,4,5,A
60242,670181,NE,RG-2200,False Start,1,5,A
60243,670188,NE,,False Start,1,4,A
60244,670193,MIA,DT-0550,False Start,1,5,A
60245,670199,MIA,CW-0100,Defensive Offside,4,5,A
60246,670201,NE,RG-2200,Offensive Pass Interference,2,10,A
60247,670220,NE,CF-0675,False Start,1,5,A
60248,670233,MIA,JL-0215,False Start,1,5,A
60249,670282,MIA,TF-0250,Defensive Offside,4,5,A
60250,670297,KC,HA-0200,Illegal Use of Hands,5,5,A
60251,670321,DET,CF-1550,Illegal Block Above the Waist,7,10,A
60252,670329,DET,JJ-4300,Encroachment,4,5,A
60253,670363,DET,RR-0250,Offensive Holding,2,10,A
60254,670367,KC,JA-1050,Unsportsmanlike Conduct,6,10,A
60255,670368,DET,JJ-4300,Face Mask,6,15,A
60256,670370,DET,JW-5300,Unsportsmanlike Conduct,6,15,A
60257,670385,DET,LW-0350,Ineligible Downfield Pass,3,0,D
60258,670390,KC,LD-1000,False Start,1,5,A
60259,670391,DET,NL-0250,Defensive Pass Interference,5,16,A
60260,670393,DET,NL-0250,Illegal Use of Hands,5,5,A
60261,670428,DET,GQ-0100,Horse Collar,7,5,A
60262,670450,ATL,AL-0700,False Start,1,5,A
60263,670458,TB,CC-4000,Unnecessary Roughness,6,6,A
60264,670460,TB,JS-4037,Defensive Offside,4,3,A
60265,670467,ATL,VB-0075,Defensive Offside,4,5,A
60266,670473,ATL,JJ-4700,Offensive Holding,2,6,A
60267,670482,ATL,JT-0300,Offensive Holding,2,0,D
60268,670486,TB,HM-0100,Neutral Zone,4,5,A
60269,670506,TB,HM-0100,Defensive Offside,4,5,A
60270,670508,ATL,LT-0550,Offensive Pass Interference,2,10,A
60271,670509,TB,JB-1250,Defensive Offside,4,5,A
60272,670535,TB,GC-0400,Offensive Holding,2,9,A
60273,670537,ATL,DT-1970,Defensive Pass Interference,5,8,A
60274,670538,ATL,DT-1970,Defensive Pass Interference,5,39,A
60275,670554,ATL,DF-1875,Chop Block,7,15,A
60276,670560,TB,LM-0200,False Start,1,5,A
60277,670564,ATL,AC-1500,Defensive Offside,4,5,A
60278,670572,ATL,CC-1700,Offensive Holding,2,10,A
60279,670582,ATL,MP-0900,Offensive Holding,2,0,D
60280,670596,ATL,AL-0700,False Start,1,5,A
60281,670603,TB,GC-0400,Offensive Holding,2,0,O
60282,670603,ATL,OS-0400,Roughing the Passer,6,0,O
60283,670614,ATL,PA-0100,Defensive Pass Interference,5,16,A
60284,670618,TB,JS-1050,Delay of Game,3,5,A
60285,670641,ARI,PP-0400,Illegal Contact,5,5,A
60286,670650,ARI,JV-0300,Offensive Holding,2,0,D
60287,670684,ARI,KM-1950,Unnecessary Roughness,6,5,A
60288,670687,ARI,TM-0850,Defensive Holding,5,0,D
60289,670692,CLE,KW-1550,Illegal Contact,5,5,A
60290,670697,CLE,AB-3850,Neutral Zone,4,5,A
60291,670706,ARI,JN-0625,False Start,1,5,A
60292,670710,ARI,JB-6750,Illegal Shift,3,0,O
60293,670710,CLE,BM-2850,Defensive Pass Interference,5,0,O
60294,670715,CLE,JM-2900,Delay of Game,3,5,A
60295,670725,ARI,TM-0850,Illegal Use of Hands,5,5,A
60296,670739,CLE,JG-3100,False Start,1,5,A
60297,670756,CLE,JT-1600,False Start,1,5,A
60298,670767,CLE,AB-3850,Defensive Offside,4,5,A
60299,670770,ARI,BM-0360,False Start,1,5,A
60300,670782,CLE,JB-0450,Defensive Holding,5,5,A
60301,670820,SF,,Illegal Formation,3,0,D
60302,670823,SF,AB-3100,Defensive Offside,4,5,A
60303,670828,SF,JW-0750,Illegal Block Above the Waist,7,5,A
60304,670828,SF,BM-2600,Illegal Block Above the Waist,7,0,D
60305,670828,SF,,Unsportsmanlike Conduct,6,2,A
60306,670835,STL,TB-0550,Unnecessary Roughness,6,15,A
60307,670836,SF,AT-0750,False Start,1,5,A
60308,670840,SF,ER-0150,Offensive Holding,2,10,A
60309,670840,SF,ER-0150,Offensive Holding,2,0,D
60310,670850,STL,TM-0650,Illegal Substitution,3,5,A
60311,670851,STL,TB-0550,Illegal Block Above the Waist,7,10,A
60312,670856,STL,LJ-1800,Defensive Holding,5,5,A
60313,670859,STL,AD-1475,Neutral Zone,4,5,A
60314,670864,SF,BM-2600,Offensive Holding,2,8,A
60315,670868,SF,BM-2600,Ineligible Downfield Kick,3,5,A
60316,670883,STL,AA-1900,Unnecessary Roughness,6,10,A
60317,670889,SF,TB-2700,Unnecessary Roughness,6,15,A
60318,670891,SF,EH-0150,Illegal Use of Hands,5,5,A
60319,670892,STL,GR-0450,Offensive Holding,2,10,A
60320,670894,STL,,Illegal Formation,3,5,A
60321,670896,SF,AB-3100,Face Mask,6,3,A
60322,670911,STL,CL-1850,Illegal Block Above the Waist,7,8,A
60323,670926,SF,AB-3100,Face Mask,6,15,A
60324,670938,STL,JJ-1550,Face Mask,6,5,A
60325,670942,SF,EH-0150,Offensive Holding,2,10,A
60326,670943,STL,MB-3650,Encroachment,4,5,A
60327,670957,SF,JS-3300,Illegal Motion,3,5,A
60328,670960,STL,SB-0070,Offensive Holding,2,10,A
60329,670984,NO,KV-0050,Defensive Holding,5,0,D
60330,671008,NYG,JH-0840,Neutral Zone,4,5,A
60331,671017,NO,BB-3400,Unnecessary Roughness,6,15,A
60332,671020,NO,BB-3400,Defensive Holding,5,0,A
60333,671036,NO,BW-0700,Offensive Holding,2,10,A
60334,671041,NO,WS-0925,False Start,1,5,A
60335,671058,NO,BB-3400,Defensive Holding,5,5,A
60336,671059,NO,HK-0100,Roughing the Passer,6,15,A
60337,671080,NO,ZS-0200,False Start,1,5,A
60338,671081,NYG,DM-2950,Roughing the Passer,6,15,A
60339,671088,NYG,JP-4350,Offensive Holding,2,10,A
60340,671089,NYG,WR-0450,Ineligible Downfield Pass,3,0,D
60341,671089,NYG,GS-0400,Offensive Holding,2,0,D
60342,671094,NYG,JJ-2100,Offensive Holding,2,3,A
60343,671116,NO,BB-3400,Defensive Pass Interference,5,18,A
60344,671119,NO,DB-3750,Defensive Holding,5,5,A
60345,671122,NO,TD-0850,Defensive Offside,4,5,A
60346,671131,NO,TA-0850,False Start,1,5,A
60347,671145,NYG,ZD-0100,False Start,1,5,A
60348,671152,NO,ZS-0200,False Start,1,5,A
60349,671168,NYG,BW-2625,Face Mask,6,15,A
60350,671204,MIN,MK-0150,False Start,1,5,A
60351,671212,MIN,BF-1500,False Start,1,5,A
60352,671217,CHI,CL-0862,Offensive Holding,2,10,A
60353,671228,CHI,PO-0150,Offensive Holding,2,8,A
60354,671229,MIN,CG-2400,Roughing the Passer,6,15,A
60355,671261,CHI,SA-0100,Unnecessary Roughness,6,15,A
60356,671262,MIN,MP-2350,Offensive Holding,2,10,A
60357,671306,CHI,SM-2300,Defensive Holding,5,5,A
60358,671328,SD,JA-0280,Unsportsmanlike Conduct,6,15,A
60359,671359,BAL,CM-3250,Defensive Pass Interference,5,4,A
60360,671366,BAL,LW-0700,Defensive Pass Interference,5,0,D
60361,671377,BAL,RW-0150,False Start,1,5,A
60362,671387,BAL,KA-1000,Defensive Pass Interference,5,12,A
60363,671403,SD,JA-0280,Unsportsmanlike Conduct,6,15,A
60364,671405,BAL,MW-2450,Offensive Holding,2,10,A
60365,671415,BAL,WH-0750,Unnecessary Roughness,6,15,A
60366,671416,SD,JB-1400,Illegal Formation,3,5,A
60367,671418,SD,PR-0300,Delay of Game,3,5,A
60368,671427,BAL,MY-0100,Offensive Holding,2,0,D
60369,671475,SD,JB-1400,False Start,1,5,A
60370,671485,SD,SW-1720,Defensive Pass Interference,5,21,A
60371,671494,PIT,MG-0500,Offensive Holding,2,10,A
60372,671495,CIN,DK-0750,Defensive Pass Interference,5,22,A
60373,671508,CIN,AS-2000,False Start,1,5,A
60374,671521,PIT,BB-2530,Player Out of Bounds on Punt,3,0,O
60375,671521,CIN,RH-1875,Illegal Block Above the Waist,7,0,O
60376,671526,CIN,AW-1100,False Start,1,5,A
60377,671532,PIT,HM-0200,False Start,1,5,A
60378,671536,CIN,AJ-1200,Unnecessary Roughness,6,15,A
60379,671537,CIN,JF-1750,False Start,1,5,A
60380,671547,PIT,WG-0500,Defensive Holding,5,5,A
60381,671550,PIT,MM-3800,Taunting,6,15,A
60382,671558,CIN,PS-0300,Defensive Offside,4,5,A
60383,671577,CIN,AG-1500,Illegal Formation,3,0,D
60384,671582,CIN,AS-2000,Offensive Holding,2,0,D
60385,671583,CIN,AS-2000,Illegal Peelback,8,15,A
60386,671588,CIN,GI-1300,Unnecessary Roughness,6,15,A
60387,671594,PIT,RF-0900,Offensive Holding,2,10,A
60388,671604,CIN,EW-1500,False Start,1,5,A
60389,671605,PIT,JH-2100,Unsportsmanlike Conduct,6,12,A
60390,671607,PIT,MS-3400,Offensive Holding,2,9,A
60391,671611,PIT,HM-0200,Offensive Holding,2,10,A
60392,671614,PIT,MG-0500,Offensive Holding,2,0,D
60393,671633,PIT,RG-1250,Illegal Block Above the Waist,7,10,A
60394,671639,CIN,AG-1500,Face Mask,6,0,O
60395,671639,PIT,AB-1950,Face Mask,6,0,O
60396,671645,CIN,MJ-1800,Illegal Peelback,8,0,O
60397,671645,PIT,MB-4550,Face Mask,6,0,O
60398,671653,CIN,VR-0200,Defensive Pass Interference,5,2,A
60399,671654,PIT,DW-3600,Illegal Motion,3,5,A
60400,671668,HOU,BC-3100,Roughing the Passer,6,15,A
60401,671686,TEN,CS-1250,Defensive Holding,5,0,D
60402,671692,HOU,DN-0700,Illegal Formation,3,0,D
60403,671705,HOU,,False Start,1,5,A
60404,671707,TEN,DJ-2250,Encroachment,4,5,A
60405,671718,TEN,CS-1250,Defensive Holding,5,5,A
60406,671719,HOU,,Offensive Holding,2,10,A
60407,671720,HOU,BB-3230,Offensive Holding,2,10,A
60408,671726,HOU,WM-0550,Roughing the Passer,6,15,A
60409,671736,TEN,BB-1600,Unnecessary Roughness,6,15,A
60410,671744,TEN,JH-6400,Illegal Block Above the Waist,7,10,A
60411,671751,HOU,BH-1900,Intentional Grounding,3,15,A
60412,671780,TEN,JL-2560,Offensive Holding,2,0,D
60413,671786,HOU,JW-1100,Roughing the Passer,6,15,A
60414,671797,TEN,JM-4100,False Start,1,5,A
60415,671806,TEN,AW-1900,Defensive Holding,5,5,A
60416,671834,NYJ,LW-1350,Neutral Zone,4,5,A
60417,671839,NYJ,BS-2300,12 On-field,3,5,A
60418,671846,OAK,DH-2150,Defensive Pass Interference,5,15,A
60419,671866,OAK,TJ-2400,Offensive Holding,2,0,D
60420,671866,OAK,DH-2150,Offensive Holding,2,10,A
60421,671882,NYJ,DF-0600,False Start,1,5,A
60422,671893,OAK,RA-1350,Offensive Holding,2,6,A
60423,671924,NYJ,RQ-0050,Delay of Game,3,5,A
60424,671925,OAK,TJ-2400,Illegal Block Above the Waist,7,6,A
60425,671933,OAK,RH-3200,Illegal Use of Hands,2,10,A
60426,671945,OAK,NT-0150,Defensive Pass Interference,5,14,A
60427,671954,NYJ,LM-0550,Illegal Block Above the Waist,7,10,A
60428,671957,OAK,TC-0385,Illegal Use of Hands,5,0,D
60429,671961,NYJ,WC-0200,Offensive Holding,2,0,D
60430,671970,OAK,,Illegal Shift,3,0,D
60431,671980,NYJ,ZS-0150,Illegal Block Above the Waist,7,10,A
60432,672012,DAL,DF-1800,False Start,1,5,A
60433,672028,DAL,DW-4025,Offensive Holding,2,10,A
60434,672047,SEA,DS-1730,Defensive Holding,5,5,A
60435,672053,SEA,ML-2500,Illegal Motion,3,5,A
60436,672057,DAL,JH-3210,Illegal Blindside Block,8,15,A
60437,672069,DAL,LW-1150,Illegal Motion,3,5,A
60438,672083,DAL,DB-5300,Offensive Pass Interference,2,0,D
60439,672089,SEA,WT-0400,False Start,1,5,A
60440,672109,SEA,RS-1000,Offensive Holding,2,10,A
60441,672128,SEA,MB-1900,Roughing the Passer,6,15,A
60442,672132,DAL,,False Start,1,5,A
60443,672138,GB,CH-2250,Defensive Pass Interference,5,0,O
60444,672138,DEN,RH-1000,Illegal Use of Hands,2,0,O
60445,672145,DEN,CH-1500,Defensive Holding,5,5,A
60446,672148,GB,RR-1050,False Start,1,5,A
60447,672167,DEN,KW-0850,Offensive Holding,2,10,A
60448,672173,DEN,AC-0100,Offensive Pass Interference,2,10,A
60449,672181,DEN,ES-0200,False Start,1,5,A
60450,672197,DEN,DB-5100,Roughing the Passer,6,15,A
60451,672200,DEN,,12 On-field,3,0,D
60452,672200,DEN,,Defensive Offside,4,4,A
60453,672209,GB,DR-0450,Defensive Holding,5,0,D
60454,672211,DEN,MG-0250,Offensive Holding,2,10,A
60455,672212,DEN,MG-0250,Illegal Use of Hands,2,10,A
60456,672219,DEN,TW-0600,Defensive Pass Interference,5,14,A
60457,672227,GB,BB-3700,Offensive Holding,2,10,A
60458,672243,DEN,AT-0100,Defensive Holding,5,5,A
60459,672267,DEN,DW-1100,Defensive Offside,4,5,A
60460,672298,IND,EW-0100,Neutral Zone,4,5,A
60461,672301,CAR,MR-0645,False Start,1,5,A
60462,672319,IND,JR-1600,Offensive Holding,2,10,A
60463,672320,CAR,KE-0050,Defensive Offside,4,5,A
60464,672340,CAR,FV-0100,Unnecessary Roughness,6,15,A
60465,672361,CAR,GO-0100,Offensive Pass Interference,2,10,A
60466,672402,CAR,TW-2250,Offensive Holding,2,10,A
60467,672426,CAR,GO-0100,Offensive Holding,2,10,A
60468,672489,CLE,JT-1600,False Start,1,5,A
60469,672527,CLE,RS-2800,Taunting,6,15,A
60470,672539,CLE,RS-2800,Defensive Offside,4,3,A
60471,672549,CIN,GA-0400,Defensive Offside,4,0,D
60472,672565,CLE,AM-0100,False Start,1,5,A
60473,672583,CIN,MH-3750,Illegal Block Above the Waist,7,10,A
60474,672611,CIN,,Illegal Block Above the Waist,7,10,A
60475,672627,CLE,TB-1060,Offensive Pass Interference,2,0,D
60476,672644,CAR,FW-0750,Illegal Block Above the Waist,7,10,A
60477,672651,GB,AR-1300,Delay of Game,3,5,A
60478,672672,GB,CL-0975,Offensive Holding,2,8,A
60479,672685,GB,LG-0950,Face Mask,6,15,A
60480,672706,GB,DG-1600,Defensive Holding,5,0,D
60481,672716,CAR,RH-0700,Unnecessary Roughness,6,15,A
60482,672728,CAR,WH-0850,12 On-field,3,5,A
60483,672734,GB,LG-0900,Encroachment,4,5,A
60484,672736,GB,JP-2000,Defensive Offside,4,0,D
60485,672756,CAR,CT-1500,Defensive Holding,5,5,A
60486,672759,GB,BB-3700,Illegal Formation,3,0,D
60487,672771,GB,DR-0450,Defensive Pass Interference,5,34,A
60488,672783,CAR,RH-0700,Defensive Holding,5,5,A
60489,672791,GB,DB-0350,Offensive Holding,2,10,A
60490,672801,CAR,JA-0900,Neutral Zone,4,5,A
60491,672813,GB,LG-0950,Illegal Block Above the Waist,7,10,A
60492,672827,WAS,KJ-0275,Unnecessary Roughness,6,8,A
60493,672842,WAS,,12 On-field,3,0,D
60494,672865,WAS,KR-0950,Illegal Contact,5,5,A
60495,672869,NE,SV-0400,Illegal Formation,3,5,A
60496,672912,WAS,MM-5450,False Start,1,4,A
60497,672915,NE,BS-4350,Offensive Holding,2,10,A
60498,672935,NE,RG-2200,Offensive Holding,2,10,A
60499,672943,WAS,MM-5450,Offensive Holding,2,10,A
60500,672948,NE,PC-0300,Offensive Holding,2,10,A
60501,672959,NE,RA-0850,Delay of Game,3,5,A
60502,672971,NE,JC-3518,Defensive Holding,5,3,A
60503,672986,NO,JH-4070,Offensive Pass Interference,2,10,A
60504,672991,TEN,PS-0950,Offensive Holding,2,7,A
60505,672993,TEN,JL-2560,Offensive Holding,2,0,D
60506,673012,NO,BR-0350,Defensive Offside,4,5,A
60507,673020,TEN,KK-1000,Roughing the Passer,6,15,A
60508,673027,TEN,JC-1700,Roughing the Passer,6,2,A
60509,673051,NO,TA-0850,Offensive Holding,2,10,A
60510,673070,NO,KV-0050,Illegal Contact,5,0,D
60511,673094,NO,TA-0850,False Start,1,5,A
60512,673103,TEN,DB-0950,Roughing the Passer,6,6,A
60513,673103,TEN,BO-0400,Unsportsmanlike Conduct,6,3,A
60514,673103,TEN,BO-0400,Unsportsmanlike Conduct,6,2,A
60515,673107,NO,MM-1550,Personal Foul,6,15,A
60516,673113,NO,KW-2100,Roughing the Passer,6,9,A
60517,673119,TEN,WW-0900,Defensive Holding,5,5,A
60518,673119,TEN,WW-0900,Unsportsmanlike Conduct,6,15,A
60519,673120,NO,BC-2325,Offensive Holding,2,10,A
