pid,qba,wo,bf,li,brec,incd,hur,mbt,yac
660429,,3,1,1,2,NA,0,1,3
660431,,1,1,3,4,NA,0,0,0
660432,,1,2,2,4,NA,0,0,0
660433,,4,0,1,0,NA,0,0,7
660434,PA SC,2,2,1,1,NA,0,0,0
660435,,2,1,2,1,NA,0,0,10
660436,,1,1,3,4,NA,0,0,0
660437,,3,1,1,4,NA,0,0,0
660438,,3,1,1,1,DEF,0,0,0
660439,PA,2,1,2,2,DC,1,0,0
660440,,4,1,0,4,NA,0,0,0
660441,,3,0,2,2,NA,0,0,0
660443,,2,1,2,4,NA,0,0,0
660444,,3,1,1,4,NA,0,0,0
660445,,4,1,0,1,NA,0,0,0
660447,PA BL,3,1,1,0,NA,0,0,0
660448,,4,1,0,0,NA,0,0,4
660449,,4,1,0,4,NA,0,2,0
660450,,4,1,0,4,NA,0,0,0
660451,,3,1,1,4,NA,0,0,0
660452,SC,3,1,1,1,NA,0,0,0
660453,,3,1,1,0,NA,0,0,0
660454,,1,1,3,4,NA,0,1,0
660457,,4,1,0,0,NA,0,0,0
660458,DP,3,1,1,4,NA,0,0,0
660459,,4,1,0,0,OT,0,0,0
660461,SC,3,1,1,0,NA,0,0,0
660462,,3,1,1,0,NA,0,0,4
660463,,3,1,1,2,NA,0,0,0
660464,,3,1,1,0,NA,1,0,0
660468,,3,1,1,0,NA,0,0,0
660469,,2,1,2,4,NA,0,0,0
660470,,3,1,1,4,NA,0,0,0
660471,SC,3,1,1,2,NA,0,0,0
660473,,3,1,1,4,NA,0,0,0
660474,,5,0,0,3,NA,0,0,12
660475,PA,3,2,0,1,NA,0,0,0
660478,PA,1,1,3,1,NA,0,0,3
660479,,3,1,1,4,NA,0,0,0
660480,,3,1,1,1,NA,0,1,12
660481,,3,1,1,4,NA,0,0,0
660482,,3,1,1,4,NA,0,0,0
660483,,3,1,1,1,NA,0,0,0
660486,PA,3,1,1,1,DC,0,0,0
660487,PA,2,1,2,2,NA,0,0,0
660488,,3,1,1,0,NA,0,0,0
660490,,3,1,1,4,NA,0,0,0
660491,,4,0,1,0,OT,0,0,0
660492,,5,0,0,0,NA,0,0,9
660493,,0,1,4,3,NA,0,0,2
660494,,3,1,1,4,NA,0,0,0
660495,PA BL,3,1,1,0,NA,0,0,3
660496,,3,1,1,0,NA,0,0,0
660498,,3,1,1,4,NA,0,0,0
660499,,2,1,2,1,NA,0,0,3
660500,,3,1,1,2,NA,0,0,1
660501,,4,0,1,0,NA,0,1,7
660502,,2,1,2,4,NA,0,1,0
660503,,3,1,1,4,NA,0,0,0
660505,,3,1,1,4,NA,0,0,0
660506,,3,1,1,4,NA,0,0,0
660507,,3,1,1,4,NA,0,0,0
660508,,3,1,1,1,NA,0,0,0
660509,,3,1,1,0,NA,0,1,15
660512,PA,2,1,2,1,NA,0,0,0
660513,,2,1,2,4,NA,0,0,0
660514,,3,1,1,0,NA,0,0,0
660515,,2,1,2,1,NA,0,0,0
660517,,3,1,1,0,NA,0,1,11
660518,,3,1,1,4,NA,0,0,0
660519,,3,1,1,4,NA,0,0,0
660520,PA,3,1,1,1,NA,0,1,6
660521,,3,1,1,4,NA,0,0,0
660522,,3,1,1,4,NA,0,0,0
660523,,3,1,1,5,NA,0,0,0
660524,,1,1,3,3,NA,0,1,0
660525,,1,1,3,3,NA,0,0,0
660526,,1,1,3,3,NA,0,1,0
660527,,3,1,1,1,DEF,0,0,0
660529,,4,1,0,1,DC,0,0,0
660530,,4,1,0,1,UT,1,0,0
660531,,4,1,0,1,DEF,0,0,0
660532,,4,1,0,1,NA,0,0,0
660533,,1,1,3,3,NA,0,0,0
660534,,1,1,3,3,NA,0,0,0
660535,,1,1,3,3,NA,0,0,0
660537,,4,1,0,1,NA,0,1,8
660538,,4,1,0,1,OT,0,0,0
660539,,4,1,0,1,UT,1,0,0
660540,,3,1,1,1,NA,0,0,0
660541,,3,1,1,4,NA,0,0,0
660542,,3,1,1,5,TA,0,0,0
660545,,0,3,2,5,NA,0,0,0
660547,,2,1,2,2,UT,1,0,0
660548,,1,1,3,4,NA,0,1,0
660549,,3,1,1,4,NA,0,0,0
660550,,3,1,1,3,NA,0,0,0
660551,,3,1,1,0,OT,0,0,0
660552,,3,0,2,5,NA,0,0,0
660553,,4,1,0,4,NA,0,0,0
660554,,4,1,0,0,UT,1,0,0
660555,,3,1,1,1,DEF,0,0,0
660557,,3,1,1,2,NA,0,0,0
660558,,1,1,3,4,NA,0,0,0
660559,PA SC,3,1,1,2,NA,0,0,0
660560,PA,3,2,0,0,NA,1,0,0
660561,,1,1,3,3,OT,0,0,0
660562,,3,1,1,4,NA,0,0,0
660563,,3,1,1,4,NA,0,0,0
660564,,3,1,1,4,NA,0,0,0
660565,PA,3,1,1,2,NA,0,0,0
660566,,2,1,2,4,NA,0,0,0
660567,,3,1,1,4,NA,0,0,0
660568,,2,2,1,4,NA,0,0,0
660571,,4,1,0,3,DRP,0,0,0
660572,RO,3,1,1,4,NA,0,0,0
660573,PA,3,1,1,2,UT,0,0,0
660574,RO,4,1,0,4,NA,0,0,0
660576,,4,1,0,2,NA,0,0,7
660578,,2,2,1,2,NA,0,0,11
660579,,3,1,1,4,NA,0,0,0
660580,,2,2,1,4,NA,0,0,0
660583,PA,3,1,1,2,OT,0,0,0
660584,,3,1,1,4,NA,0,0,0
660585,,3,2,0,1,NA,0,0,8
660588,PA,3,1,1,2,NA,0,0,3
660589,PI,2,2,1,4,NA,0,0,0
660590,,4,1,0,0,NA,0,1,15
660591,,2,2,1,4,NA,0,1,0
660592,,2,1,2,4,NA,0,0,0
660593,,2,3,0,1,NA,0,0,17
660594,PA,1,2,2,2,DEF,0,0,0
660595,,4,0,1,0,DEF,0,0,0
660596,,3,1,1,0,NA,0,0,0
660599,PA,2,1,2,1,NA,0,0,0
660600,,4,1,0,0,NA,0,0,3
660601,,3,2,0,1,OT,1,0,0
660603,,2,2,1,4,NA,0,0,0
660604,SC,2,2,1,2,NA,0,0,0
660605,,2,1,2,4,NA,0,0,0
660608,RO,3,1,1,4,NA,0,0,0
660609,,3,1,1,0,NA,0,0,0
660610,,3,1,1,0,NA,0,0,8
660612,,2,2,1,4,NA,0,0,0
660614,,2,2,1,4,NA,0,0,0
660615,,3,1,1,4,NA,0,0,0
660616,,4,1,0,1,NA,0,0,9
660618,,3,1,1,4,NA,0,0,0
660619,,3,1,1,4,NA,0,0,0
660620,,5,0,0,0,OT,0,0,0
660623,,3,2,0,4,NA,0,1,0
660624,,2,1,2,0,NA,0,1,7
660627,PA,2,1,2,1,NA,0,0,0
660630,,2,2,1,2,OT,0,0,0
660631,,2,1,2,4,NA,0,0,0
660632,,2,1,2,4,NA,0,1,0
660633,,2,2,1,4,NA,0,0,0
660634,,3,1,1,0,OT,0,0,0
660636,,4,1,0,1,OT,0,0,0
660638,RO,3,1,1,4,NA,0,0,0
660639,,4,0,1,0,OT,0,0,0
660640,SC,3,2,0,0,NA,0,0,0
660643,,3,1,1,4,NA,0,1,0
660644,,3,1,1,2,DEF,0,0,0
660645,,3,1,1,2,NA,0,0,1
660646,SC,4,1,0,4,NA,0,1,0
660647,,4,1,0,0,DEF,0,0,0
660648,,4,1,0,1,NA,0,0,1
660649,,5,0,0,0,NA,0,0,11
660650,,4,1,0,0,NA,0,0,2
660651,,4,1,0,0,NA,0,0,0
660654,,4,1,0,1,DEF,1,0,0
660655,,5,0,0,0,DEF,0,0,0
660656,,5,0,0,0,DEF,0,0,0
660658,,0,1,4,4,NA,0,0,0
660660,PA,2,2,1,3,UT,1,0,0
660661,,2,1,2,3,NA,0,0,5
660662,SC,4,1,0,0,NA,0,1,0
660663,,2,2,1,4,NA,0,0,0
660664,,2,2,1,4,NA,0,0,0
660665,,2,2,1,4,NA,0,0,0
660666,,2,2,1,4,NA,0,0,0
660667,,3,1,1,0,NA,0,0,15
660668,,0,2,3,4,NA,0,0,0
660671,PA,3,1,1,1,NA,0,0,5
660672,,3,1,1,4,NA,0,0,0
660673,RO,4,1,0,4,NA,0,0,0
660674,SC,4,1,0,1,NA,0,2,0
660675,PA,3,1,1,2,NA,0,0,0
660676,,3,1,1,0,DC,0,0,0
660678,,2,2,1,2,NA,0,0,2
660679,,2,2,1,4,NA,0,0,0
660681,,2,2,1,4,NA,0,0,0
660682,,2,2,1,4,NA,0,1,0
660683,,4,1,0,0,TA,1,0,0
660686,,3,1,1,0,DEF,0,0,0
660687,,2,1,2,4,NA,0,1,0
660688,,4,1,0,1,OT,0,0,0
660689,,3,1,1,2,OT,0,0,0
660690,,2,2,1,1,DEF,0,0,0
660691,,2,3,0,1,NA,0,0,11
660693,,3,1,1,2,DEF,0,0,0
660694,PA,2,1,2,1,NA,0,0,0
660695,,3,1,1,0,NA,0,0,0
660696,SC,3,1,1,1,TA,1,0,0
660698,,2,2,1,4,NA,0,0,0
660699,,2,2,1,4,NA,0,0,0
660700,SC,5,0,0,0,NA,0,0,0
660701,,2,2,1,4,NA,0,1,0
660703,,2,1,2,4,NA,0,0,0
660704,DP,4,1,0,4,NA,0,1,0
660706,PA,4,1,0,0,NA,0,0,4
660707,,3,1,1,1,NA,0,0,9
660708,,4,1,0,0,DEF,0,0,0
660709,,3,1,1,0,NA,0,0,0
660712,,3,1,1,2,NA,0,0,0
660713,,5,0,0,0,BR,0,0,0
660715,,2,1,2,4,NA,0,0,0
660718,,4,1,0,0,OT,0,0,0
660719,,3,2,0,4,NA,0,2,0
660720,,4,1,0,1,OT,0,0,0
660721,,3,1,1,0,NA,0,1,12
660722,,4,1,0,0,DEF,0,0,0
660723,,5,0,0,0,OT,0,0,0
660724,,3,1,1,2,TA,1,0,0
660727,,5,0,0,0,NA,0,0,5
660728,,4,1,0,1,DEF,0,0,0
660729,,4,1,0,2,NA,0,1,5
660730,,3,1,1,2,DEF,0,0,0
660731,,1,2,2,4,NA,0,1,0
660732,,1,2,2,4,NA,0,0,0
660733,,1,2,2,4,NA,0,0,0
660734,,1,2,2,4,NA,0,0,0
660735,,2,2,1,4,NA,0,0,0
660737,,3,2,0,0,NA,0,0,2
660738,,4,1,0,1,DEF,0,0,0
660739,SC,4,1,0,1,NA,0,0,10
660740,,4,1,0,1,NA,0,0,0
660741,,4,1,0,1,OT,0,0,0
660742,,3,1,1,2,OT,1,0,0
660743,,4,1,0,1,DEF,0,0,0
660744,,0,1,4,4,NA,0,0,0
660745,,0,1,4,4,NA,0,0,0
660746,,0,1,4,4,NA,0,0,0
660748,,3,2,0,1,DRP,0,0,0
660749,,3,1,1,2,NA,0,0,0
660750,,4,1,0,0,DEF,0,0,0
660752,,2,2,1,4,NA,0,0,0
660753,,3,1,1,0,NA,0,0,2
660754,SC,3,1,1,2,NA,0,0,0
660755,,3,1,1,4,NA,0,0,0
660756,,2,1,2,4,NA,0,0,0
660757,,3,1,1,0,NA,0,0,1
660759,,2,1,2,3,NA,0,0,0
660760,,4,0,1,0,NA,0,0,9
660761,,1,2,2,4,NA,0,0,0
660762,,4,1,0,2,DRP,0,0,0
660763,,3,1,1,1,NA,0,0,0
660764,,1,2,2,4,NA,0,0,0
660765,,4,0,1,0,NA,1,0,0
660766,,5,0,0,0,NA,1,0,0
660768,,5,0,0,2,NA,0,0,5
660769,,4,1,0,0,NA,0,1,1
660770,,3,1,1,1,UT,1,0,0
660773,PA,2,1,2,2,NA,0,0,4
660774,PA,2,1,2,2,NA,0,0,2
660775,PA,2,2,1,3,OT,0,0,0
660776,,2,2,1,4,NA,0,0,0
660777,,3,1,1,1,OT,0,0,0
660780,,3,1,1,3,NA,0,0,0
660781,,5,0,0,0,NA,0,0,4
660782,,3,1,1,2,NA,0,0,0
660783,,3,1,1,4,NA,0,0,0
660784,,3,2,0,1,DC,0,0,0
660786,,2,1,2,4,NA,0,0,0
660788,,3,1,1,0,NA,0,0,1
660789,,4,1,0,0,NA,0,0,0
660791,,2,1,2,4,NA,0,0,0
660792,,2,2,1,4,NA,0,1,0
660793,PA,3,1,1,1,NA,0,0,20
660794,,2,1,2,4,NA,0,0,0
660795,PA,2,1,2,1,NA,0,0,0
660798,,3,2,0,1,NA,0,0,1
660799,,5,0,0,0,UT,0,0,0
660800,,4,1,0,0,NA,0,0,3
660801,,2,2,1,4,NA,0,0,0
660802,,5,0,0,0,BR,0,0,0
660804,,2,1,2,2,OT,0,0,0
660805,,5,0,0,0,DEF,0,0,0
660807,,2,1,2,3,NA,0,0,0
660808,,3,1,1,1,NA,0,1,4
660809,,1,2,2,4,NA,0,0,0
660810,,5,0,0,0,NA,0,0,0
660813,,0,2,3,4,NA,0,0,0
660814,PA SC,1,2,2,2,NA,1,0,0
660817,PA,2,2,1,1,NA,0,0,3
660818,,2,1,2,4,NA,0,1,0
660819,,4,1,0,0,NA,0,0,2
660820,,2,2,1,4,NA,0,0,0
660821,RO,3,1,1,4,NA,0,0,0
660822,,4,1,0,1,NA,0,0,3
660823,PA,3,1,1,1,NA,0,0,0
660824,,2,1,2,3,NA,0,0,0
660825,,2,1,2,4,NA,0,0,0
660826,,3,1,1,0,NA,0,0,12
660827,,3,1,1,0,TA,0,0,0
660828,,3,1,1,4,NA,0,1,0
660829,SC,4,1,0,0,TA,0,0,0
660833,PA SC,2,2,1,2,NA,0,1,0
660834,,2,2,1,0,NA,0,0,4
660836,,4,0,1,1,NA,0,0,1
660837,,3,2,0,0,NA,0,0,0
660838,SC,3,1,1,1,NA,0,0,0
660839,,2,1,2,4,NA,0,2,0
660841,,3,1,1,0,NA,0,0,0
660842,SC,4,1,0,1,TA,1,0,0
660844,,2,2,1,1,OT,0,0,0
660845,,3,1,1,1,DEF,0,0,0
660846,,4,1,0,1,NA,0,0,0
660847,,3,2,0,4,NA,0,0,0
660848,,3,1,1,4,NA,0,0,0
660849,,3,1,1,1,NA,1,2,14
660850,SC,2,2,1,2,NA,0,0,0
660851,,4,1,0,0,NA,0,1,13
660852,,2,2,1,2,OT,1,0,0
660855,,4,0,1,0,NA,0,0,0
660856,,3,1,1,1,NA,0,0,0
660858,,2,1,2,3,NA,0,0,6
660859,,2,1,2,4,NA,0,0,0
660860,PA,3,1,1,1,OT,0,0,0
660861,,2,1,2,4,NA,0,1,0
660862,,4,1,0,0,DEF,0,0,0
660865,PA RO,2,1,2,1,NA,0,0,0
660866,,2,1,2,4,NA,0,0,0
660867,,3,1,1,3,NA,0,1,1
660868,,5,0,0,0,NA,1,1,9
660869,,3,1,1,4,NA,0,0,0
660870,,3,1,1,0,OT,1,0,0
660871,,5,0,0,0,NA,1,1,5
660875,,2,1,2,4,NA,0,1,0
660876,,2,1,2,0,DC,0,0,0
660878,,3,1,1,0,DEF,0,0,0
660880,,3,1,1,4,NA,0,0,0
660881,RO,3,1,1,2,NA,0,0,8
660882,PA RO,2,1,2,2,DEF,0,0,0
660883,,3,1,1,1,NA,0,0,2
660884,,3,1,1,1,NA,0,0,7
660885,,3,1,1,2,NA,0,0,0
660886,,1,2,2,2,NA,0,1,6
660887,,1,2,2,4,NA,0,0,0
660888,PA,2,1,2,1,OT,0,0,0
660889,,3,1,1,0,NA,0,0,9
660890,,2,1,2,4,NA,0,0,0
660891,,3,1,1,0,DC,0,0,0
660892,,4,1,0,0,NA,0,0,3
660893,PA SC,2,2,1,2,TA,1,0,0
660894,,5,0,0,0,NA,0,0,3
660895,,4,1,0,0,OT,1,0,0
660898,,4,1,0,2,NA,0,1,13
660899,,3,1,1,1,DEF,1,0,0
660900,,5,0,0,1,NA,1,0,0
660902,,2,1,2,4,NA,0,0,0
660903,,4,1,0,0,OT,0,0,0
660905,,4,1,0,1,NA,0,0,0
660906,,4,1,0,1,NA,0,0,11
660907,,4,1,0,1,UT,1,0,0
660909,,3,1,1,1,NA,0,0,0
660910,,3,1,1,1,NA,1,0,3
660911,,4,1,0,1,DC,0,0,0
660913,,4,1,0,0,NA,0,0,2
660914,,3,1,1,0,OT,0,0,0
660915,SC,4,1,0,0,NA,0,0,0
660916,,3,1,1,5,TA,0,0,0
660917,,3,1,1,1,NA,0,0,2
660918,,5,0,0,0,NA,0,0,10
660920,,0,3,2,5,NA,0,0,0
660922,,2,1,2,0,DEF,0,0,0
660923,,2,1,2,4,NA,0,0,0
660924,,2,1,2,4,NA,0,0,0
660925,,4,1,0,0,DEF,0,0,0
660926,,4,1,0,0,DEF,0,0,0
660928,,4,1,0,0,NA,0,0,2
660929,,4,0,1,0,NA,0,0,0
660930,,4,1,0,1,DC,0,0,0
660932,,2,1,2,4,NA,0,0,0
660933,,3,1,1,0,OT,0,0,0
660934,,3,1,1,2,NA,0,0,1
660935,,2,1,2,4,NA,0,0,0
660936,RO,3,1,1,5,NA,0,0,0
660937,,2,1,2,4,NA,0,0,0
660938,,3,1,1,2,BR,0,0,0
660939,,2,1,2,4,NA,0,0,0
660941,PA,2,1,2,1,NA,1,0,1
660942,PA BL,2,2,1,5,NA,0,0,0
660943,,2,1,2,4,NA,0,0,0
660944,,1,2,2,4,NA,0,1,0
660945,,0,3,2,5,NA,0,0,0
660948,,3,2,0,3,NA,0,0,0
660949,,3,1,1,1,DRP,0,0,0
660950,,4,1,0,0,NA,0,0,2
660952,,3,1,1,3,NA,0,0,0
660954,,4,1,0,1,NA,0,0,6
660955,DP,3,1,1,1,NA,0,0,0
660956,,3,1,1,0,NA,0,0,3
660957,,3,1,1,0,NA,1,0,2
660958,,3,1,1,1,OT,0,0,0
660959,,3,1,1,0,DEF,1,0,0
660962,,1,1,3,3,NA,0,0,0
660963,,2,2,1,4,NA,0,0,0
660964,,5,0,0,0,NA,0,0,0
660966,,2,2,1,2,NA,0,0,0
660967,,3,1,1,1,NA,1,0,2
660969,,3,1,1,2,NA,1,0,7
660971,,3,1,1,3,NA,0,1,0
660972,PA SC,1,1,3,2,TA,1,0,0
660973,DP,3,2,0,2,NA,0,0,0
660974,,4,1,0,0,DEF,0,0,0
660977,,3,1,1,2,NA,0,0,0
660978,,3,2,0,2,NA,0,0,5
660981,,3,2,0,3,NA,0,0,0
660982,,3,1,1,1,UT,0,0,0
660983,,3,1,1,0,NA,0,0,2
660985,,3,2,0,0,DEF,0,0,0
660986,,3,2,0,0,NA,0,0,4
660987,,3,1,1,0,NA,0,0,6
660991,SC,2,2,1,0,TA,1,0,0
660992,,2,1,2,3,NA,0,0,0
660994,,4,1,0,0,DEF,1,0,0
660996,,2,2,1,4,NA,0,1,0
660997,,2,2,1,4,NA,0,0,0
660998,,3,1,1,0,DRP,0,0,0
660999,DP,3,1,1,2,NA,0,1,0
661000,,3,1,1,2,NA,0,0,0
661001,,3,1,1,2,NA,0,0,0
661002,,3,1,1,1,UT,0,0,0
661004,,3,1,1,1,NA,0,0,1
661006,,3,1,1,0,NA,0,0,0
661007,,3,1,1,0,NA,0,0,3
661010,,2,2,1,2,NA,0,0,0
661011,,1,1,3,3,NA,0,0,0
661012,,4,1,0,0,OT,0,0,0
661014,,2,2,1,3,NA,0,1,0
661015,,3,2,0,0,OT,0,0,0
661016,,1,2,2,3,NA,0,0,0
661017,,3,2,0,3,NA,0,0,0
661018,,3,1,1,0,OT,0,0,0
661019,DP,3,1,1,1,NA,0,0,0
661021,,3,1,1,2,NA,0,0,0
661022,,3,1,1,0,NA,0,0,1
661024,,3,1,1,0,NA,0,0,0
661025,DP,3,1,1,2,NA,0,0,0
661026,RO,3,1,1,3,NA,0,0,0
661027,,4,1,1,0,NA,1,1,2
661029,DP,3,1,1,3,NA,0,1,0
661030,,3,1,1,0,DRP,0,0,0
661031,,3,2,0,2,DEF,0,0,0
661033,RO,3,1,1,3,NA,0,0,0
661034,,3,1,1,0,NA,0,0,1
661035,,3,1,1,1,NA,0,0,0
661038,,0,3,2,5,NA,0,0,0
661040,BL,2,1,2,0,NA,0,0,7
661041,,2,3,0,3,NA,0,0,0
661042,,4,1,0,0,NA,0,1,8
661043,,3,1,1,0,DRP,0,0,0
661044,,1,2,2,2,NA,0,0,0
661046,,2,2,1,3,NA,0,1,0
661047,PA,2,1,2,1,NA,0,0,5
661048,SC,4,1,0,1,NA,0,0,0
661052,,3,2,0,3,NA,0,0,0
661053,,3,1,1,1,NA,0,0,0
661054,DP,3,1,1,1,NA,0,1,0
661056,BL,3,1,1,1,DRP,1,0,0
661057,PA,2,2,1,0,NA,1,0,1
661058,,2,2,1,0,NA,0,0,0
661059,,2,2,1,3,NA,0,0,0
661060,,1,2,2,4,NA,0,0,0
661061,,3,1,1,3,NA,0,0,0
661065,,3,1,1,0,DEF,0,0,0
661066,,3,1,1,1,NA,0,0,8
661067,,3,1,1,2,NA,0,0,0
661069,PA,3,1,1,1,OT,1,0,0
661070,RO,3,1,1,2,NA,0,0,0
661071,,4,1,0,2,NA,0,0,5
661073,,3,2,0,0,DEF,0,0,0
661074,,3,1,1,3,NA,0,0,0
661076,,3,1,1,1,NA,1,0,2
661078,PA,2,1,2,0,NA,0,0,2
661079,PI,2,1,2,4,NA,0,0,0
661080,PA,2,1,2,0,NA,0,0,5
661081,,2,3,0,3,NA,0,0,0
661082,BL,2,1,2,1,NA,0,0,4
661083,RO,2,2,1,1,NA,0,0,0
661084,,2,2,1,0,NA,0,0,6
661085,,2,3,0,2,NA,0,0,0
661086,,2,2,1,3,NA,0,0,0
661087,,3,1,1,1,OT,1,0,0
661089,,3,1,1,0,NA,0,1,6
661090,RO,3,1,1,4,NA,0,3,0
661091,,3,1,1,0,NA,0,0,2
661094,,3,2,0,0,NA,0,0,0
661095,,4,1,0,0,NA,0,0,9
661096,DP,3,1,1,3,NA,0,0,0
661097,,3,1,1,1,DEF,0,0,0
661098,,3,1,1,0,NA,1,3,52
661101,,3,1,1,0,NA,0,0,0
661102,SC,3,1,1,1,NA,0,1,0
661103,,3,1,1,1,NA,0,0,4
661104,,2,2,1,3,NA,0,0,0
661107,,4,0,1,0,NA,0,0,3
661108,DP,3,1,1,2,NA,0,0,0
661109,,3,1,1,0,NA,0,0,0
661110,PI,1,2,2,3,NA,0,0,0
661111,,3,1,1,1,DEF,0,0,0
661112,,3,1,1,1,DEF,0,0,0
661113,,3,1,1,1,NA,0,1,3
661114,,3,1,1,1,NA,0,0,1
661115,,3,1,1,0,NA,0,0,3
661116,SC,3,1,1,0,NA,0,0,0
661117,,3,1,1,0,DC,0,0,0
661118,,4,1,0,0,NA,0,0,3
661120,,3,1,1,1,NA,1,0,1
661121,,3,1,1,0,NA,0,0,3
661123,,3,1,1,1,NA,0,0,4
661124,,3,1,1,0,NA,0,1,10
661125,,3,1,1,0,DEF,0,0,0
661126,,3,1,1,0,UT,0,0,0
661128,SC,3,1,1,0,NA,0,0,0
661129,SC,3,1,1,1,OT,0,0,0
661130,,0,3,2,5,NA,0,0,0
661132,DP,1,2,2,3,NA,0,0,0
661133,,3,2,0,2,NA,0,0,0
661134,,3,1,1,4,NA,0,0,0
661135,,1,2,2,4,NA,0,0,0
661136,,3,1,1,0,NA,0,1,0
661137,,3,1,1,0,NA,0,0,11
661140,,2,2,1,4,NA,0,0,0
661141,PI,2,1,2,4,NA,0,0,0
661142,,4,1,0,0,DEF,0,0,0
661145,PA,2,2,1,2,NA,0,0,10
661147,,2,1,2,4,NA,0,0,0
661148,,1,2,2,4,NA,0,1,0
661149,,2,2,1,4,NA,0,1,0
661150,,2,2,1,4,NA,0,0,0
661151,,4,1,0,1,DEF,1,0,0
661154,RO,3,1,1,4,NA,0,1,0
661155,,2,2,1,4,NA,0,1,0
661156,SC,2,1,2,1,NA,0,0,0
661157,,2,2,1,3,NA,0,0,0
661158,,2,1,2,0,NA,0,0,4
661159,PA,3,2,0,1,NA,0,0,0
661160,,3,1,1,4,NA,0,2,0
661161,,3,1,1,2,OT,0,0,0
661163,,1,2,2,4,NA,0,0,0
661164,PA,3,1,1,3,OT,0,0,0
661165,SC,4,1,0,1,NA,0,1,0
661166,PA,2,1,2,0,TA,1,0,0
661167,,3,1,1,3,NA,0,2,0
661168,,3,1,1,0,NA,0,0,10
661170,,2,2,1,0,DEF,0,0,0
661171,PA,2,2,1,1,DEF,0,0,0
661172,,3,1,1,0,TA,1,0,0
661174,,4,1,0,0,DEF,0,0,0
661175,,3,1,1,4,NA,0,0,0
661176,,3,1,1,0,NA,1,1,5
661177,,2,1,1,0,DEF,0,0,0
661178,,4,0,1,4,NA,0,0,0
661179,PA,3,2,0,0,NA,0,0,5
661180,,2,1,2,4,NA,0,1,0
661181,,3,1,1,1,OT,0,0,0
661182,,3,1,1,0,NA,0,0,0
661185,,2,2,1,4,NA,0,1,0
661186,DP,2,2,1,4,NA,0,0,0
661187,,4,1,0,1,NA,0,0,0
661188,,3,1,1,3,NA,0,0,0
661189,,4,1,0,0,NA,1,0,0
661190,,1,2,2,4,NA,0,0,0
661191,,3,1,1,1,NA,0,1,13
661192,,3,1,1,3,NA,0,0,0
661193,,4,1,0,0,NA,0,0,7
661194,PA,3,1,1,2,NA,0,1,8
661195,,3,1,1,3,NA,0,0,0
661196,PA,2,2,1,0,NA,1,0,3
661197,,1,2,2,4,NA,0,0,0
661200,,2,2,1,4,NA,0,0,0
661201,RO,2,3,0,3,NA,0,0,0
661203,,2,2,1,0,NA,0,0,0
661204,,3,1,1,0,UT,0,0,0
661205,,4,1,0,0,NA,0,0,17
661207,,5,0,0,0,NA,1,1,10
661208,,3,1,1,3,NA,0,0,0
661209,,3,1,1,1,NA,0,0,1
661210,,4,1,0,0,TA,0,0,0
661211,PA,3,1,1,0,DRP,0,0,0
661213,,5,0,0,0,DRP,1,0,0
661214,,4,1,0,0,NA,0,0,2
661215,,4,1,0,0,NA,0,0,2
661217,,0,3,2,4,NA,0,0,0
661219,,3,1,1,4,NA,0,0,0
661220,,1,2,2,4,NA,0,0,0
661221,,2,2,1,1,NA,0,0,6
661222,,2,1,2,0,NA,0,0,0
661224,,1,1,3,4,NA,0,0,0
661227,,1,1,3,4,NA,0,0,0
661228,,2,2,1,4,NA,0,0,0
661229,PA,3,1,1,1,NA,0,0,9
661230,,3,1,1,3,NA,0,0,0
661231,,4,1,0,0,DEF,0,0,0
661232,,4,1,0,0,DEF,1,0,0
661233,,4,1,0,4,NA,0,0,0
661234,PA BL,2,2,1,4,NA,0,0,0
661235,,2,1,2,0,DEF,0,0,0
661236,DP,3,1,1,3,NA,0,0,0
661237,,4,1,0,0,NA,0,0,17
661240,,2,1,2,4,NA,0,0,0
661241,,2,1,2,4,NA,0,0,0
661242,PA SC,2,2,1,1,NA,0,0,0
661244,,5,0,0,0,NA,0,0,0
661245,,3,1,1,0,NA,0,0,8
661246,PI,2,1,2,4,NA,0,0,0
661247,,3,1,1,4,NA,0,0,0
661248,,5,0,0,0,NA,1,0,0
661251,PA,3,2,0,2,NA,0,0,0
661252,PA,3,2,0,2,NA,0,0,16
661253,RO,2,2,1,4,NA,0,0,0
661254,,1,2,2,3,NA,0,1,0
661255,,4,1,0,4,NA,0,0,0
661256,PA,2,1,2,0,NA,0,1,2
661257,SC,2,2,1,2,NA,0,0,0
661260,,4,1,0,0,TA,1,0,0
661261,,4,1,0,0,OT,0,0,0
661262,,4,1,0,0,NA,1,0,1
661264,PI,4,1,0,4,NA,0,1,0
661265,,1,3,1,4,NA,0,0,0
661266,,4,1,0,4,NA,0,0,0
661267,SC,4,1,0,1,NA,0,1,0
661268,,1,2,2,4,NA,0,0,0
661269,,3,1,1,0,DC,0,0,0
661270,,3,2,0,2,OT,0,0,0
661272,,2,1,2,1,UT,0,0,0
661273,,4,1,0,0,NA,0,0,0
661274,,4,1,0,0,NA,1,0,0
661275,,3,1,1,0,DC,0,0,0
661276,,3,1,1,0,DEF,0,0,0
661277,,3,1,1,4,NA,0,1,0
661278,,1,2,2,3,NA,0,0,0
661280,RO,2,1,2,4,NA,0,0,0
661281,,2,2,1,4,NA,0,1,0
661282,PA,1,1,3,2,DEF,0,0,0
