uid,pid,tck,value
444350,672637,JP-2000,0.5
444351,672637,MB-5100,0.5
444352,672641,RH-0700,1
444353,672642,SL-0950,0.5
444354,672642,ST-0550,0.5
444355,672646,NP-0020,0.5
444356,672646,JP-2000,0.5
444357,672650,LK-0600,0.5
444358,672650,BB-1750,0.5
444359,672653,TD-0700,1
444360,672654,CT-1500,1
444361,672655,TD-0700,0.5
444362,672655,BB-1750,0.5
444363,672656,LK-0600,1
444364,672657,CT-1500,1
444365,672658,LK-0600,0.5
444366,672658,RH-0700,0.5
444367,672659,RH-0700,1
444368,672663,HC-0050,1
444369,672664,MD-0060,1
444370,672665,NP-0130,1
444371,672666,MB-5100,1
444372,672667,MH-4000,1
444373,672668,MB-5100,0.5
444374,672668,HC-0050,0.5
444375,672674,KS-0850,0.5
444376,672674,WH-0850,0.5
444377,672675,KS-0850,1
444378,672677,DR-0450,1
444379,672678,CM-0900,0.5
444380,672678,MB-5100,0.5
444381,672682,LK-0600,0.5
444382,672682,BB-1750,0.5
444383,672686,NP-0130,0.5
444384,672686,CH-2250,0.5
444385,672687,DG-1600,1
444386,672688,NP-0130,0.5
444387,672688,HC-0050,0.5
444388,672690,DR-0450,1
444389,672694,CT-1500,1
444390,672695,MB-5100,1
444391,672699,LK-0600,1
444392,672700,LK-0600,1
444393,672703,CM-0900,0.5
444394,672703,MB-5100,0.5
444395,672704,MN-0300,1
444396,672709,CT-1500,1
444397,672712,BB-1750,0.5
444398,672712,KC-1800,0.5
444399,672714,CT-1500,1
444400,672716,RH-0700,0.5
444401,672716,KC-1800,0.5
444402,672717,LK-0600,1
444403,672721,MB-5100,1
444404,672725,CT-1500,1
444405,672726,KS-0850,1
444406,672731,MP-0875,0.5
444407,672731,JR-3650,0.5
444408,672732,JR-3650,1
444409,672733,JR-3650,1
444410,672735,CH-2250,1
444411,672736,CM-0900,1
444412,672737,JR-3650,1
444413,672738,MD-0060,1
444414,672739,DG-1600,1
444415,672740,DG-1600,0.5
444416,672740,MB-5100,0.5
444417,672741,LG-0900,1
444418,672742,JR-3650,0.5
444419,672742,CH-2250,0.5
444420,672746,JN-1750,1
444421,672751,NP-0130,1
444422,672754,TD-0700,1
444423,672755,MA-0300,0.5
444424,672755,CT-1500,0.5
444425,672758,RH-0700,1
444426,672761,MD-0060,1
444427,672762,JR-3650,0.5
444428,672762,NP-0130,0.5
444429,672763,JR-3650,1
444430,672765,KS-0850,1
444431,672766,TD-0700,1
444432,672769,DR-0450,1
444433,672770,NP-0130,1
444434,672772,DR-0450,1
444435,672779,JN-1750,1
444436,672780,KL-1400,0.5
444437,672780,CT-1500,0.5
444438,672781,LK-0600,1
444439,672785,JR-3650,1
444440,672786,DG-1600,1
444441,672790,KC-1800,1
444442,672792,BB-1750,1
444443,672795,JN-1750,1
444444,672796,LK-0600,1
444445,672802,JA-0900,0.5
444446,672802,TD-0700,0.5
444447,672805,BB-1750,1
444448,672808,RH-0700,1
444449,672810,JR-3650,0.5
444450,672810,NP-0130,0.5
444451,672811,CM-0900,0.5
444452,672811,MN-0300,0.5
444453,672812,JR-3650,1
444454,672816,KJ-0275,1
444455,672817,CB-0200,0.5
444456,672817,KJ-0275,0.5
444457,672818,KJ-0275,1
444458,672819,TR-0620,1
444459,672820,KR-0950,0.5
444460,672820,DG-1300,0.5
444461,672822,TR-0620,1
444462,672824,KR-0950,1
444463,672825,RJ-0550,0.5
444464,672825,KR-0950,0.5
444465,672826,TM-3450,0.5
444466,672826,DG-1300,0.5
444467,672827,KR-0950,1
444468,672832,WB-0700,1
444469,672833,RK-0500,1
444470,672834,DG-1300,1
444471,672835,WB-0700,1
444472,672838,KJ-0275,1
444473,672839,DG-1300,1
444474,672840,CC-5300,1
444475,672841,RJ-0550,0.5
444476,672841,KJ-0275,0.5
444477,672845,RN-1100,0.5
444478,672845,MB-3875,0.5
444479,672849,RJ-0550,1
444480,672851,TR-0620,1
444481,672852,KR-0950,1
444482,672855,SS-1450,1
444483,672857,DM-1300,1
444484,672858,CJ-2050,1
444485,672859,MB-5250,1
444486,672862,KR-0950,0.5
444487,672862,WB-0700,0.5
444488,672863,JJ-3200,1
444489,672864,WC-0300,0.5
444490,672864,WB-0700,0.5
444491,672866,JJ-3200,1
444492,672867,RJ-0550,0.5
444493,672867,DG-1300,0.5
444494,672868,WC-0300,1
444495,672870,WC-0300,1
444496,672872,WC-0300,1
444497,672875,CJ-2050,1
444498,672877,LR-0600,1
444499,672878,RN-1100,1
444500,672879,DH-2950,1
444501,672880,MB-3875,1
444502,672881,PC-0300,0.5
444503,672881,JC-3518,0.5
444504,672882,LR-0600,1
444505,672883,RN-1100,0.5
444506,672883,JF-3150,0.5
444507,672884,JF-3150,0.5
444508,672884,PC-0300,0.5
444509,672885,LR-0600,1
444510,672886,SS-1450,1
444511,672887,RN-1100,1
444512,672889,DM-1300,1
444513,672895,AB-2700,0.5
444514,672895,CJ-2050,0.5
444515,672896,LR-0600,1
444516,672897,PC-0300,1
444517,672898,MB-5250,1
444518,672899,AB-2700,1
444519,672900,WB-0700,1
444520,672901,CB-0200,1
444521,672902,CC-5300,1
444522,672903,CB-0200,0.5
444523,672903,WB-0700,0.5
444524,672904,PS-0550,1
444525,672906,WC-0300,0.5
444526,672906,TM-3450,0.5
444527,672907,SP-0100,1
444528,672910,AH-3050,0.5
444529,672910,SS-1450,0.5
444530,672913,DM-1300,1
444531,672917,CB-0200,1
444532,672920,JF-3150,1
444533,672924,JJ-3200,1
444534,672925,DG-1300,1
444535,672926,CB-0200,1
444536,672927,TM-3450,0.5
444537,672927,KJ-0275,0.5
444538,672928,DG-1300,1
444539,672929,SP-0100,0.5
444540,672929,KG-0700,0.5
444541,672930,KG-0700,0.5
444542,672930,WC-0300,0.5
444543,672931,DG-1300,1
444544,672932,JJ-3200,1
444545,672933,RK-0500,0.5
444546,672933,WB-0700,0.5
444547,672934,CB-0200,1
444548,672937,KR-0950,1
444549,672941,MB-5250,1
444550,672944,JC-3518,1
444551,672947,JC-3518,1
444552,672949,CB-0200,1
444553,672950,WC-0300,1
444554,672951,WC-0300,0.5
444555,672951,DG-1300,0.5
444556,672953,TR-0620,1
444557,672954,WC-0300,0.5
444558,672954,WB-0700,0.5
444559,672955,BB-2725,0.5
444560,672955,KJ-0275,0.5
444561,672956,JJ-3200,1
444562,672958,WC-0300,0.5
444563,672958,JJ-3200,0.5
444564,672961,GG-0475,1
444565,672963,JF-3150,1
444566,672964,JB-4550,0.5
444567,672964,DM-1300,0.5
444568,672965,LR-0600,1
444569,672966,MB-5250,1
444570,672968,LR-0600,1
444571,672969,MB-5250,0.5
444572,672969,DH-1250,0.5
444573,672978,JJ-1650,0.5
444574,672978,KV-0050,0.5
444575,672979,SA-1150,0.5
444576,672979,MM-1550,0.5
444577,672982,MG-1800,1
444578,672983,AW-1450,1
444579,672984,CR-0875,1
444580,672985,WW-0900,0.5
444581,672985,AW-1450,0.5
444582,672987,MG-1800,1
444583,672988,WW-0900,0.5
444584,672988,BO-0400,0.5
444585,672992,JJ-1650,1
444586,672996,DH-2000,1
444587,672998,JJ-1650,1
444588,673001,AW-1900,0.5
444589,673001,PC-0800,0.5
444590,673003,CS-1250,1
444591,673004,MG-1800,1
444592,673006,AW-1450,1
444593,673007,MG-1800,1
444594,673011,MM-1550,1
444595,673013,CJ-2400,1
444596,673014,MM-1550,0.5
444597,673014,KV-0050,0.5
444598,673018,AW-1450,0.5
444599,673018,CS-1250,0.5
444600,673021,ZB-0400,1
444601,673022,ZB-0400,1
444602,673023,CS-1250,1
444603,673024,PC-0800,1
444604,673026,DB-0950,1
444605,673028,DJ-2250,0.5
444606,673028,AB-1925,0.5
444607,673032,JB-8800,1
444608,673033,JB-8800,1
444609,673034,JJ-1650,0.5
444610,673034,DH-2000,0.5
444611,673035,MM-1550,1
444612,673039,JC-1700,1
444613,673043,JJ-1650,0.5
444614,673043,KW-1400,0.5
444615,673044,KW-1400,0.5
444616,673044,KV-0050,0.5
444617,673047,DJ-2250,1
444618,673048,DJ-2250,1
444619,673049,MG-1800,1
444620,673050,WW-0900,1
444621,673052,ZB-0400,1
444622,673053,BO-0400,1
444623,673055,KV-0050,1
444624,673057,SA-1150,0.5
444625,673057,KV-0050,0.5
444626,673058,KW-2100,1
444627,673059,SA-1150,1
444628,673060,DH-2000,0.5
444629,673060,KV-0050,0.5
444630,673063,DS-1400,1
444631,673064,AW-1900,1
444632,673065,DJ-2250,0.5
444633,673065,MG-1800,0.5
444634,673067,DB-3750,1
444635,673068,KW-2100,1
444636,673069,MM-1550,1
444637,673070,BB-3400,1
444638,673071,MM-1550,1
444639,673072,SA-1150,1
444640,673073,JB-8800,1
444641,673074,SA-1150,1
444642,673076,KV-0050,1
444643,673079,WW-0900,1
444644,673080,BW-0770,1
444645,673081,WW-0900,1
444646,673082,MG-1800,1
444647,673083,ZB-0400,1
444648,673084,WW-0900,1
444649,673088,TD-0850,1
444650,673091,DB-0950,0.5
444651,673091,CS-1250,0.5
444652,673092,CR-0875,1
444653,673093,DJ-2250,1
444654,673095,ZB-0400,1
444655,673096,BW-0770,1
444656,673097,CR-0875,1
444657,673099,BW-0770,1
444658,673101,DS-1400,0.5
444659,673101,MG-1800,0.5
444660,673102,AB-1925,0.5
444661,673102,AW-1450,0.5
444662,673104,AW-1450,1
444663,673108,JB-8800,1
444664,673109,JJ-1650,0.5
444665,673109,KW-1400,0.5
444666,673110,JB-8800,1
444667,673111,JJ-1650,0.5
444668,673111,JB-8800,0.5
444669,673112,JB-8800,1
444670,673113,DH-2000,1
444671,673114,JJ-1650,0.5
444672,673114,SA-1150,0.5
444673,673120,DS-1400,1
444674,673121,WW-0900,1
444675,673123,AW-1450,1
444676,673125,KV-0050,1
444677,673126,DB-3750,1
444678,673127,SA-1150,0.5
444679,673127,JD-3000,0.5
444680,673128,MM-1550,1
444681,673130,JJ-1650,0.5
444682,673130,KW-1400,0.5
444683,673132,KW-1400,1
444684,673133,BR-0350,1
444685,673136,BW-0770,1
444686,673139,BW-0770,1
444687,673142,MM-1550,0.5
444688,673142,BB-3400,0.5
444689,673147,MM-1550,0.5
444690,673147,JB-8800,0.5
444691,673148,KV-0050,1
444692,673149,KW-1400,0.5
444693,673149,CJ-2400,0.5
444694,673150,JB-8800,1
444695,673151,JD-3000,0.5
444696,673151,KV-0050,0.5
444697,673152,BR-0350,1
444698,673153,JB-8800,0.5
444699,673153,BB-3400,0.5
444700,673154,JJ-1650,0.5
444701,673154,SA-1150,0.5
444702,673157,OV-0200,1
444703,673159,BG-2100,1
444704,673160,RJ-2000,1
444705,673161,KM-2000,1
444706,673162,KM-2000,1
444707,673167,MT-0850,1
444708,673169,BM-0800,1
444709,673170,RJ-2000,1
444710,673171,JT-0850,1
444711,673175,SG-0650,1
444712,673176,RD-0050,1
444713,673177,RD-0050,1
444714,673180,CG-1700,1
444715,673182,CG-1700,1
444716,673185,OV-0200,0.5
444717,673185,JJ-1620,0.5
444718,673186,KS-0800,1
444719,673187,BG-2100,1
444720,673188,OV-0200,1
444721,673190,OV-0200,0.5
444722,673190,CM-1250,0.5
444723,673192,PB-0750,1
444724,673193,LM-1100,1
444725,673194,RD-0050,1
444726,673195,PB-0750,1
444727,673196,CB-4770,0.5
444728,673196,ML-0500,0.5
444729,673197,PB-0750,0.5
444730,673197,NB-0500,0.5
444731,673198,LM-1100,1
444732,673199,CG-1700,1
444733,673203,KS-0800,1
444734,673205,BG-2100,1
444735,673207,MT-0850,1
444736,673208,KS-0800,1
444737,673209,JJ-1620,1
444738,673210,EM-1200,0.5
444739,673210,OV-0200,0.5
444740,673213,IE-0200,1
444741,673214,LM-1100,1
444742,673215,CG-1700,1
444743,673216,ML-0500,0.5
444744,673216,DW-3950,0.5
444745,673219,JT-0850,1
444746,673220,KM-2000,1
444747,673221,MT-0850,1
444748,673225,MW-2300,0.5
444749,673225,MD-0100,0.5
444750,673226,IE-0200,1
444751,673227,NB-0500,0.5
444752,673227,NR-0350,0.5
444753,673228,RD-0050,1
444754,673229,RD-0050,1
444755,673230,NB-0500,0.5
444756,673230,LM-1100,0.5
444757,673232,LM-1100,1
444758,673233,SG-0650,1
444759,673234,RD-0050,1
444760,673238,CG-1700,1
444761,673239,PB-0750,1
444762,673240,DW-3950,1
444763,673241,DW-3950,1
444764,673242,NB-0500,1
444765,673243,CG-1700,1
444766,673244,AC-0500,1
444767,673245,DW-3950,1
444768,673250,OV-0200,1
444769,673251,BG-2100,0.5
444770,673251,WA-0050,0.5
444771,673253,RD-0050,1
444772,673254,NB-0500,1
444773,673255,ML-0500,0.5
444774,673255,NB-0500,0.5
444775,673256,RD-0050,1
444776,673258,LM-1100,1
444777,673261,KM-2000,1
444778,673263,EM-1200,1
444779,673268,PB-0750,0.5
444780,673268,NB-0500,0.5
444781,673270,CG-1700,1
444782,673271,JH-5900,1
444783,673276,NS-0800,0.5
444784,673276,RJ-2000,0.5
444785,673277,DS-1760,1
444786,673278,BG-2100,1
444787,673279,DS-1760,0.5
444788,673279,KS-0800,0.5
444789,673280,OV-0200,1
444790,673281,RJ-2000,1
444791,673282,NS-0800,0.5
444792,673282,KM-2000,0.5
444793,673285,RJ-2000,0.5
444794,673285,MT-0850,0.5
444795,673289,RD-0050,1
444796,673290,CG-1700,1
444797,673291,RD-0050,1
444798,673292,SG-0650,1
444799,673295,NR-0350,1
444800,673297,NR-0350,1
444801,673302,JT-0850,1
444802,673303,JJ-1620,0.5
444803,673303,RJ-2000,0.5
444804,673304,BG-2100,1
444805,673305,BG-2100,1
444806,673311,LJ-1700,0.5
444807,673311,AB-0650,0.5
444808,673314,TJ-2250,1
444809,673316,RM-3050,1
444810,673318,JL-0600,0.5
444811,673318,LJ-1800,0.5
444812,673319,JL-0600,1
444813,673320,AA-1900,1
444814,673324,CG-2400,1
444815,673327,AB-0650,1
444816,673332,MB-0650,1
444817,673333,RM-3050,1
444818,673334,AA-1900,1
444819,673335,MB-0650,1
444820,673337,TJ-2250,1
444821,673341,BR-1000,0.5
444822,673341,EG-0900,0.5
444823,673342,CG-2400,1
444824,673344,LJ-1700,1
444825,673345,AS-0600,1
444826,673346,TN-0400,1
444827,673347,LJ-1700,0.5
444828,673347,TJ-1900,0.5
444829,673351,TJ-2250,1
444830,673352,JJ-1550,1
444831,673354,JJ-1550,1
444832,673358,TJ-1900,1
444833,673360,CG-2400,1
444834,673361,LJ-1700,1
444835,673365,RM-3050,1
444836,673366,WH-0300,0.5
444837,673366,JL-0600,0.5
444838,673367,MB-3650,1
444839,673370,LJ-1700,1
444840,673371,CM-3400,1
444841,673372,CG-2400,1
444842,673373,AC-1850,1
444843,673374,AB-0650,1
444844,673375,LJ-1700,1
444845,673377,CM-3400,1
444846,673378,EG-0900,0.5
444847,673378,AB-0650,0.5
444848,673379,DH-4650,0.5
444849,673379,CG-2400,0.5
444850,673383,ES-0800,0.5
444851,673383,JJ-1550,0.5
444852,673384,WH-0300,1
444853,673386,RM-3050,1
444854,673388,AS-0600,1
444855,673389,TJ-1900,0.5
444856,673389,AS-0600,0.5
444857,673390,CG-2400,1
444858,673391,AS-0600,1
444859,673394,CG-2400,1
444860,673397,MB-0650,1
444861,673399,LJ-1700,1
444862,673401,CM-3400,1
444863,673404,AD-1475,0.5
444864,673404,EW-0550,0.5
444865,673405,JJ-1550,1
444866,673406,RM-3050,1
444867,673407,JL-0600,1
444868,673408,MB-0650,1
444869,673412,TN-0400,1
444870,673413,AB-0650,1
444871,673416,ML-2325,1
444872,673417,MA-0450,1
444873,673419,ML-2325,1
444874,673424,LJ-1700,0.5
444875,673424,AC-1850,0.5
444876,673426,AB-0650,1
444877,673427,BR-1000,0.5
444878,673427,CG-2400,0.5
444879,673428,CM-3400,1
444880,673431,MB-0650,1
444881,673434,ES-0800,1
444882,673436,AA-1900,1
444883,673440,TW-1187,1
444884,673441,EG-0900,1
444885,673442,CG-2400,1
444886,673446,JL-0600,1
444887,673447,RM-3050,1
444888,673448,MB-3650,1
444889,673452,XR-0100,1
444890,673453,TW-1187,1
444891,673456,ML-2325,0.5
444892,673456,JL-0600,0.5
444893,673457,MB-3650,1
444894,673460,BR-1000,1
444895,673461,XR-0100,1
444896,673462,BW-0735,1
444897,673463,AS-0600,1
444898,673464,BR-1000,0.5
444899,673464,CG-2400,0.5
444900,673465,BR-1000,1
444901,673466,DH-4650,1
444902,673469,WH-0300,1
444903,673470,WH-0300,1
444904,673472,TW-1187,1
444905,673476,AS-0600,1
444906,673482,LJ-1700,1
444907,673483,CM-3400,1
444908,673486,MB-3650,1
444909,673487,AA-1900,1
444910,673488,RM-3050,1
444911,673489,JL-0600,1
444912,673490,JL-0600,1
444913,673491,MB-0650,1
444914,673494,JC-6400,1
444915,673498,DD-0250,1
444916,673499,DH-1850,0.5
444917,673499,SR-0670,0.5
444918,673500,LM-0550,1
444919,673502,DH-1400,1
444920,673503,MW-2250,1
444921,673504,AC-2400,1
444922,673505,DR-1100,0.5
444923,673505,BS-2300,0.5
444924,673509,JC-6400,1
444925,673511,DG-2450,1
444926,673512,TS-2050,1
444927,673514,AC-2250,1
444928,673515,MB-2050,1
444929,673519,DB-0250,1
444930,673522,AB-2730,1
444931,673523,TA-0600,0.5
444932,673523,AC-2250,0.5
444933,673526,JC-6400,0.5
444934,673526,AC-2250,0.5
444935,673527,SB-1600,1
444936,673528,SB-1600,1
444937,673532,DR-1100,1
444938,673533,LW-1350,1
444939,673534,DB-0250,1
444940,673535,DH-1400,0.5
444941,673535,BS-2300,0.5
444942,673536,MW-1800,1
444943,673537,SR-0670,1
444944,673542,JE-1200,0.5
444945,673542,AC-2250,0.5
444946,673543,PT-0450,1
444947,673544,TS-2050,0.5
444948,673544,JC-6400,0.5
444949,673545,AB-2730,1
444950,673546,JC-6400,1
444951,673547,DS-2200,1
444952,673549,JC-6400,1
444953,673558,AC-2250,1
444954,673561,MG-0600,1
444955,673562,SR-0670,1
444956,673563,BS-2300,1
444957,673565,AC-2400,1
444958,673570,SM-0500,1
444959,673571,JC-6400,1
444960,673572,TS-2050,1
444961,673580,DH-1850,0.5
444962,673580,CP-0100,0.5
444963,673581,DH-1850,0.5
444964,673581,DB-0250,0.5
444965,673582,DH-1400,1
444966,673583,AC-2400,1
444967,673584,DH-1400,1
444968,673585,DH-1850,1
444969,673587,DD-0250,1
444970,673590,PP-0800,1
444971,673591,TS-2050,1
444972,673592,AC-2250,1
444973,673596,DR-1100,1
444974,673597,LD-0800,0.5
444975,673597,CP-0100,0.5
444976,673598,DR-1100,0.5
444977,673598,DB-0250,0.5
444978,673603,JC-6400,1
444979,673604,TA-0600,0.5
444980,673604,JC-6400,0.5
444981,673605,DH-4000,1
444982,673607,AJ-1150,0.5
444983,673607,DH-4000,0.5
444984,673612,DH-1850,1
444985,673613,DB-0250,1
444986,673616,TS-2050,1
444987,673617,PP-0800,0.5
444988,673617,SB-1600,0.5
444989,673618,PP-0800,0.5
444990,673618,AC-2250,0.5
444991,673621,LW-1350,0.5
444992,673621,SR-0670,0.5
444993,673622,MW-2250,1
444994,673623,DD-0250,1
444995,673624,MG-0600,1
444996,673630,AJ-1150,0.5
444997,673630,JO-0300,0.5
444998,673631,PP-0800,1
444999,673634,PP-0800,0.5
445000,673634,JC-6400,0.5
445001,673637,DR-1100,1
445002,673638,RM-4100,1
445003,673639,MG-0600,1
445004,673643,TA-0600,0.5
445005,673643,TS-2050,0.5
445006,673644,AB-2730,1
445007,673647,AJ-1150,0.5
445008,673647,JC-6400,0.5
445009,673648,JC-6400,1
445010,673652,RM-4100,1
445011,673653,BS-2300,1
445012,673657,AC-2250,1
445013,673658,PP-0800,0.5
445014,673658,JC-6400,0.5
445015,673659,TS-2050,1
445016,673666,CW-3700,1
445017,673667,LA-0700,1
445018,673669,DW-3200,0.5
445019,673669,LA-0700,0.5
445020,673673,AB-1950,1
445021,673677,CW-3700,1
445022,673678,DW-3200,0.5
445023,673678,LA-0700,0.5
445024,673679,CW-3700,1
445025,673683,RS-0962,1
445026,673686,BM-0750,1
445027,673687,JE-0450,1
445028,673689,DH-2150,1
445029,673690,CL-1300,1
445030,673691,DA-0950,1
445031,673692,MS-2400,1
445032,673697,CH-3100,0.5
445033,673697,RS-0962,0.5
445034,673698,LT-0400,1
445035,673699,ST-1150,1
445036,673700,WA-0100,0.5
445037,673700,MM-3800,0.5
445038,673705,DH-2150,1
445039,673706,JE-0450,1
445040,673707,DH-2150,1
445041,673709,DH-2150,0.5
445042,673709,CW-3700,0.5
445043,673713,CH-3100,0.5
445044,673713,MM-3800,0.5
445045,673714,RS-0962,0.5
445046,673714,WA-0100,0.5
445047,673715,RS-0962,1
445048,673717,CH-3100,1
445049,673720,BM-0750,1
445050,673724,CH-3100,1
445051,673725,WA-0100,1
445052,673726,LT-0400,1
445053,673727,CH-3100,0.5
445054,673727,JH-2100,0.5
445055,673728,AB-1950,1
445056,673729,AB-1950,1
445057,673733,DH-2150,0.5
445058,673733,NT-0150,0.5
445059,673734,CW-3700,1
445060,673736,AS-1500,1
445061,673737,DA-0950,1
445062,673738,CL-1300,0.5
445063,673738,TM-1000,0.5
445064,673739,MS-2400,1
445065,673740,MS-2400,1
445066,673744,WG-0500,1
445067,673745,CH-3100,1
445068,673746,AB-1950,1
445069,673749,DA-0950,1
445070,673752,DA-0950,1
445071,673758,CH-3100,0.5
445072,673758,ST-1150,0.5
445073,673759,RS-0962,1
445074,673760,RS-0962,0.5
445075,673760,AB-1950,0.5
445076,673762,ME-0425,1
445077,673763,DW-3200,1
445078,673766,WG-0500,1
445079,673767,MM-3800,1
445080,673768,RG-1250,1
445081,673769,RG-1250,1
445082,673770,RC-1550,1
445083,673771,JH-2100,1
445084,673772,WA-0100,1
445085,673773,CH-3100,0.5
445086,673773,LT-0400,0.5
445087,673778,NT-0150,1
445088,673783,MM-3800,1
445089,673784,DH-2150,1
445090,673785,DA-0950,1
445091,673787,DA-0950,1
445092,673790,DA-0950,1
445093,673792,JJ-4250,1
445094,673794,ST-1150,0.5
445095,673794,WA-0100,0.5
445096,673797,ME-0425,1
445097,673798,CW-3700,1
445098,673799,SM-1650,1
445099,673800,DH-2150,1
445100,673801,DH-2150,1
445101,673802,DH-2150,1
445102,673804,LA-0700,1
445103,673808,AS-1500,1
445104,673812,AB-1950,1
445105,673813,RS-0962,1
445106,673814,LT-0400,1
445107,673818,CL-1300,0.5
445108,673818,DH-2150,0.5
445109,673819,CW-3700,1
445110,673824,WA-0100,1
445111,673828,AB-1950,1
445112,673830,WA-0100,0.5
445113,673830,AB-1950,0.5
445114,673835,CL-1300,1
445115,673836,DA-0950,1
445116,673837,DH-2150,1
445117,673838,ME-0425,1
445118,673843,RC-1550,1
445119,673845,LT-0400,1
445120,673848,AB-1950,1
445121,673852,NT-0150,1
445122,673853,DH-2150,1
445123,673855,CW-3700,1
445124,673856,JE-0450,1
445125,673857,DH-2150,1
445126,673863,JC-1800,1
445127,673864,JH-5450,1
445128,673868,DL-0400,0.5
445129,673868,JA-0350,0.5
445130,673870,CC-4000,0.5
445131,673870,BM-1250,0.5
445132,673871,AV-0300,1
445133,673872,WG-0550,0.5
445134,673872,CC-4000,0.5
445135,673873,JA-0350,1
445136,673874,HM-0100,0.5
445137,673874,KA-0625,0.5
445138,673879,JC-1800,1
445139,673880,JP-2900,0.5
445140,673880,JB-5700,0.5
445141,673885,GJ-0800,0.5
445142,673885,HM-0100,0.5
445143,673886,BM-1250,1
445144,673887,JA-0350,1
445145,673888,KA-0625,0.5
445146,673888,KT-0150,0.5
445147,673891,AV-0300,1
445148,673892,AV-0300,1
445149,673893,LD-0150,1
445150,673895,BM-1250,1
445151,673896,LD-0150,0.5
