uid,pid,tck,value
443400,671175,CG-2400,1
443401,671176,EG-0900,1
443402,671177,EK-0250,1
443403,671178,AB-0650,1
443404,671179,EK-0250,1
443405,671182,WS-0950,1
443406,671183,LR-0350,1
443407,671184,SA-0100,1
443408,671185,BC-0150,1
443409,671186,JA-1820,1
443410,671188,WY-0300,1
443411,671189,PM-0500,0.5
443412,671189,SA-0100,0.5
443413,671191,XR-0100,1
443414,671192,EK-0250,1
443415,671197,HS-0130,1
443416,671198,BR-1000,1
443417,671199,EG-0900,0.5
443418,671199,AB-0650,0.5
443419,671200,TN-0400,1
443420,671202,WS-0950,1
443421,671203,KF-0500,1
443422,671205,CJ-2175,0.5
443423,671205,AA-0543,0.5
443424,671206,CJ-2175,1
443425,671207,AR-1400,1
443426,671208,TP-2000,1
443427,671209,AR-1400,1
443428,671210,MU-0500,1
443429,671211,CJ-2175,1
443430,671214,CJ-2175,1
443431,671218,EK-0250,1
443432,671219,XR-0100,1
443433,671222,AA-0543,1
443434,671223,EG-0350,1
443435,671224,JA-1820,1
443436,671225,BC-0150,1
443437,671227,SC-1750,0.5
443438,671227,CG-2400,0.5
443439,671229,AS-0600,1
443440,671231,TN-0400,1
443441,671232,EG-0900,1
443442,671234,JA-1820,1
443443,671239,HS-0130,1
443444,671243,PM-0500,0.5
443445,671243,CJ-2175,0.5
443446,671245,AB-0650,1
443447,671246,TN-0400,1
443448,671247,EG-0900,1
443449,671248,XR-0100,1
443450,671249,AS-0600,1
443451,671250,EK-0250,0.5
443452,671250,HS-0130,0.5
443453,671251,CM-3400,1
443454,671252,LJ-1700,0.5
443455,671252,HS-0130,0.5
443456,671254,HS-0130,1
443457,671258,JJ-1600,1
443458,671260,TP-2000,1
443459,671267,CM-3400,1
443460,671268,TN-0400,0.5
443461,671268,AS-0600,0.5
443462,671270,AB-0650,0.5
443463,671270,TN-0400,0.5
443464,671271,TN-0400,1
443465,671273,EK-0250,1
443466,671276,SA-0100,1
443467,671277,LR-0350,1
443468,671278,AR-1400,1
443469,671279,AA-0543,1
443470,671280,BC-0150,1
443471,671281,JJ-1600,1
443472,671286,EG-0900,1
443473,671287,HS-0130,1
443474,671288,LJ-1700,1
443475,671289,CM-3400,1
443476,671290,CM-3400,1
443477,671291,LJ-1700,1
443478,671293,XR-0100,1
443479,671294,XR-0100,1
443480,671295,EK-0250,1
443481,671296,TN-0400,1
443482,671297,TN-0400,1
443483,671298,HS-0130,1
443484,671304,BC-0150,1
443485,671305,AA-0543,1
443486,671308,AR-1400,1
443487,671312,AS-0600,1
443488,671316,JJ-1600,1
443489,671317,TP-2000,1
443490,671318,KF-0500,1
443491,671321,ED-1000,0.5
443492,671321,CM-3250,0.5
443493,671322,ED-1000,0.5
443494,671322,CM-3250,0.5
443495,671325,MI-0150,1
443496,671326,JA-0280,1
443497,671328,JV-0425,1
443498,671329,RC-0550,0.5
443499,671329,RM-1100,0.5
443500,671331,JV-0425,1
443501,671334,CC-0500,0.5
443502,671334,DS-2700,0.5
443503,671335,WH-0750,1
443504,671336,KL-0800,1
443505,671337,CM-3250,0.5
443506,671337,AM-1200,0.5
443507,671338,JS-4300,1
443508,671339,LG-1000,1
443509,671340,BW-2020,0.5
443510,671340,KL-0800,0.5
443511,671344,JA-0280,1
443512,671345,KC-2200,1
443513,671346,JW-5100,0.5
443514,671346,JV-0425,0.5
443515,671347,KC-2200,1
443516,671348,KC-2200,1
443517,671349,RM-1100,0.5
443518,671349,MI-0150,0.5
443519,671353,LW-0700,1
443520,671354,CU-0050,0.5
443521,671354,KL-0800,0.5
443522,671355,ED-1000,1
443523,671356,TJ-1025,1
443524,671357,ED-1000,1
443525,671358,ZS-0075,0.5
443526,671358,CM-3250,0.5
443527,671360,ED-1000,1
443528,671361,KL-0800,1
443529,671362,LW-0700,1
443530,671363,DS-2700,1
443531,671364,CM-3250,1
443532,671365,ZO-0100,1
443533,671370,KC-2200,0.5
443534,671370,BF-0800,0.5
443535,671371,BF-0800,1
443536,671372,JW-5100,1
443537,671374,JV-0425,1
443538,671375,BF-0800,1
443539,671376,BF-0800,1
443540,671378,JV-0425,1
443541,671383,DS-2700,1
443542,671384,LW-0700,0.5
443543,671384,WH-0750,0.5
443544,671386,DS-2700,1
443545,671388,LW-0700,1
443546,671389,CD-0650,0.5
443547,671389,DS-2700,0.5
443548,671390,KA-1000,1
443549,671391,CM-3250,1
443550,671392,LW-0700,1
443551,671393,JS-4300,1
443552,671395,LW-0700,1
443553,671404,JA-0280,1
443554,671406,JW-5100,1
443555,671407,JW-5100,0.5
443556,671407,JV-0425,0.5
443557,671411,JS-4300,1
443558,671412,DS-2700,1
443559,671413,DS-2700,0.5
443560,671413,KL-0800,0.5
443561,671414,LW-0700,1
443562,671415,DS-2700,0.5
443563,671415,WH-0750,0.5
443564,671417,DS-2700,1
443565,671419,DS-2700,1
443566,671422,RC-0550,0.5
443567,671422,DB-6300,0.5
443568,671423,SL-0700,1
443569,671424,SL-0700,0.5
443570,671424,RM-1100,0.5
443571,671435,JA-2825,1
443572,671436,JV-0425,1
443573,671437,MI-0150,1
443574,671438,RC-0550,0.5
443575,671438,JA-0280,0.5
443576,671440,RC-0550,0.5
443577,671440,RM-1100,0.5
443578,671445,CM-3250,1
443579,671446,WH-0750,1
443580,671447,DS-2700,0.5
443581,671447,LW-0700,0.5
443582,671448,CC-0500,0.5
443583,671448,DS-2700,0.5
443584,671449,KL-0800,1
443585,671451,KE-0550,1
443586,671452,AP-1050,1
443587,671454,MI-0150,1
443588,671455,DB-6300,1
443589,671457,DS-2700,1
443590,671458,WH-0750,1
443591,671461,PR-0400,1
443592,671462,PR-0400,1
443593,671463,RC-0550,0.5
443594,671463,PR-0400,0.5
443595,671464,RC-0550,0.5
443596,671464,KE-0550,0.5
443597,671465,JA-0280,1
443598,671469,SW-2300,1
443599,671470,CM-3250,0.5
443600,671470,DS-2700,0.5
443601,671471,LG-1000,1
443602,671472,CM-3250,1
443603,671473,WH-0750,1
443604,671479,KE-0550,1
443605,671481,SW-1720,1
443606,671482,AP-1050,1
443607,671483,JA-2825,1
443608,671486,RC-0550,0.5
443609,671486,AP-1050,0.5
443610,671487,KR-0460,1
443611,671490,VB-0350,1
443612,671491,VB-0350,1
443613,671493,DK-0750,1
443614,671496,RN-0300,1
443615,671497,CC-0900,1
443616,671498,GI-1300,1
443617,671499,LH-0300,1
443618,671500,DK-0750,1
443619,671502,RN-0300,1
443620,671506,AB-1950,1
443621,671507,RG-1250,1
443622,671509,RS-0962,0.5
443623,671509,LT-0400,0.5
443624,671510,AM-2300,0.5
443625,671510,MM-3800,0.5
443626,671511,RG-1250,0.5
443627,671511,AB-1950,0.5
443628,671512,RC-1550,1
443629,671514,RG-1250,1
443630,671518,SW-1550,1
443631,671523,MM-3800,1
443632,671524,LT-0400,0.5
443633,671524,WG-0500,0.5
443634,671530,PS-0300,1
443635,671531,PS-0300,1
443636,671533,RN-0300,1
443637,671534,VB-0350,1
443638,671538,AM-2300,1
443639,671539,CH-3100,1
443640,671542,VB-0350,1
443641,671543,GA-0400,1
443642,671544,LH-0300,1
443643,671546,RC-1550,1
443644,671549,AB-1950,1
443645,671551,AB-1950,1
443646,671552,AB-1950,1
443647,671553,WG-0500,1
443648,671554,LT-0400,1
443649,671557,AH-1800,1
443650,671560,VR-0200,1
443651,671562,VR-0200,1
443652,671563,VB-0350,1
443653,671564,AJ-1200,1
443654,671565,VR-0200,1
443655,671573,MM-3800,1
443656,671576,RS-0962,1
443657,671579,CD-2200,1
443658,671580,AJ-1200,1
443659,671585,RC-1550,1
443660,671588,VR-0200,0.5
443661,671588,GI-1300,0.5
443662,671589,AJ-1200,1
443663,671590,DP-0900,1
443664,671591,GI-1300,1
443665,671592,VR-0200,1
443666,671595,EL-0060,0.5
443667,671595,VR-0200,0.5
443668,671598,AM-2300,1
443669,671599,SM-2200,1
443670,671601,RS-0962,0.5
443671,671601,LT-0400,0.5
443672,671602,DM-1475,1
443673,671603,WG-0500,1
443674,671606,AJ-1200,1
443675,671608,RN-0300,1
443676,671609,PS-0300,0.5
443677,671609,LH-0300,0.5
443678,671610,GI-1300,1
443679,671612,CD-2200,1
443680,671616,RS-0962,1
443681,671617,RG-1250,1
443682,671618,AB-1950,1
443683,671620,RS-0962,1
443684,671621,RC-1550,1
443685,671622,RG-1250,1
443686,671623,MM-3800,1
443687,671627,PS-0300,0.5
443688,671627,VR-0200,0.5
443689,671628,VR-0200,1
443690,671634,DP-0900,1
443691,671636,RS-0962,1
443692,671637,DM-1475,1
443693,671638,CH-3100,0.5
443694,671638,MM-3800,0.5
443695,671641,AB-1950,1
443696,671646,AB-1950,1
443697,671647,CH-3100,0.5
443698,671647,JJ-4250,0.5
443699,671648,ST-0450,1
443700,671652,LH-0300,1
443701,671655,EL-0060,1
443702,671656,AJ-1200,1
443703,671658,LH-0300,1
443704,671659,DK-0750,1
443705,671660,RN-0300,1
443706,671664,MG-1800,1
443707,671667,AH-0250,1
443708,671668,JS-3250,1
443709,671669,QD-0100,1
443710,671670,JS-3250,1
443711,671671,BC-3100,1
443712,671672,MB-4950,1
443713,671673,BC-3100,1
443714,671674,BC-3100,0.5
443715,671674,MB-4950,0.5
443716,671678,MG-1800,1
443717,671679,ZB-0400,0.5
443718,671679,CS-1250,0.5
443719,671682,JC-5630,1
443720,671683,JC-3350,0.5
443721,671683,QD-0100,0.5
443722,671684,JW-1100,0.5
443723,671684,JC-5630,0.5
443724,671686,CS-1250,1
443725,671687,DJ-2250,0.5
443726,671687,ZB-0400,0.5
443727,671688,DJ-2250,1
443728,671689,ZB-0400,1
443729,671691,MG-1800,1
443730,671694,BC-3100,0.5
443731,671694,QD-0100,0.5
443732,671695,WM-0550,1
443733,671696,KD-1475,1
443734,671699,DS-1400,1
443735,671700,BW-2900,1
443736,671701,DS-1400,0.5
443737,671701,MG-1800,0.5
443738,671706,WW-0900,1
443739,671708,MG-1800,1
443740,671709,CS-1250,1
443741,671712,KJ-0650,1
443742,671713,KJ-0650,1
443743,671716,DJ-2250,0.5
443744,671716,DM-3600,0.5
443745,671717,JM-2800,1
443746,671721,MG-1800,1
443747,671722,MG-1800,0.5
443748,671722,JM-2800,0.5
443749,671723,JM-2800,0.5
443750,671723,CS-1250,0.5
443751,671725,WM-0550,1
443752,671727,JS-3250,1
443753,671731,DS-3450,1
443754,671732,BO-0400,1
443755,671736,KJ-0650,1
443756,671742,JJ-5000,1
443757,671743,JW-1100,0.5
443758,671743,BC-3100,0.5
443759,671744,MB-4950,0.5
443760,671744,JJ-5000,0.5
443761,671745,JJ-5000,1
443762,671748,WW-0900,1
443763,671749,JM-2800,1
443764,671750,AW-1450,1
443765,671752,BW-2900,0.5
443766,671752,CS-1250,0.5
443767,671754,JJ-5000,1
443768,671755,KJ-0650,1
443769,671756,JC-5630,1
443770,671757,KJ-0650,1
443771,671758,BC-3100,1
443772,671761,JM-2800,1
443773,671763,JM-2800,1
443774,671764,ZB-0400,0.5
443775,671764,JM-2800,0.5
443776,671769,WM-0550,1
443777,671770,BC-3100,0.5
443778,671770,MB-4950,0.5
443779,671771,BC-3100,0.5
443780,671771,MB-4950,0.5
443781,671772,BC-3100,1
443782,671773,BC-3100,0.5
443783,671773,MB-4950,0.5
443784,671776,JC-1700,1
443785,671782,JC-1700,0.5
443786,671782,WW-0900,0.5
443787,671783,ZB-0400,0.5
443788,671783,DS-1400,0.5
443789,671786,MB-4950,1
443790,671788,JS-3250,0.5
443791,671788,KJ-0650,0.5
443792,671791,JC-1700,1
443793,671792,DM-3600,1
443794,671793,WW-0900,1
443795,671798,BC-3100,0.5
443796,671798,AH-0250,0.5
443797,671799,JJ-5000,1
443798,671800,EP-0550,1
443799,671801,JS-3250,0.5
443800,671801,JJ-5000,0.5
443801,671804,JS-3250,1
443802,671806,JC-1700,1
443803,671807,WW-0900,1
443804,671808,WW-0900,1
443805,671809,MG-1800,1
443806,671810,SH-1000,1
443807,671811,ZB-0400,0.5
443808,671811,WW-0900,0.5
443809,671812,WW-0900,1
443810,671813,AB-1925,0.5
443811,671813,MG-1800,0.5
443812,671814,BC-3100,0.5
443813,671814,CJ-0650,0.5
443814,671816,BC-3100,1
443815,671818,DH-2150,1
443816,671819,KM-0050,1
443817,671820,DA-0950,1
443818,671821,MS-2400,1
443819,671822,CW-3700,1
443820,671823,CW-3700,1
443821,671824,CL-1300,1
443822,671825,AS-1500,1
443823,671826,CW-3700,1
443824,671827,JE-0450,1
443825,671828,LA-0700,1
443826,671829,ME-0425,1
443827,671833,MW-1800,1
443828,671835,MW-1800,1
443829,671836,DD-0250,1
443830,671837,AC-2400,1
443831,671838,DD-0250,1
443832,671841,CP-0100,1
443833,671842,LW-1350,1
443834,671847,KM-0050,0.5
443835,671847,MS-2400,0.5
443836,671849,CW-3700,1
443837,671851,MW-1800,1
443838,671852,AC-2400,1
443839,671853,DR-1100,1
443840,671854,DD-0250,1
443841,671855,DR-1100,1
443842,671856,DH-1400,1
443843,671857,DD-0250,1
443844,671858,AC-2400,1
443845,671859,DH-1400,1
443846,671863,DA-2050,1
443847,671864,AS-1500,0.5
443848,671864,LA-0700,0.5
443849,671867,MG-0600,1
443850,671868,DH-1400,1
443851,671869,DH-1400,1
443852,671870,DH-1850,1
443853,671875,DD-0250,1
443854,671876,DH-1400,0.5
443855,671876,AC-2400,0.5
443856,671877,DH-1400,0.5
443857,671877,MG-0600,0.5
443858,671878,LW-1350,0.5
443859,671878,DB-0250,0.5
443860,671883,ME-0425,1
443861,671884,ME-0425,1
443862,671885,NT-0150,1
443863,671886,MS-2400,1
443864,671887,DA-0950,1
443865,671888,KM-0050,1
443866,671894,SR-0670,1
443867,671895,MW-1800,1
443868,671896,DH-1850,1
443869,671897,DH-1400,1
443870,671898,MW-1800,1
443871,671902,NT-0150,1
443872,671903,ME-0425,1
443873,671904,DH-2150,1
443874,671905,DA-2050,1
443875,671906,MS-2400,1
443876,671907,DA-0950,1
443877,671908,DA-0950,1
443878,671909,TM-1000,1
443879,671913,MG-0600,1
443880,671914,DD-0250,0.5
443881,671914,MW-2250,0.5
443882,671919,DA-2050,1
443883,671920,AS-1500,1
443884,671922,DA-0950,1
443885,671926,MW-2250,1
443886,671927,DR-1100,1
443887,671928,SR-0670,1
443888,671929,MW-2250,1
443889,671930,DH-1400,0.5
443890,671930,MW-2250,0.5
443891,671931,DH-1850,1
443892,671935,DB-0250,1
443893,671938,LA-0700,1
443894,671939,DA-2050,1
443895,671940,NT-0150,1
443896,671941,DA-0950,1
443897,671942,LA-0700,1
443898,671944,DA-0950,1
443899,671947,KM-0050,1
443900,671951,QC-0350,1
443901,671955,KM-0050,1
443902,671956,TC-0385,1
443903,671957,TC-0385,1
443904,671960,NT-0150,1
443905,671962,DH-1400,1
443906,671963,MW-1800,1
443907,671967,NT-0150,1
443908,671971,LW-1350,1
443909,671976,AS-1500,1
443910,671977,LA-0700,1
443911,671978,NT-0150,1
443912,671979,NT-0150,1
443913,671980,MS-2400,1
443914,671987,BC-1200,1
443915,671988,TC-2950,0.5
443916,671988,GH-0300,0.5
443917,671989,SL-0500,1
443918,671991,JM-5000,1
443919,671992,DL-0450,1
443920,671993,BC-1200,1
443921,671994,BC-1200,1
443922,671995,DL-0450,1
443923,671996,DI-0200,1
443924,672001,KW-2500,0.5
443925,672001,ET-0200,0.5
443926,672002,CW-2300,1
443927,672003,AR-2000,1
443928,672004,ET-0200,1
443929,672005,CA-1300,0.5
443930,672005,BW-0150,0.5
443931,672006,KW-2500,1
443932,672007,MB-1900,0.5
443933,672007,AR-2000,0.5
443934,672008,KW-2500,0.5
443935,672008,CW-2300,0.5
443936,672009,JH-4050,1
443937,672010,CW-2300,1
443938,672011,KC-0900,1
443939,672014,KC-0900,1
443940,672018,NH-0900,0.5
443941,672018,SL-0500,0.5
443942,672021,CA-1300,1
443943,672022,KW-2500,1
443944,672023,KW-2500,1
443945,672025,GH-0300,1
443946,672026,BC-1200,1
443947,672029,KW-2500,0.5
443948,672029,DS-1730,0.5
443949,672030,CM-0250,1
443950,672034,BJ-2350,0.5
443951,672034,MC-1350,0.5
443952,672035,RM-2000,1
443953,672036,MC-1350,1
443954,672037,DL-0450,0.5
443955,672037,GH-0300,0.5
443956,672038,BJ-2350,1
443957,672042,BW-0150,1
443958,672043,DS-1730,1
443959,672044,ET-0200,1
443960,672046,BW-0150,1
443961,672047,KC-0900,1
443962,672049,BW-0150,1
443963,672050,KW-2500,1
443964,672054,TC-2950,1
443965,672055,SL-0500,0.5
443966,672055,BC-1200,0.5
443967,672060,KC-0900,1
443968,672061,KC-0900,1
443969,672062,CW-2300,1
443970,672063,ET-0200,1
443971,672064,AR-2000,0.5
443972,672064,KC-0900,0.5
443973,672065,CA-1300,1
443974,672066,MB-1900,1
443975,672067,AR-2000,1
443976,672074,RM-2000,0.5
443977,672074,SL-0500,0.5
443978,672075,DL-0450,1
443979,672078,RS-1000,1
443980,672079,CM-0250,1
443981,672080,ET-0200,1
443982,672081,BW-0150,1
443983,672082,KW-2500,1
443984,672085,RM-2000,1
443985,672086,NH-0900,0.5
443986,672086,BC-1200,0.5
443987,672087,MC-1350,1
443988,672088,MC-1350,1
443989,672091,CA-1300,1
443990,672093,CW-2300,1
443991,672096,NH-0900,1
443992,672097,GH-0300,0.5
443993,672097,SL-0500,0.5
443994,672098,RM-2000,1
443995,672099,DI-0200,1
443996,672100,SL-0500,0.5
443997,672100,JW-3050,0.5
443998,672101,BJ-2350,1
443999,672102,NH-0900,1
444000,672104,JH-3210,1
444001,672106,FC-0150,1
444002,672107,KW-2500,1
444003,672108,MB-1900,1
444004,672110,BC-0500,1
444005,672111,SL-0500,1
444006,672113,SL-0500,0.5
444007,672113,BC-1200,0.5
444008,672115,BC-0500,1
444009,672116,BC-0500,1
444010,672118,DL-0450,0.5
444011,672118,BC-1200,0.5
444012,672119,BC-0500,1
444013,672120,SL-0500,0.5
444014,672120,JW-3050,0.5
444015,672121,SL-0500,1
444016,672122,BC-1200,1
444017,672123,DL-0450,1
444018,672124,SL-0500,1
444019,672125,DL-0450,1
444020,672136,CM-0900,1
444021,672139,HC-0050,1
444022,672140,CH-2250,1
444023,672142,SW-1750,1
444024,672143,TW-0600,1
444025,672146,SB-0225,1
444026,672147,LM-1020,1
444027,672151,CH-2250,1
444028,672152,MP-0875,1
444029,672153,HC-0050,1
444030,672154,HC-0050,1
444031,672155,NP-0020,1
444032,672156,CH-2250,0.5
444033,672156,HC-0050,0.5
444034,672157,NP-0020,1
444035,672158,CM-0900,0.5
444036,672158,DR-0450,0.5
444037,672162,CH-1500,1
444038,672163,MJ-0030,0.5
444039,672163,CH-1500,0.5
444040,672164,BM-0330,1
444041,672165,BM-0330,1
444042,672169,MH-4000,1
444043,672170,BR-0100,0.5
444044,672170,JP-2000,0.5
444045,672171,DR-0450,1
444046,672172,CH-2250,1
444047,672177,BM-0330,1
444048,672178,DW-4250,0.5
444049,672178,LM-1020,0.5
444050,672179,DW-4250,1
444051,672182,NP-0020,1
444052,672183,MD-0060,1
444053,672185,DR-0450,1
444054,672186,JR-3650,1
444055,672187,DJ-2350,1
444056,672188,DJ-2350,1
444057,672192,DS-4300,1
444058,672195,AT-0100,1
444059,672196,DW-4250,0.5
444060,672196,LM-1020,0.5
444061,672198,DW-1100,0.5
444062,672198,TW-0600,0.5
444063,672199,DS-4300,1
444064,672201,DW-1100,1
444065,672205,CM-0900,1
444066,672206,DR-0450,1
444067,672207,MH-4000,1
444068,672208,MB-5100,1
444069,672209,DR-0450,1
444070,672210,DJ-2350,1
444071,672213,JT-1650,1
444072,672217,DW-4250,1
444073,672220,CH-1500,1
444074,672221,BM-0330,1
444075,672222,DW-4250,1
444076,672224,DS-4300,1
444077,672225,TW-0600,1
444078,672226,VW-0100,1
444079,672228,DW-4250,0.5
444080,672228,CH-1500,0.5
444081,672232,MD-0060,1
444082,672233,DR-0450,1
444083,672234,NP-0130,0.5
444084,672234,CM-0900,0.5
444085,672235,DR-0450,1
444086,672236,NP-0020,0.5
444087,672236,MH-4000,0.5
444088,672237,MN-0300,1
444089,672242,CH-1500,1
444090,672244,DT-1950,1
444091,672245,SW-1750,0.5
444092,672245,DT-1950,0.5
444093,672249,CM-0900,1
444094,672250,CM-0900,1
444095,672251,MB-5100,1
444096,672252,CM-0900,1
444097,672253,MH-4000,1
444098,672254,NP-0130,0.5
444099,672254,HC-0050,0.5
444100,672256,CH-2250,1
444101,672261,CH-2250,1
444102,672262,CH-2250,1
444103,672263,MH-4000,1
444104,672268,SB-0225,0.5
444105,672268,BR-1050,0.5
444106,672269,BM-0330,1
444107,672271,MP-0875,1
444108,672272,MH-4000,1
444109,672273,MP-0875,1
444110,672274,BR-0100,1
444111,672275,LG-0900,0.5
444112,672275,NP-0020,0.5
444113,672276,NP-0020,1
444114,672277,MN-0300,1
444115,672278,MN-0300,1
444116,672280,DW-4250,0.5
444117,672280,VW-0100,0.5
444118,672281,TD-0725,1
444119,672283,RH-0700,1
444120,672285,KL-0200,0.5
444121,672285,DP-0375,0.5
444122,672290,KS-0850,0.5
444123,672290,LK-0600,0.5
444124,672291,LK-0600,0.5
444125,672291,TD-0700,0.5
444126,672293,JF-3060,0.5
444127,672293,TC-2000,0.5
444128,672295,GT-0300,1
444129,672296,DJ-0500,0.5
444130,672296,JF-3060,0.5
444131,672299,JF-3060,1
444132,672300,DJ-0500,0.5
444133,672300,JF-3060,0.5
444134,672303,MA-0200,1
444135,672304,EW-0100,0.5
444136,672304,MA-0200,0.5
444137,672308,KL-1400,1
444138,672310,TB-1850,1
444139,672311,JA-0900,1
444140,672312,LK-0600,1
444141,672315,DJ-0500,0.5
444142,672315,JF-3060,0.5
444143,672316,MA-0200,1
444144,672322,JN-1750,1
444145,672325,GT-0300,1
444146,672329,SL-0950,1
444147,672330,AK-0650,1
444148,672331,RH-0700,0.5
444149,672331,KC-1800,0.5
444150,672332,JA-0900,0.5
444151,672332,RH-0700,0.5
444152,672333,BB-1750,0.5
444153,672333,RH-0700,0.5
444154,672334,SL-0950,0.5
444155,672334,CT-1500,0.5
444156,672337,JF-3060,1
444157,672338,DP-0375,0.5
444158,672338,DJ-0500,0.5
444159,672339,VD-0200,1
444160,672340,TC-2000,1
444161,672342,LK-0600,1
444162,672347,GT-0300,1
444163,672349,LK-0600,1
444164,672350,RH-0700,1
444165,672351,RH-0700,1
444166,672352,KE-0050,0.5
444167,672352,JA-0900,0.5
444168,672353,KC-1800,1
444169,672355,DJ-0500,1
444170,672356,DB-6100,1
444171,672357,GT-0300,1
444172,672358,GT-0300,1
444173,672359,MA-0200,1
444174,672363,KE-0050,0.5
444175,672363,RH-0700,0.5
444176,672364,RH-0700,1
444177,672366,GT-0300,0.5
444178,672366,MA-0200,0.5
444179,672368,DJ-0500,0.5
444180,672368,JF-3060,0.5
444181,672369,DB-6100,1
444182,672370,DJ-0500,0.5
444183,672370,MA-0200,0.5
444184,672371,DP-0375,1
444185,672374,BB-1750,1
444186,672375,RH-0700,1
444187,672376,LK-0600,1
444188,672377,KL-1400,0.5
444189,672377,BB-1750,0.5
444190,672378,LK-0600,0.5
444191,672378,KC-1800,0.5
444192,672379,LK-0600,0.5
444193,672379,RH-0700,0.5
444194,672380,BB-1750,1
444195,672381,KC-1800,1
444196,672384,DJ-0500,1
444197,672385,MA-0200,1
444198,672386,DL-2300,1
444199,672387,JF-3060,1
444200,672388,MA-0200,1
444201,672389,JF-3060,1
444202,672392,AK-0650,1
444203,672395,HA-0400,1
444204,672399,KE-0050,0.5
444205,672399,KS-0850,0.5
444206,672404,HA-0400,0.5
444207,672404,BW-0920,0.5
444208,672409,EW-0100,1
444209,672410,DB-6100,1
444210,672414,JA-0900,0.5
444211,672414,LK-0600,0.5
444212,672415,CT-1500,1
444213,672416,KC-1800,1
444214,672417,BB-1750,0.5
444215,672417,KC-1800,0.5
444216,672419,KC-1800,1
444217,672420,JN-1750,1
444218,672424,DL-2300,1
444219,672425,RM-1400,1
444220,672427,DJ-0500,0.5
444221,672427,DL-2300,0.5
444222,672431,KC-1800,1
444223,672432,JN-1750,1
444224,672433,BB-1750,1
444225,672434,BB-1750,1
444226,672435,LK-0600,1
444227,672439,HA-0400,0.5
444228,672439,DJ-0500,0.5
444229,672440,DJ-0500,0.5
444230,672440,JF-3060,0.5
444231,672446,LK-0600,1
444232,672448,CT-1500,1
444233,672450,RH-0700,1
444234,672453,RH-0700,1
444235,672454,LK-0600,1
444236,672456,JN-1750,1
444237,672460,TD-0700,1
444238,672461,BB-1750,1
444239,672463,LK-0600,1
444240,672464,LK-0600,1
444241,672467,JF-3060,1
444242,672468,GT-0300,1
444243,672470,DL-2300,1
444244,672471,VD-0200,1
444245,672472,DJ-0500,0.5
444246,672472,JF-3060,0.5
444247,672473,DJ-0500,1
444248,672477,KE-0050,0.5
444249,672477,CT-1500,0.5
444250,672481,DB-6100,1
444251,672484,CD-2200,1
444252,672486,DK-0750,1
444253,672488,VR-0200,1
444254,672492,KD-0100,0.5
444255,672492,CR-1150,0.5
444256,672493,NO-0300,1
444257,672495,CR-1150,1
444258,672496,AB-3850,1
444259,672497,IC-0050,1
444260,672498,JH-5950,1
444261,672499,KD-0100,0.5
444262,672499,KW-1550,0.5
444263,672500,JM-3950,1
444264,672504,VR-0200,1
444265,672505,DP-0900,0.5
444266,672505,VB-0350,0.5
444267,672506,VB-0350,1
444268,672507,AJ-1200,1
444269,672508,GI-1300,1
444270,672509,VR-0200,1
444271,672510,VR-0200,1
444272,672511,GI-1300,1
444273,672512,DK-0750,1
444274,672513,DK-0750,1
444275,672514,BT-0650,1
444276,672519,AB-3850,1
444277,672520,TW-2700,1
444278,672523,GA-0400,0.5
444279,672523,WG-0600,0.5
444280,672524,DP-0900,1
444281,672527,RS-2800,1
444282,672528,TW-2700,1
444283,672529,IC-0050,1
444284,672531,TG-0950,1
444285,672532,TW-2700,1
444286,672534,KD-0100,1
444287,672535,TW-2700,0.5
444288,672535,DS-0650,0.5
444289,672537,KD-0100,1
444290,672538,TW-2700,1
444291,672540,TG-0950,1
444292,672544,GI-1300,1
444293,672545,GI-1300,1
444294,672547,DK-0750,1
444295,672548,GA-0400,1
444296,672549,RN-0300,1
444297,672550,VB-0350,1
444298,672551,MJ-1800,1
444299,672552,GA-0400,1
444300,672558,DS-1850,1
444301,672559,PD-0450,1
444302,672560,PD-0450,1
444303,672561,IC-0050,1
444304,672563,KD-0100,1
444305,672566,CD-2200,1
444306,672567,VR-0200,1
444307,672568,LH-0300,1
444308,672570,KW-1550,1
444309,672571,KW-1550,1
444310,672572,KW-1550,1
444311,672573,JH-5950,1
444312,672574,CR-1150,0.5
444313,672574,PD-0450,0.5
444314,672575,AB-3850,0.5
444315,672575,KD-0100,0.5
444316,672576,IC-0050,1
444317,672577,NO-0300,1
444318,672581,DK-0750,1
444319,672584,DB-5200,1
444320,672585,AB-3850,1
444321,672587,IC-0050,0.5
444322,672587,TG-0950,0.5
444323,672588,JG-1250,1
444324,672589,DS-1850,1
444325,672590,TW-2700,1
444326,672598,TG-0950,1
444327,672600,KD-0100,1
444328,672601,JM-3950,0.5
444329,672601,KD-0100,0.5
444330,672602,KD-0100,1
444331,672603,BM-2850,1
444332,672604,PK-0300,1
444333,672613,KD-0100,1
444334,672614,TW-2700,1
444335,672615,JH-5950,1
444336,672616,NO-0300,0.5
444337,672616,PD-0450,0.5
444338,672617,KD-0100,1
444339,672619,LH-0300,1
444340,672623,DD-0950,1
444341,672626,EL-0060,1
444342,672631,NP-0020,0.5
444343,672631,MB-5100,0.5
444344,672632,DR-0450,1
444345,672633,NP-0020,1
444346,672634,DG-1600,0.5
444347,672634,HC-0050,0.5
444348,672635,HC-0050,1
444349,672636,CM-0900,1
