uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
93714,4001,654185,OAK,2,KOFF,1,2,37,20,6,1,0,1,0,1,1,21,5,2,0,5,17,PUNT
93715,4001,654193,CIN,2,PUNT,1,2,3,31,5,2,1,0,0,11,1,14,4,2,0,0,25,PUNT
93716,4001,654199,OAK,3,PUNT,1,4,1,7,8,4,0,2,1,14,4,31,4,3,15,20,40,PUNT
93717,4001,654209,CIN,3,PUNT,2,4,5,8,9,4,0,3,0,0,1,78,7,6,0,0,78,FG
93718,4001,654219,OAK,4,KOFF,2,4,8,25,6,2,0,1,0,14,5,6,1,1,0,0,20,DWNS
93719,4001,654226,CIN,4,DWNS,2,3,0,56,6,3,1,1,0,9,3,33,3,2,2,0,44,TD
93720,4001,654235,OAK,5,KOFF,2,1,18,25,3,0,0,0,0,12,1,-6,2,0,0,0,6,PUNT
93721,4001,654239,CIN,5,PUNT,2,0,56,39,6,4,1,3,0,13,1,48,5,4,0,0,61,TD
93722,4001,654247,OAK,6,KOFF,2,0,7,33,1,1,0,0,0,8,1,0,0,0,0,0,8,ENDQ
93723,4001,654249,CIN,6,KOFF,3,1,53,20,3,1,0,0,0,0,2,7,1,1,0,0,7,PUNT
93724,4001,654253,OAK,7,PUNT,3,1,4,34,4,2,0,1,0,0,0,12,4,2,0,0,12,INT
93725,4001,654257,CIN,7,INT,3,2,7,24,4,1,0,1,0,0,1,13,3,2,0,10,3,PUNT
93726,4001,654263,OAK,8,PUNT,3,2,6,29,3,1,0,0,0,2,1,6,2,2,0,0,8,PUNT
93727,4001,654267,CIN,8,PUNT,3,4,8,15,8,6,1,3,0,40,4,40,4,3,5,0,85,TD
93728,4001,654278,OAK,9,KOFF,3,0,52,20,2,1,0,2,0,0,0,-3,2,1,0,0,-3,FUM
93729,4001,654280,CIN,9,FUM,3,1,25,83,4,0,0,0,1,0,2,0,1,0,0,0,0,FG
93730,4001,654285,OAK,10,KOFF,3,2,3,28,6,3,0,2,0,4,1,20,5,3,0,0,24,PUNT
93731,4001,654292,CIN,10,PUNT,4,1,46,20,3,0,0,0,0,2,1,7,2,1,0,0,9,PUNT
93732,4001,654296,OAK,11,PUNT,4,4,41,41,11,8,0,4,0,0,0,59,11,10,0,0,59,TD
93733,4001,654309,CIN,11,KOFF,4,2,38,9,3,2,0,0,0,9,3,0,0,0,0,5,9,PUNT
93734,4001,654314,OAK,12,PUNT,4,3,4,45,9,6,1,3,1,6,1,34,7,5,15,0,55,TD
93735,4001,654325,CIN,12,KOFF,4,2,13,18,5,3,1,0,0,13,5,0,0,0,0,0,13,ENDQ
93736,4002,654331,BAL,1,KOFF,1,3,27,20,6,1,0,1,0,2,2,16,4,3,0,0,18,PUNT
93737,4002,654338,DEN,1,PUNT,1,6,17,14,15,6,0,4,0,15,5,33,9,4,5,5,48,FG
93738,4002,654356,BAL,2,KOFF,1,1,41,20,3,0,0,0,0,3,1,-8,2,0,0,0,-5,PUNT
93739,4002,654360,DEN,2,PUNT,1,2,9,47,6,1,0,1,0,2,1,13,4,2,0,0,15,FG
93740,4002,654367,BAL,3,KOFF,1,1,26,20,3,1,0,0,0,3,2,-9,1,0,0,0,-6,PUNT
93741,4002,654371,DEN,3,PUNT,2,4,4,27,6,1,0,1,0,2,1,-1,5,3,5,5,1,PUNT
93742,4002,654380,BAL,4,PUNT,2,4,14,35,8,4,2,0,0,20,5,11,2,2,0,0,31,FG
93743,4002,654389,DEN,4,KOFF,2,4,13,20,6,2,0,1,0,6,2,14,4,2,0,5,15,PUNT
93744,4002,654397,BAL,5,PUNT,2,1,16,15,3,0,0,0,0,0,1,0,2,2,0,0,0,PUNT
93745,4002,654401,DEN,5,PUNT,2,1,4,45,7,3,0,2,0,0,0,30,6,3,0,0,30,FG
93746,4002,654409,BAL,6,KOFF,2,0,9,35,1,0,0,0,0,0,0,0,1,0,0,0,0,ENDQ
93747,4002,654411,DEN,6,KOFF,3,0,56,20,3,0,0,0,0,0,1,0,2,0,0,0,0,INT
93748,4002,654416,DEN,7,KOFF,3,1,40,20,3,0,0,0,0,0,1,7,2,1,0,0,7,PUNT
93749,4002,654420,BAL,7,PUNT,3,2,51,40,8,3,1,1,0,0,3,35,4,3,0,0,35,FG
93750,4002,654429,DEN,8,KOFF,3,1,25,20,3,0,0,0,0,2,2,0,1,0,0,0,2,PUNT
93751,4002,654433,BAL,8,PUNT,3,1,23,16,3,1,0,0,0,1,1,7,2,1,0,0,8,PUNT
93752,4002,654437,DEN,9,PUNT,3,4,5,14,6,1,0,1,0,0,0,16,6,4,0,5,11,PUNT
93753,4002,654445,BAL,9,PUNT,3,2,30,30,5,3,1,0,0,15,4,0,1,0,0,0,15,INT
93754,4002,654452,BAL,10,KOFF,3,1,19,20,5,1,0,1,0,0,2,15,3,1,0,0,15,PUNT
93755,4002,654458,DEN,10,PUNT,4,10,56,4,17,10,4,1,1,43,11,38,5,5,5,5,81,FG
93756,4002,654478,BAL,11,KOFF,4,2,27,20,14,5,2,1,0,29,2,33,12,6,2,0,64,INT
93757,4002,654493,DEN,11,INT,4,0,28,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93758,4003,654495,DAL,1,KOFF,1,10,27,18,17,8,1,4,1,28,6,51,10,8,5,5,79,FG
93759,4003,654515,NYG,1,KOFF,1,2,35,20,8,3,1,2,1,11,3,22,4,2,15,0,48,FG
93760,4003,654524,DAL,2,KOFF,1,3,48,10,7,3,1,1,0,11,3,19,4,2,0,0,30,PUNT
93761,4003,654532,NYG,2,PUNT,2,2,17,3,6,3,1,0,0,17,3,0,3,0,0,0,17,PUNT
93762,4003,654539,DAL,3,PUNT,2,5,22,37,9,5,2,1,0,17,4,32,4,3,0,0,49,FG
93763,4003,654549,NYG,3,KOFF,2,2,37,20,5,2,1,0,0,5,1,12,4,2,0,0,17,PUNT
93764,4003,654555,DAL,4,PUNT,2,1,58,13,5,3,0,2,0,0,0,44,5,5,0,0,44,FUM
93765,4003,654562,DAL,5,KOFF,2,0,10,20,1,0,0,0,0,0,0,0,1,0,15,0,0,INT
93766,4003,654563,NYG,4,INT,2,0,32,64,6,2,0,1,0,0,0,19,5,3,0,5,14,FG
93767,4003,654571,DAL,6,KOFF,2,0,14,33,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93768,4003,654573,NYG,5,KOFF,3,5,12,20,12,6,1,3,0,16,4,52,7,5,0,0,68,FG
93769,4003,654586,DAL,7,KOFF,3,5,47,20,9,7,0,4,1,20,5,44,4,4,16,0,80,TD
93770,4003,654598,NYG,6,KOFF,3,1,35,20,3,0,0,0,0,-3,1,12,2,1,0,0,9,PUNT
93771,4003,654602,DAL,8,PUNT,3,3,27,8,6,2,0,1,0,7,3,12,3,2,0,0,19,PUNT
93772,4003,654609,NYG,7,PUNT,4,4,13,23,9,4,1,1,0,14,3,25,6,3,0,0,39,PUNT
93773,4003,654619,DAL,9,PUNT,4,1,37,12,3,1,0,0,0,-2,1,6,2,1,0,0,4,INT
93774,4003,654622,NYG,8,INT,4,0,8,99,1,1,1,0,0,1,1,0,0,0,0,0,1,TD
93775,4003,654625,DAL,10,KOFF,4,2,53,24,6,6,0,5,0,0,0,76,6,6,0,0,76,TD
93776,4003,654633,NYG,9,KOFF,4,3,34,20,13,9,2,2,1,38,8,26,4,3,15,0,79,FG
93777,4003,654647,DAL,11,KOFF,4,1,27,28,6,5,0,4,0,0,0,72,6,5,0,0,72,TD
93778,4003,654655,NYG,10,KOFF,4,0,7,20,2,1,0,0,0,0,0,19,2,1,0,0,19,ENDQ
93779,4004,654658,PHI,1,KOFF,1,1,1,20,3,0,0,0,0,2,1,2,2,1,0,0,4,PUNT
93780,4004,654662,ATL,1,PUNT,1,3,4,25,7,3,0,2,0,10,3,42,3,2,0,0,52,FG
93781,4004,654670,PHI,2,KOFF,1,1,22,20,3,0,0,0,0,-12,1,12,2,2,0,0,0,PUNT
93782,4004,654674,ATL,2,PUNT,1,3,43,34,7,4,0,2,1,7,3,38,4,3,18,5,58,INT
93783,4004,654683,PHI,3,INT,1,1,3,20,4,1,0,1,0,0,0,20,4,2,0,0,20,PUNT
93784,4004,654688,ATL,3,PUNT,1,1,2,20,3,0,0,0,0,-5,1,0,2,0,0,0,-5,PUNT
93785,4004,654692,PHI,4,PUNT,1,2,22,47,6,2,0,1,0,1,2,10,4,2,0,0,11,PUNT
93786,4004,654700,ATL,4,PUNT,1,5,39,12,11,9,0,6,0,18,5,70,6,6,0,0,88,TD
93787,4004,654713,PHI,5,KOFF,2,3,26,20,11,6,0,3,0,5,1,64,9,6,0,0,69,FG
93788,4004,654725,ATL,5,KOFF,2,0,58,23,3,1,0,0,0,7,1,0,2,0,0,0,7,PUNT
93789,4004,654729,PHI,6,PUNT,2,1,15,6,3,1,0,0,0,0,0,9,3,2,0,0,9,PUNT
93790,4004,654733,ATL,6,PUNT,2,4,0,54,9,4,0,2,0,4,4,31,4,4,0,10,25,FG
93791,4004,654744,PHI,7,KOFF,2,0,6,20,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
93792,4004,654745,ATL,7,INT,2,0,14,73,1,1,0,1,0,0,0,22,1,1,5,0,27,TD
93793,4004,654749,PHI,8,KOFF,2,0,45,20,4,1,1,0,0,12,2,0,2,0,0,20,-8,ENDQ
93794,4004,654756,ATL,8,KOFF,3,1,35,16,3,1,0,0,0,4,1,-8,2,0,0,0,-4,INT
93795,4004,654759,PHI,9,INT,3,0,12,92,2,1,1,0,0,8,1,0,1,0,0,0,8,TD
93796,4004,654763,ATL,9,KOFF,3,3,24,20,5,3,1,0,0,14,2,9,3,2,0,10,13,PUNT
93797,4004,654770,PHI,10,PUNT,3,6,10,5,13,11,1,6,0,29,3,91,10,9,5,30,95,TD
93798,4004,654789,ATL,10,KOFF,3,7,50,12,14,7,2,2,0,44,8,35,5,3,0,17,62,FG
93799,4004,654806,PHI,11,KOFF,4,2,12,20,6,5,1,4,0,4,2,76,4,4,0,0,80,TD
93800,4004,654814,ATL,11,KOFF,4,2,10,20,5,1,0,1,0,0,1,51,3,2,0,0,51,FG
93801,4004,654820,PHI,12,KOFF,4,4,1,20,11,9,1,2,0,14,3,50,7,7,0,10,54,MFG
93802,4004,654831,ATL,12,MFG,4,0,37,34,3,2,0,0,0,5,3,0,0,0,0,0,5,PUNT
93803,4004,654835,PHI,13,PUNT,4,0,38,14,3,0,0,0,0,0,0,2,3,1,0,0,2,INT
93804,4004,654838,ATL,13,INT,4,1,11,71,3,0,0,0,0,-3,3,0,0,0,0,0,-3,ENDQ
93805,4005,654842,SF,1,KOFF,1,5,41,20,11,7,2,2,0,44,6,26,4,2,10,10,70,FUM
93806,4005,654856,MIN,1,FUM,1,0,22,74,4,0,0,0,1,0,0,0,3,0,0,0,0,MFG
93807,4005,654860,SF,2,MFG,1,3,27,34,6,3,1,0,0,16,4,4,2,1,0,5,20,PUNT
93808,4005,654868,MIN,2,PUNT,1,2,6,12,3,1,0,0,0,5,2,-14,1,0,0,0,-9,PUNT
93809,4005,654872,MIN,3,PUNT,1,2,25,43,5,1,0,1,0,7,2,21,3,2,0,0,28,DWNS
93810,4005,654877,SF,3,DWNS,1,1,14,29,3,0,0,0,0,0,1,1,2,1,0,5,-4,PUNT
93811,4005,654882,MIN,4,PUNT,2,4,19,32,6,2,1,1,0,7,1,12,5,3,0,5,14,PUNT
93812,4005,654890,SF,4,PUNT,2,1,38,23,4,1,1,0,0,13,2,7,2,1,0,10,10,PUNT
93813,4005,654896,MIN,5,PUNT,2,3,3,18,5,2,1,0,0,20,3,-2,2,1,0,0,18,PUNT
93814,4005,654903,SF,5,PUNT,2,4,58,7,11,10,4,2,0,53,7,40,4,4,0,0,93,TD
93815,4005,654916,MIN,6,KOFF,2,0,47,20,4,4,0,2,0,4,1,53,3,3,5,0,62,ENDQ
93816,4005,654922,MIN,7,KOFF,3,4,46,20,8,5,2,0,0,17,5,11,3,2,0,0,28,PUNT
93817,4005,654931,SF,6,PUNT,3,5,42,16,14,7,1,2,0,32,6,31,7,4,10,0,73,FG
93818,4005,654946,MIN,8,KOFF,3,4,49,15,11,5,1,3,0,11,3,55,7,5,0,0,66,FG
93819,4005,654958,SF,7,KOFF,4,5,13,20,10,7,3,2,0,42,6,48,4,3,0,10,80,TD
93820,4005,654971,MIN,9,KOFF,4,1,8,20,3,1,0,1,0,0,0,13,3,2,0,0,13,INT
93821,4005,654974,SF,8,INT,4,2,14,70,5,1,1,0,0,15,2,8,2,1,0,0,23,FG
93822,4005,654980,MIN,10,KOFF,4,3,13,20,7,3,0,2,0,0,0,28,7,5,0,0,28,DWNS
93823,4005,654987,SF,9,DWNS,4,2,55,52,5,3,1,0,0,15,5,0,0,0,0,0,15,ENDQ
93824,4006,654993,DEN,1,KOFF,1,2,41,20,4,1,1,0,0,15,3,7,1,1,0,0,22,PUNT
93825,4006,654998,KC,1,PUNT,1,4,7,21,8,5,2,3,0,26,3,29,5,4,20,5,70,FUM
93826,4006,655008,DEN,2,FUM,1,1,41,9,3,0,0,0,1,0,1,-4,2,0,0,0,-4,PUNT
93827,4006,655012,KC,2,PUNT,1,3,10,27,5,1,0,1,0,3,1,6,4,1,0,5,4,PUNT
93828,4006,655019,DEN,3,PUNT,1,3,33,11,6,2,0,1,0,3,2,6,4,2,5,0,14,PUNT
93829,4006,655027,DEN,4,PUNT,2,2,14,69,4,1,0,0,0,1,3,8,1,1,0,0,9,DWNS
93830,4006,655031,KC,3,DWNS,2,3,23,22,6,3,2,0,2,41,5,7,1,1,30,0,78,TD
93831,4006,655040,DEN,5,KOFF,2,2,44,20,5,3,0,1,0,7,2,18,3,2,5,0,30,INT
93832,4006,655048,DEN,6,KOFF,2,3,56,20,10,5,1,4,0,19,2,61,8,5,0,0,80,TD
93833,4006,655060,KC,4,KOFF,2,0,10,20,2,0,0,0,0,0,0,0,2,0,0,0,0,INT
93834,4006,655062,DEN,7,INT,2,1,33,85,4,3,0,2,0,7,2,8,2,2,0,0,15,TD
93835,4006,655068,KC,5,KOFF,2,0,48,20,2,0,0,0,0,2,2,0,0,0,0,0,2,ENDQ
93836,4006,655071,KC,6,KOFF,3,5,13,20,10,5,0,3,0,17,4,46,5,4,0,0,63,FG
93837,4006,655082,DEN,8,KOFF,3,3,31,20,8,3,1,1,0,8,3,27,5,3,0,0,35,PUNT
93838,4006,655091,KC,7,PUNT,3,1,16,9,3,0,0,0,0,3,1,8,2,1,0,5,6,PUNT
93839,4006,655096,DEN,9,PUNT,3,1,42,42,5,1,0,1,0,0,1,22,3,2,0,0,22,FG
93840,4006,655102,KC,8,KOFF,3,1,39,16,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
93841,4006,655106,DEN,10,PUNT,3,2,7,15,6,2,0,1,0,0,1,11,5,2,0,0,11,PUNT
93842,4006,655113,KC,9,PUNT,4,2,56,12,5,2,0,1,0,0,1,10,4,2,0,0,10,PUNT
93843,4006,655120,DEN,11,PUNT,4,1,43,22,3,0,0,0,0,1,1,-6,2,0,0,0,-5,PUNT
93844,4006,655124,KC,10,PUNT,4,3,26,42,6,3,1,1,0,2,3,39,3,2,0,0,41,INT
93845,4006,655130,DEN,12,INT,4,1,45,30,3,0,0,0,0,0,1,5,2,1,0,0,5,PUNT
93846,4006,655134,KC,11,PUNT,4,2,15,39,6,4,2,1,0,32,5,29,1,1,15,0,61,TD
93847,4006,655142,DEN,13,KOFF,4,1,51,20,10,4,0,4,0,0,0,75,10,5,5,0,80,TD
93848,4006,655155,KC,12,KOFF,4,0,9,20,1,0,1,0,0,1,1,0,0,0,0,0,1,FUM
93849,4006,655158,KC,13,KOFF,4,0,27,20,2,1,1,0,0,11,1,-4,1,0,0,0,7,ENDQ
93850,4007,655161,CAR,1,KOFF,1,0,24,20,3,0,0,0,0,0,0,0,3,0,5,5,0,PUNT
93851,4007,655167,HOU,1,PUNT,1,1,24,28,3,0,0,0,0,-1,1,-5,2,1,0,0,-6,PUNT
93852,4007,655171,CAR,2,PUNT,1,1,27,15,3,0,0,0,0,6,2,0,1,0,0,0,6,PUNT
93853,4007,655175,HOU,2,PUNT,1,3,48,22,13,4,1,2,0,13,3,31,9,3,9,0,53,FG
93854,4007,655191,CAR,3,KOFF,1,1,47,20,4,1,1,0,0,11,1,3,3,2,0,0,14,PUNT
93855,4007,655196,HOU,3,PUNT,1,3,14,15,8,0,0,1,2,2,2,16,6,4,29,0,47,DWNS
93856,4007,655205,CAR,4,DWNS,1,3,10,38,7,3,1,1,0,17,3,4,4,2,0,0,21,PUNT
93857,4007,655213,HOU,4,PUNT,2,1,20,20,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
93858,4007,655217,CAR,5,PUNT,2,2,4,26,5,5,2,2,0,37,3,37,2,2,0,0,74,TD
93859,4007,655224,HOU,5,KOFF,2,1,17,20,4,1,0,1,0,0,0,14,4,1,0,0,14,PUNT
93860,4007,655229,CAR,6,PUNT,2,4,39,39,10,4,0,3,0,13,4,38,5,4,5,5,51,FG
93861,4007,655241,HOU,6,KOFF,2,0,53,10,3,0,0,0,0,1,1,0,2,0,0,0,1,PUNT
93862,4007,655245,CAR,7,PUNT,2,1,59,50,5,2,0,2,0,0,0,29,5,3,0,0,29,INT
93863,4007,655250,HOU,7,INT,2,0,56,22,5,3,1,0,0,3,1,13,4,2,0,0,16,PUNT
93864,4007,655256,CAR,8,PUNT,2,0,27,14,3,0,0,0,0,3,1,0,2,0,0,0,3,PUNT
93865,4007,655260,HOU,8,PUNT,2,0,36,30,3,0,0,0,0,1,1,0,2,0,0,5,-4,PUNT
93866,4007,655265,CAR,9,PUNT,2,0,35,9,2,1,1,0,0,14,2,0,0,0,0,0,14,ENDQ
93867,4007,655268,HOU,9,KOFF,3,6,31,20,13,9,1,5,0,23,6,57,7,7,0,0,80,TD
93868,4007,655283,CAR,10,KOFF,3,7,25,20,14,8,3,3,0,49,7,17,7,3,14,0,80,TD
93869,4007,655302,HOU,10,KOFF,3,1,16,20,4,2,0,1,0,1,1,20,3,2,0,0,21,PUNT
93870,4007,655307,CAR,11,PUNT,4,3,2,16,6,1,1,0,0,12,3,-13,3,0,0,0,-1,PUNT
93871,4007,655314,HOU,11,PUNT,4,0,25,46,3,0,0,0,0,0,0,0,3,0,0,0,0,PUNT
93872,4007,655318,CAR,12,PUNT,4,1,29,20,3,0,0,0,0,2,2,0,1,0,0,0,2,PUNT
93873,4007,655322,HOU,12,PUNT,4,0,50,32,2,0,0,0,0,-3,1,0,1,0,0,0,-3,INT
93874,4007,655324,CAR,13,INT,4,0,9,64,1,1,0,1,0,0,0,36,1,1,0,0,36,TD
93875,4007,655327,HOU,13,KOFF,4,2,22,20,7,5,1,2,0,6,1,74,6,4,0,0,80,TD
93876,4007,655336,CAR,14,KOFF,4,3,47,29,7,3,0,1,0,9,4,27,2,1,0,0,36,BLFG
93877,4007,655343,HOU,14,BLFG,4,2,39,43,12,2,1,0,2,10,3,19,9,3,20,12,37,DWNS
93878,4007,655357,CAR,15,DWNS,4,0,5,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93879,4008,655359,PIT,1,KOFF,1,3,30,20,8,2,0,2,0,1,2,45,6,3,5,20,31,PUNT
93880,4008,655370,SF,1,PUNT,1,3,51,15,7,3,1,1,0,9,3,12,4,2,5,0,26,PUNT
93881,4008,655379,PIT,2,PUNT,1,3,19,17,9,6,0,3,0,15,3,63,5,4,5,0,83,TD
93882,4008,655390,SF,2,KOFF,1,8,53,13,17,9,3,3,0,53,9,5,7,5,10,10,58,FG
93883,4008,655411,PIT,3,KOFF,2,2,20,20,8,4,1,2,0,7,3,73,4,3,1,0,-20,TD
93884,4008,655421,SF,3,KOFF,2,2,15,18,3,1,0,0,0,3,2,-17,1,0,0,0,-14,PUNT
93885,4008,655425,PIT,4,PUNT,2,0,7,65,1,1,0,1,0,0,0,35,1,1,0,0,35,TD
93886,4008,655428,SF,4,KOFF,2,1,5,20,3,2,1,1,0,0,1,25,2,2,0,0,25,FUM
93887,4008,655431,PIT,5,FUM,2,2,42,58,6,5,1,3,1,6,3,36,3,3,0,0,42,TD
93888,4008,655439,SF,5,KOFF,2,1,41,20,6,3,0,1,0,8,2,8,4,2,0,0,16,PUNT
93889,4008,655446,PIT,6,PUNT,2,0,17,22,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93890,4008,655448,SF,6,KOFF,3,4,23,18,6,3,1,0,0,9,4,5,2,1,0,15,-1,PUNT
93891,4008,655456,PIT,7,PUNT,3,1,36,43,3,0,0,0,0,0,0,1,3,3,0,0,1,PUNT
93892,4008,655460,SF,7,PUNT,3,7,10,17,18,8,2,4,1,17,6,47,12,6,15,0,82,DWNS
93893,4008,655478,PIT,8,DWNS,3,1,44,2,3,1,0,0,0,4,2,0,1,0,0,0,4,PUNT
93894,4008,655482,SF,8,PUNT,3,1,51,36,6,3,0,3,0,0,0,66,6,4,8,10,64,TD
93895,4008,655492,PIT,9,KOFF,4,2,51,20,6,6,2,1,0,27,4,53,2,2,0,0,80,TD
93896,4008,655500,SF,9,KOFF,4,0,42,20,3,3,0,1,0,5,1,75,1,1,0,0,80,TD
93897,4008,655504,PIT,10,KOFF,4,2,0,20,5,5,1,2,0,17,3,63,2,2,0,0,80,TD
93898,4008,655511,SF,10,KOFF,4,5,8,20,15,11,0,5,0,7,3,72,12,10,0,0,79,DWNS
93899,4008,655526,PIT,11,DWNS,4,2,35,1,4,1,1,0,0,8,4,0,0,0,0,0,8,ENDQ
93900,4009,655531,NO,1,KOFF,1,4,22,20,8,3,0,2,0,-4,3,49,5,3,5,5,45,PUNT
93901,4009,655542,TB,1,PUNT,1,3,43,4,7,2,1,1,0,28,5,21,2,1,0,0,49,PUNT
93902,4009,655550,NO,2,PUNT,1,2,57,7,4,2,0,0,1,5,2,-15,2,1,5,0,-5,PUNT
93903,4009,655556,TB,2,PUNT,1,3,13,60,5,2,0,0,0,10,1,14,3,2,0,20,4,FG
93904,4009,655563,NO,3,KOFF,1,3,28,20,6,2,0,1,0,3,2,14,4,2,0,10,8,PUNT
93905,4009,655572,TB,3,PUNT,2,1,7,35,3,2,0,0,0,8,2,0,1,0,0,0,8,PUNT
93906,4009,655576,NO,4,PUNT,2,3,4,10,5,2,1,0,0,9,2,0,3,2,0,0,9,PUNT
93907,4009,655582,TB,4,PUNT,2,3,41,46,7,3,1,0,0,17,4,8,2,1,5,10,20,MFG
93908,4009,655591,NO,5,MFG,2,3,2,42,7,3,1,2,0,13,4,45,3,2,0,0,58,TD
93909,4009,655600,TB,5,KOFF,2,1,11,37,6,4,0,3,1,4,1,54,5,4,15,10,63,TD
93910,4009,655611,NO,6,KOFF,2,0,12,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
93911,4009,655613,TB,6,KOFF,3,1,58,20,4,3,2,1,1,18,3,22,1,1,40,0,80,TD
93912,4009,655620,NO,7,KOFF,3,1,48,18,5,1,0,1,0,2,1,12,4,1,0,0,14,INT
93913,4009,655625,TB,7,INT,3,5,10,52,10,3,1,1,0,24,6,17,3,3,0,10,31,FG
93914,4009,655636,NO,8,KOFF,3,2,0,20,4,3,1,1,0,16,2,12,2,2,0,0,28,FUM
93915,4009,655640,TB,8,FUM,3,1,44,40,5,2,0,1,1,3,1,54,3,1,0,0,57,FG
93916,4009,655646,NO,9,KOFF,3,7,3,20,15,11,4,1,0,46,8,34,6,4,0,0,80,TD
93917,4009,655662,TB,9,KOFF,4,1,27,20,3,1,0,1,0,7,2,-2,1,0,0,0,5,FUM
93918,4009,655665,NO,10,FUM,4,0,47,75,4,0,0,0,1,1,1,0,2,0,0,0,1,MFG
93919,4009,655669,TB,10,MFG,4,0,5,32,1,0,1,0,0,-2,1,0,0,0,0,0,-2,FUM
93920,4009,655670,NO,11,FUM,4,0,43,70,2,2,1,1,1,14,1,16,1,1,0,0,30,TD
93921,4009,655674,TB,11,KOFF,4,4,6,20,8,1,1,0,0,16,5,6,3,1,5,10,17,PUNT
93922,4009,655683,NO,12,PUNT,4,0,11,24,1,0,0,1,0,0,0,-6,1,1,15,0,9,FUM
93923,4009,655685,TB,12,FUM,4,1,7,67,5,1,1,0,2,6,4,0,0,0,15,0,21,FG
93924,4009,655691,NO,13,KOFF,4,1,51,20,9,5,0,3,0,0,0,58,9,5,5,10,53,ENDQ
93925,4010,655703,MIN,1,KOFF,1,4,35,25,11,6,3,2,0,53,8,22,3,2,0,0,75,TD
93926,4010,655716,DET,1,KOFF,1,3,0,20,6,2,0,1,0,7,3,19,3,1,0,0,26,PUNT
93927,4010,655723,MIN,2,PUNT,1,2,0,19,3,0,0,0,0,5,2,4,1,1,0,0,9,PUNT
93928,4010,655727,DET,2,PUNT,1,3,1,10,5,1,0,0,1,-2,1,10,4,3,5,10,3,PUNT
93929,4010,655735,MIN,3,PUNT,1,2,58,50,7,6,3,0,0,50,7,0,0,0,0,0,50,TD
93930,4010,655744,DET,3,KOFF,2,7,14,20,14,10,1,4,0,9,4,68,9,7,0,5,72,FG
93931,4010,655760,MIN,4,KOFF,2,4,40,20,9,4,0,2,0,3,3,62,5,3,5,0,70,FG
93932,4010,655771,DET,4,KOFF,2,1,58,27,8,5,0,4,0,0,0,68,8,6,5,0,73,TD
93933,4010,655782,MIN,5,KOFF,2,0,34,22,1,0,0,0,0,2,1,0,0,0,0,0,2,ENDQ
93934,4010,655784,DET,5,KOFF,3,1,23,20,3,1,0,2,0,1,1,13,2,2,0,0,14,FUM
93935,4010,655787,MIN,6,FUM,3,0,8,94,1,0,1,0,1,-5,1,0,0,0,0,0,-5,FUM
93936,4010,655788,DET,6,FUM,3,2,4,11,3,0,0,0,1,1,3,0,0,0,0,0,1,PUNT
93937,4010,655792,MIN,7,PUNT,3,2,31,66,6,5,3,1,0,22,4,12,2,1,0,0,34,TD
93938,4010,655801,DET,7,KOFF,3,1,23,21,3,2,1,1,0,5,1,27,2,2,0,0,32,FUM
93939,4010,655804,MIN,8,FUM,3,2,46,47,5,2,0,0,1,12,2,9,3,3,0,15,6,PUNT
93940,4010,655810,DET,8,PUNT,3,3,58,8,10,4,0,2,0,8,2,32,8,4,0,10,30,PUNT
93941,4010,655821,MIN,9,PUNT,3,3,20,18,6,3,0,1,0,13,3,11,3,2,0,5,19,PUNT
93942,4010,655829,DET,9,PUNT,4,0,21,23,1,0,0,0,0,0,0,0,1,0,27,0,27,INT
93943,4010,655831,MIN,10,INT,4,5,46,61,10,3,1,1,0,18,7,31,2,2,0,15,34,FG
93944,4010,655843,DET,10,KOFF,4,4,33,18,19,7,1,4,0,9,1,48,17,7,25,0,82,TD
93945,4010,655865,MIN,11,KOFF,4,2,0,52,4,3,1,0,0,26,4,0,0,0,0,0,26,ENDQ
93946,4011,655872,CHI,1,KOFF,1,4,29,27,6,2,1,0,1,8,4,7,2,2,22,10,27,PUNT
93947,4011,655881,ARI,1,PUNT,1,3,56,20,6,3,1,1,0,14,4,19,2,2,0,0,33,PUNT
93948,4011,655888,CHI,2,PUNT,1,3,2,11,6,3,0,2,0,6,2,83,4,4,0,0,89,TD
93949,4011,655896,ARI,2,KOFF,1,2,7,35,6,3,0,2,1,6,2,17,4,2,42,0,65,TD
93950,4011,655905,CHI,3,KOFF,1,6,11,20,11,11,5,1,1,45,9,30,2,2,5,0,80,TD
93951,4011,655919,ARI,3,KOFF,2,6,11,20,9,5,0,3,1,10,4,42,5,5,43,10,80,TD
93952,4011,655932,CHI,4,KOFF,2,0,52,20,2,0,0,0,0,1,1,0,1,0,0,0,1,INT
93953,4011,655936,CHI,5,KOFF,2,1,44,11,6,3,1,0,1,23,4,1,2,1,5,5,24,PUNT
