tid,gid,tname,pts,q1p,q2p,q3p,q4p,rfd,pfd,ifd,ry,ra,py,pa,pc,sk,ints,fum,pu,gpy,pr,pry,kr,kry,ir,iry,pen,top,td,tdr,tdp,tdt,fgm,fgat,fgy,rza,rzc,bry,bpy,srp,s1rp,s2rp,s3rp,spp,s1pp,s2pp,s3pp,lea,ley,lta,lty,lga,lgy,mda,mdy,rga,rgy,rta,rty,rea,rey,r1a,r1y,r2a,r2y,r3a,r3y,qba,qby,sla,sly,sma,smy,sra,sry,dla,dly,dma,dmy,dra,dry,wr1a,wr1y,wr3a,wr3y,tea,tey,rba,rby,sga,sgy,p1a,p1y,p2a,p2y,p3a,p3y,spc,mpc,lpc,q1ra,q1ry,q1pa,q1py,lcra,lcry,lcpa,lcpy,rzra,rzry,rzpa,rzpy,sky,lbs,dbs,sfpy,drv,npy,tb,i20,rtd,lnr,lnp,lbr,lbp,dbr,dbp,nha,s3a,s3c,l3a,l3c,stf,dp,fsp,ohp,pbep,dlp,dsp,dum,pfn,snpo,snpd
8069,4035,CHI,0,0,0,0,0,5,2,0,98,27,48,17,9,2,0,0,10,477,0,0,1,27,0,0,40,27.5,0,0,0,0,0,0,0,0,0,35,21,12,7,3,2,4,1,2,1,4,23,2,9,2,13,6,5,7,27,6,21,0,0,14,39,8,41,5,18,3,13,7,25,1,0,6,17,1,21,0,0,2,0,3,17,4,0,6,36,4,10,24,56,3,21,8,8,8,19,5,3,1,11,44,3,9,0,0,0,0,0,0,0,0,15,0,0,212,10,384,1,3,0,9.5,5,8,3.5,9.5,13.5,0,2,1,7,0,5,0,1,2,2,1,0,0,0,47,64
8070,4035,SEA,26,3,3,14,6,5,12,0,161,31,212,30,20,4,0,0,4,166,4,73,1,105,0,0,41,32.5,2,0,1,0,4,4,145,2,0,69,119,14,8,6,0,15,6,2,7,4,43,8,38,2,6,8,55,0,0,4,11,1,8,13,98,10,51,4,12,4,30,6,32,5,74,11,66,1,19,0,0,3,44,9,111,4,23,9,83,4,18,30,229,13,88,8,18,13,106,6,7,7,4,18,7,15,0,0,0,0,1,6,6,15,23,0.5,0,273,10,166,0,2,1,13.5,3,6,6,7.5,2,2,6,4,5,1,4,0,2,1,0,0,0,1,1,64,47
8071,4036,DEN,24,0,14,0,10,3,14,2,42,20,313,42,31,1,1,1,5,213,2,13,0,0,2,31,94,29,3,1,2,0,1,1,48,3,2,0,105,7,3,4,0,20,9,6,5,5,8,2,4,0,0,7,20,0,0,4,10,0,0,11,19,7,23,0,0,0,0,14,92,12,59,12,78,0,0,1,16,3,79,22,179,8,79,10,54,2,12,58,389,16,81,14,118,13,114,10,13,8,5,11,9,42,5,13,7,66,6,10,2,11,11,2.5,0,347,12,185,0,3,0,2.5,3.5,8,11,6.5,17.5,4,2,1,7,3,3,0,1,1,0,1,3,3,0,64,74
8072,4036,DET,12,0,6,6,0,3,14,5,29,20,262,45,31,4,2,1,5,266,1,28,0,0,1,1,75,31,2,1,1,0,0,0,0,3,2,0,109,7,4,2,1,22,9,10,3,0,0,7,8,0,0,3,8,0,0,5,6,3,7,12,21,5,7,1,1,0,0,18,79,10,59,13,90,2,25,1,29,1,0,20,134,3,10,5,61,16,83,40,244,19,81,18,145,12,36,12,12,7,5,4,8,21,3,3,12,45,3,3,8,44,20,0,0,285,12,233,1,1,0,3.5,4,6,10.5,6.5,15.5,3,1,1,8,2,9,0,3,2,2,0,1,2,0,74,64
8073,4037,KC,28,0,7,7,14,6,13,4,75,18,251,40,24,7,1,0,6,301,5,18,4,114,0,0,38,26.5,4,3,1,0,0,0,0,4,4,42,150,7,2,5,0,18,7,7,4,0,0,2,22,1,3,9,23,0,0,1,0,5,27,8,35,9,47,1,-7,6,33,9,38,12,40,11,49,1,38,5,124,2,0,14,140,5,24,11,80,10,45,56,369,21,71,15,107,11,72,10,8,6,4,4,5,-1,0,0,0,0,4,22,7,16,39,1,0,325,13,271,0,2,0,10,1.5,8.5,1,13.5,17.5,8,2,1,7,2,5,0,0,3,2,2,4,1,0,71,76
8074,4037,GB,38,14,10,7,7,6,15,5,123,32,325,35,24,1,0,0,5,215,4,30,2,64,1,15,89,33.5,5,0,5,0,1,1,44,5,4,63,181,11,7,4,0,20,9,7,4,9,38,6,46,2,17,3,9,3,4,3,6,6,3,19,64,12,59,1,0,2,16,9,76,11,110,10,48,3,27,0,0,2,72,14,91,11,153,6,29,4,60,51,469,13,118,12,125,11,82,3,13,8,11,76,9,74,0,0,0,0,3,9,6,11,8,5,0,392,13,197,0,1,0,7,2.5,3.5,8,4.5,19.5,35,0,0,8,3,11,0,0,3,2,2,2,4,0,76,71
8075,4038,BAL,23,7,0,7,6,10,10,1,191,39,165,33,21,5,1,1,4,204,1,14,1,24,0,0,30,37.5,2,1,1,0,3,3,134,2,2,101,20,18,9,6,3,15,7,4,4,0,0,4,0,4,18,15,60,4,48,11,56,1,9,19,89,14,86,6,16,3,0,7,55,9,32,13,79,1,0,1,0,2,20,11,86,11,57,8,29,3,14,33,160,14,74,9,43,15,48,5,12,4,8,47,7,28,19,78,14,66,4,14,3,19,21,3,0,441,14,153,0,0,0,11.5,1,12,9.5,5.5,9.5,1,9,4,10,3,13,0,1,0,1,1,1,1,0,79,63
8076,4038,PIT,20,3,10,7,0,8,8,1,168,34,96,26,19,4,0,0,6,239,3,51,1,31,1,37,20,32,2,1,1,0,2,4,81,3,2,75,0,16,9,6,1,8,6,1,1,5,40,6,41,3,8,6,27,6,27,3,18,3,7,17,92,11,63,4,13,8,34,8,34,6,2,7,55,3,33,0,0,2,0,10,60,7,42,2,1,7,21,38,199,12,79,7,15,11,2,8,8,3,6,31,5,24,13,73,9,32,2,14,3,15,28,3,0,556,15,225,0,2,0,14.5,3,13.5,13.5,10,8.5,2,4,0,6,1,5,0,2,0,1,0,1,0,0,63,79
8077,4039,NYJ,27,10,10,7,0,13,8,2,211,47,218,29,16,0,1,0,5,212,4,32,2,45,2,0,163,37.5,3,2,1,0,2,3,70,4,3,119,106,20,11,6,3,14,6,5,3,4,4,5,36,12,69,6,32,5,23,4,16,3,31,20,121,12,44,7,46,5,38,10,66,5,31,7,37,3,58,2,26,2,0,17,174,6,14,0,0,6,30,32,276,12,108,9,47,8,63,2,10,4,8,34,7,106,0,0,0,0,4,19,6,34,0,1,0,362,14,145,0,1,0,6,2,1,3,4,15,3,2,1,9,1,10,0,2,3,2,0,5,1,2,77,64
8078,4039,MIA,14,0,7,0,7,4,8,5,59,11,167,44,19,3,2,0,7,322,3,67,6,141,1,38,80,22.5,2,0,2,0,0,0,0,3,2,53,62,4,2,2,0,10,6,4,0,1,15,2,3,0,0,0,0,3,2,3,26,2,13,5,28,6,31,0,0,1,4,16,81,4,0,16,75,5,42,0,0,3,0,23,137,7,15,11,35,3,11,51,276,20,59,11,75,16,33,6,8,5,4,13,8,15,0,0,0,0,0,0,12,37,31,0,0,404,13,290,0,2,0,9.5,0,14.5,2,13,13,5,1,0,10,0,4,0,2,3,0,1,1,3,0,64,77
8079,4040,JAC,13,3,10,0,0,5,15,1,142,28,289,49,28,1,0,0,8,307,4,17,0,0,0,0,92,36,1,0,1,0,2,4,52,3,1,60,95,14,9,4,1,21,8,7,6,4,31,2,3,0,0,16,53,0,0,5,47,1,8,17,62,9,63,2,17,4,31,12,62,7,29,22,133,2,0,1,0,3,74,27,196,3,27,14,71,3,4,39,227,15,130,19,98,16,61,7,17,4,5,13,7,91,12,77,22,79,3,10,5,8,9,0.5,1,320,13,291,0,5,0,3.5,2,7.5,7.5,11,21.5,3,1,0,11,3,7,0,2,1,4,1,3,3,0,82,79
8080,4040,IND,16,3,7,0,3,3,14,5,62,27,266,47,30,3,0,2,6,287,2,16,3,72,0,0,45,34,1,0,1,0,3,3,113,4,1,22,49,6,3,2,1,20,7,7,6,4,17,5,16,0,0,4,10,2,1,4,9,3,10,15,23,6,18,1,22,1,4,10,44,10,104,16,69,3,16,1,21,7,28,15,67,13,98,12,83,7,34,45,238,15,76,21,98,14,92,9,13,8,7,11,12,73,7,42,18,109,4,3,5,21,16,0,0,341,13,270,0,2,0,11,1.5,12.5,7.5,4.5,17,13,1,0,8,4,9,0,0,1,6,0,1,0,0,79,82
8081,4041,NYG,24,9,7,0,8,4,8,7,94,30,211,35,20,1,1,0,8,355,3,18,1,25,1,0,85,30.5,3,0,3,0,1,1,91,2,1,24,94,12,7,4,1,14,9,3,2,1,7,1,2,6,27,9,33,8,26,0,0,1,-1,14,55,7,25,5,14,1,0,16,115,6,30,9,46,1,0,1,21,2,0,18,69,6,51,8,38,3,54,43,275,13,91,13,44,10,76,6,10,4,4,6,13,92,1,7,4,65,3,0,5,15,1,0,0,429,15,335,0,4,0,10,4,6.5,7.5,6.5,14.5,27,5,2,8,0,8,0,3,2,4,1,1,0,0,71,74
8082,4041,BUF,10,3,0,0,7,2,11,1,55,24,258,42,28,2,1,1,7,363,5,20,4,68,1,29,135,29.5,1,0,1,0,1,2,51,3,0,11,111,7,6,0,1,17,5,8,4,2,16,2,7,4,12,8,16,3,7,2,-10,3,7,12,41,8,10,4,4,6,15,12,81,7,41,11,41,7,68,0,0,5,43,5,33,14,69,15,128,8,44,42,213,15,65,14,138,15,55,10,11,7,6,26,7,10,0,0,0,0,3,-2,7,-6,16,0,1,352,14,345,0,2,0,10.5,1,9,4.5,6.5,12.5,7,4,1,9,3,7,0,3,4,3,0,2,4,1,74,71
8083,4042,CAR,37,10,7,14,6,8,7,2,136,36,111,22,11,2,0,1,4,154,2,5,1,26,4,80,45,28,4,0,2,2,3,3,78,5,2,62,30,17,10,6,1,7,3,2,2,1,9,2,8,4,24,11,22,2,9,3,14,7,50,17,76,11,44,2,16,9,54,5,52,4,43,8,29,2,0,0,0,3,0,6,21,6,54,8,39,2,10,36,253,8,45,7,33,9,33,2,6,3,8,27,4,25,0,0,0,0,8,15,8,26,13,2,0,532,14,119,1,2,0,6.5,1.5,11.5,9,9,13.5,0,0,0,7,2,7,7,1,0,1,0,3,1,0,58,79
8084,4042,TB,24,3,7,7,7,8,15,2,141,30,270,43,26,2,4,1,2,82,2,15,3,92,0,0,48,32,3,1,2,0,1,3,42,5,3,60,106,15,8,3,4,20,7,7,6,5,38,4,18,8,60,5,2,6,16,1,1,1,6,18,85,8,21,4,35,4,12,13,84,8,89,15,73,3,0,0,0,2,41,23,179,4,26,4,15,10,67,44,280,15,101,16,66,14,103,3,16,7,11,41,6,30,0,0,0,0,3,9,7,34,17,1,0,367,13,77,0,0,0,9.5,1.5,8,3,10.5,6.5,8,7,6,7,1,6,0,0,0,4,0,1,1,0,79,58
8085,4043,PHI,20,0,0,13,7,4,6,4,87,18,233,28,15,5,0,2,6,251,1,45,0,0,0,0,72,19,3,0,3,0,0,1,0,2,1,55,176,7,4,1,2,11,6,3,2,4,5,1,3,3,7,5,49,0,0,2,12,3,11,9,44,7,18,2,25,1,14,8,38,6,33,6,19,1,0,5,174,2,0,11,120,7,111,5,21,5,12,48,403,12,76,10,116,11,35,2,9,4,3,33,3,-8,5,22,9,61,1,3,4,1,37,0,0,376,12,229,1,3,0,18,3,4,4.5,9,23.5,30,1,1,9,3,6,0,0,3,2,1,3,1,0,56,84
8086,4043,WAS,23,6,7,3,7,4,18,3,127,32,290,46,31,1,0,1,5,221,2,2,1,22,0,0,110,41,2,1,1,0,3,3,91,4,2,71,65,11,7,3,1,25,6,10,9,9,19,2,0,3,47,5,18,2,4,3,4,8,33,20,68,9,17,3,40,1,1,14,95,11,72,14,58,6,65,0,0,1,0,8,55,22,153,10,55,6,27,40,307,14,90,18,104,15,96,12,13,6,11,62,10,64,7,42,19,74,6,3,11,36,0,3,0,243,11,156,1,0,0,2.5,2,8.5,6.5,6,7.5,1,4,2,10,4,11,0,0,3,3,0,1,5,1,84,56
8087,4044,OAK,20,0,14,3,3,3,12,1,70,22,173,33,20,2,1,1,5,242,3,29,3,58,1,11,47,26.5,2,0,2,0,2,2,70,2,1,12,51,8,4,3,1,17,8,4,5,1,8,1,1,4,8,1,0,10,22,3,25,2,6,11,38,8,22,3,10,0,0,11,52,6,51,13,42,0,0,1,25,2,26,15,129,3,0,6,26,9,41,33,149,14,66,11,69,10,38,7,9,4,3,7,6,15,8,23,9,76,1,6,4,20,23,1,0,353,11,225,0,3,0,10.5,2,10.5,11,7,16,2,2,1,8,3,8,0,0,1,1,0,1,2,0,58,77
8088,4044,CHI,22,6,10,0,6,4,17,2,98,29,273,43,28,3,1,2,3,136,2,17,1,21,1,13,48,33.5,2,0,2,0,3,3,122,3,2,43,118,11,6,4,1,24,4,10,10,2,1,3,4,9,33,1,0,8,21,5,31,1,8,20,59,6,29,3,10,1,0,21,178,4,41,13,65,1,0,0,0,3,0,10,54,15,80,13,83,5,64,57,375,11,23,20,97,15,153,5,19,4,9,34,13,91,5,10,16,70,4,10,6,33,8,0,0,341,12,107,0,1,0,10,4,7,5.5,4,10.5,27,4,2,10,6,10,0,1,6,1,0,1,0,0,77,58
8089,4045,HOU,21,0,0,0,21,3,19,2,54,17,374,57,29,1,1,3,4,194,4,40,3,70,0,0,35,24,3,1,2,0,0,1,0,4,3,17,147,5,1,4,0,25,10,8,7,3,3,2,23,0,0,0,0,2,3,3,23,7,2,8,13,8,36,1,5,0,0,16,92,9,45,13,98,9,93,3,0,7,54,22,157,17,143,9,34,9,48,50,266,25,142,17,126,16,106,5,15,9,5,15,4,20,0,0,0,0,3,10,13,29,8,0,0,311,13,165,0,1,0,10.5,2,12,5,6.5,13,2,1,1,11,5,4,0,1,0,0,0,4,1,0,77,71
8090,4045,ATL,48,7,21,14,6,8,10,4,136,36,243,27,19,2,0,0,6,286,2,29,1,29,1,1,80,36,7,4,1,2,0,0,0,4,4,64,123,13,7,3,3,13,3,3,7,6,29,2,3,7,42,0,0,6,26,4,21,9,15,19,81,9,30,6,25,1,-4,8,73,4,88,14,76,0,0,0,0,1,19,10,46,9,111,0,0,8,99,30,308,7,42,11,72,11,129,6,6,7,5,21,15,92,0,0,0,0,7,44,1,3,13,0,0,378,12,246,0,1,0,4.5,2,4.5,6.5,3,16,0,3,3,9,4,11,13,3,4,2,1,1,1,0,71,77
8091,4046,KC,21,3,9,3,6,8,13,3,113,23,348,45,31,5,0,1,1,62,0,0,5,109,0,0,46,37,0,0,0,0,7,7,267,3,0,59,166,13,6,6,1,21,11,4,6,2,10,2,26,4,16,5,14,5,31,3,8,2,8,13,52,8,52,2,9,5,25,14,93,9,102,15,109,3,77,0,0,1,0,13,148,12,96,8,57,10,85,58,457,20,178,16,77,14,93,5,20,6,5,16,9,114,0,0,0,0,2,6,5,-2,38,0,0,172,10,55,0,0,0,9,0,7,2.5,6,13.5,0,3,3,12,3,5,0,1,2,3,0,0,0,0,75,54
8092,4046,CIN,36,14,0,15,7,8,10,0,124,26,321,24,17,0,0,0,3,143,1,7,3,53,0,0,84,23,5,4,1,0,0,1,0,4,4,39,243,14,5,7,2,16,9,3,4,4,34,6,21,4,14,3,14,4,17,4,22,1,2,10,38,12,48,4,38,3,16,6,45,2,9,8,54,3,63,3,95,2,55,16,166,3,59,4,69,1,27,32,406,13,140,5,40,6,141,3,6,8,6,38,8,122,0,0,0,0,6,36,3,15,0,0,0,302,9,143,0,2,0,6,7.5,12,9,5,19.5,0,3,3,5,2,5,0,2,3,2,1,1,2,1,54,75
8093,4047,CLE,27,3,10,3,11,2,16,2,100,21,332,41,32,4,0,1,4,192,2,41,3,110,0,0,91,34.5,2,0,2,0,4,4,137,4,1,32,114,10,8,2,0,21,6,11,4,3,11,0,0,0,0,9,42,1,0,3,6,5,41,15,59,6,41,0,0,0,0,11,47,6,42,18,172,4,95,0,0,1,0,11,86,9,49,6,75,14,146,39,270,13,52,19,194,13,86,10,11,11,6,44,12,63,9,35,9,72,2,6,4,14,24,1,0,309,11,187,0,3,0,4,4,3.5,5.5,12.5,12.5,0,2,1,8,1,5,0,2,3,1,2,3,2,0,71,65
8094,4047,SD,30,7,6,7,10,3,15,5,92,22,347,38,23,2,0,0,5,186,1,5,5,112,0,0,31,25.5,3,0,3,0,3,3,125,3,2,53,208,11,9,2,0,18,6,9,3,5,13,4,35,1,7,6,34,3,-1,0,0,1,4,17,64,3,28,0,0,0,0,12,39,7,96,15,167,0,0,0,0,3,47,15,132,7,72,9,54,6,91,48,493,11,86,19,165,10,87,8,6,9,4,11,10,55,6,33,5,86,1,0,2,20,11,3.5,0.5,249,11,145,0,2,0,7,2,9,13,5,18,0,1,0,8,2,5,0,2,0,1,2,2,0,0,65,71
8095,4048,GB,17,7,0,10,0,9,8,1,162,33,200,32,22,3,0,0,6,235,3,14,0,0,1,0,65,36.5,2,1,1,0,1,2,31,4,2,76,74,20,7,9,4,16,7,6,3,4,6,6,29,8,41,8,27,1,12,2,25,4,22,12,49,14,86,7,27,3,33,16,130,3,30,8,26,3,38,0,0,2,0,8,44,12,113,6,45,6,22,41,316,14,58,11,101,10,41,6,13,3,9,43,9,69,0,0,0,0,5,23,6,0,24,4,0,273,10,223,0,1,0,2.5,3,4,6.5,9.5,9.5,7,8,5,7,2,5,0,1,5,2,0,0,0,1,73,50
8096,4048,SF,6,0,3,0,3,1,7,0,77,19,119,25,13,6,1,0,6,247,3,12,1,20,0,0,30,23.5,0,0,0,0,1,1,33,2,0,22,87,6,4,2,0,8,1,3,4,4,22,3,20,1,3,4,17,1,1,2,7,4,7,11,43,5,24,3,10,10,57,6,16,5,74,9,23,2,0,0,0,3,47,12,66,2,53,7,33,4,8,45,270,9,4,11,43,11,72,4,7,2,3,28,6,10,0,0,0,0,3,12,6,-17,41,3,0,225,10,233,0,2,0,12,1,14.5,9,5.5,13,0,0,0,9,3,5,0,1,2,0,0,1,0,0,50,73
8097,4049,STL,24,7,3,7,7,6,7,0,165,27,164,24,16,1,0,0,7,348,0,0,5,121,1,0,66,27,3,0,3,0,1,1,30,5,3,149,47,9,7,1,1,12,6,2,4,4,47,2,0,1,40,10,58,0,0,3,11,5,-3,15,107,9,16,1,30,0,0,5,15,5,44,10,47,0,0,0,0,4,65,8,96,3,30,9,26,4,19,15,85,6,83,7,30,12,51,4,9,3,4,4,5,13,10,106,3,21,3,-5,6,58,7,1,2,336,12,316,0,2,0,6,1,7,9.5,7,21.5,0,1,0,7,3,11,0,1,2,2,0,3,0,0,53,74
8098,4049,ARI,22,3,6,3,10,7,17,2,114,22,334,45,29,4,1,2,1,44,5,32,1,19,0,0,20,33,1,0,1,0,5,5,157,5,1,91,127,10,7,3,0,25,10,11,4,3,10,5,14,0,0,7,47,0,0,4,35,1,8,14,79,5,37,1,-2,0,0,13,53,9,86,15,128,1,0,4,65,3,20,16,158,12,95,4,25,13,74,37,221,20,142,17,135,12,57,4,16,9,6,14,12,60,2,21,8,40,5,-3,7,6,18,0,0,287,11,44,0,0,0,11.5,4,1,0.5,12.5,9.5,2,5,1,5,2,5,0,1,2,0,1,0,0,0,74,53
8099,4050,MIN,20,0,10,0,10,5,13,1,113,21,212,41,27,7,0,1,5,217,1,7,2,34,2,32,63,34,2,1,1,0,2,3,71,2,1,69,71,6,1,1,4,17,9,4,4,0,0,2,0,4,16,9,80,1,3,4,8,1,-2,8,17,8,27,5,61,3,23,14,40,9,56,10,84,6,43,1,25,1,21,20,170,9,79,5,7,7,13,47,274,20,89,15,33,13,90,8,11,8,5,15,14,23,2,9,10,61,0,0,6,4,57,1,0,328,11,215,0,2,0,7.5,1,9.5,4,4,13,3,2,2,13,4,5,0,1,0,0,3,3,1,1,74,57
8100,4050,DEN,23,3,10,7,3,4,11,3,146,26,200,27,17,2,2,0,3,141,1,2,2,55,0,0,40,26,2,1,1,0,3,3,119,3,1,85,124,11,7,4,0,13,5,5,3,3,41,1,7,4,10,6,37,4,9,3,6,1,4,12,81,8,24,2,9,0,0,11,19,2,30,7,70,2,43,1,0,3,51,18,161,2,11,5,9,2,32,48,459,13,72,8,104,8,24,7,4,6,3,7,6,43,4,22,6,43,4,2,5,2,13,3,2,308,13,134,0,0,0,6.5,3,8.5,8,5,20,6,3,2,6,1,7,0,1,1,3,3,1,0,0,57,74
8101,4051,DAL,20,3,7,3,7,4,11,6,116,29,220,26,16,3,0,0,5,209,0,0,2,40,0,0,30,29.5,2,1,1,0,2,2,68,4,2,73,119,10,8,2,0,11,3,4,4,2,7,4,2,4,-4,1,3,4,9,5,59,7,35,17,91,7,10,3,10,2,6,6,29,4,50,8,55,4,60,1,28,2,17,10,49,7,122,8,64,1,4,28,162,9,60,10,110,10,43,3,7,6,8,64,5,37,5,14,9,84,2,-3,7,9,26,1,0,204,10,175,0,3,0,8,4.5,9.5,13,6.5,15.5,1,2,1,9,2,9,0,0,0,3,0,4,0,0,61,73
8102,4051,NO,26,7,0,6,7,7,17,3,103,25,335,41,33,3,0,0,4,166,3,34,1,34,0,0,64,31,3,1,2,0,2,3,80,4,2,49,151,11,7,2,2,22,10,7,5,5,17,3,2,5,14,0,0,2,9,5,34,5,27,17,73,6,20,2,10,0,0,16,105,4,48,16,77,2,19,0,0,3,90,13,44,7,119,5,41,16,135,37,302,17,115,15,126,12,74,12,15,6,2,15,12,69,12,59,14,169,5,15,6,18,24,2,0,341,12,166,0,3,0,10,1,10.5,4.5,5.5,12.5,6,4,4,6,2,5,0,0,1,0,0,5,2,0,73,61
8103,4052,DET,10,0,3,0,7,1,10,1,53,18,203,35,24,0,0,1,8,367,3,29,2,54,0,0,37,28,1,0,0,1,1,1,41,1,0,0,48,9,5,4,0,13,5,4,4,3,16,4,8,3,6,4,3,1,3,3,17,0,0,11,34,6,19,1,0,0,0,14,43,5,52,11,82,3,0,0,0,2,26,15,85,5,47,3,22,12,49,34,229,11,60,12,68,12,75,10,9,5,5,4,7,53,4,17,6,73,2,9,1,10,0,1,1,243,10,305,1,3,0,10,5.5,9,4,8,14.5,1,3,2,10,2,5,7,0,2,0,1,0,1,1,56,65
8104,4052,SEA,13,0,10,3,0,6,12,0,113,35,235,26,20,6,0,3,4,192,5,42,3,46,0,0,30,32,1,0,1,0,2,2,103,1,0,52,178,15,9,5,1,16,5,6,5,2,4,7,53,2,0,8,19,0,0,3,15,6,23,16,75,9,29,3,10,7,44,7,79,3,50,12,84,0,0,3,24,1,50,6,120,7,91,8,44,5,32,41,312,10,45,12,89,10,101,3,10,7,9,17,4,38,5,17,1,50,0,0,1,-9,52,0,0,267,11,163,0,3,0,10,5.5,4.5,4.5,3.5,14,0,3,2,5,3,8,0,2,1,0,1,1,0,0,65,56
8105,4053,IND,27,10,3,7,7,6,10,6,113,33,213,29,18,0,0,0,3,147,2,16,2,74,2,48,65,27.5,3,1,2,0,2,2,90,4,3,46,111,12,7,4,1,14,6,5,3,1,-4,1,0,5,15,13,80,4,10,3,12,0,0,18,82,7,22,2,9,0,0,10,47,3,8,12,91,3,67,0,0,1,0,16,165,5,12,6,30,2,6,21,144,9,86,11,57,9,70,6,7,5,4,37,6,34,8,26,8,52,6,8,7,17,0,1,0,271,9,136,0,2,0,11.5,0,11.5,7.5,5,21.5,0,3,3,4,1,3,0,1,1,1,1,1,2,1,65,76
8106,4053,HOU,20,0,10,7,3,5,17,2,82,28,362,41,31,1,2,0,3,123,2,11,0,0,0,0,125,32.5,2,0,2,0,2,2,85,3,1,14,153,14,7,6,1,27,14,5,8,1,4,1,1,4,6,11,41,6,15,4,19,1,-4,14,41,11,34,3,7,2,14,11,77,10,91,10,56,4,17,4,97,2,24,14,169,11,76,2,12,14,105,29,256,16,177,12,41,14,144,9,16,6,13,35,10,50,0,0,5,41,2,3,3,11,0,0,0,171,9,107,0,0,0,7.5,0.5,11,2.5,7.5,12,0,4,2,7,4,10,0,1,3,2,0,3,4,1,76,65
8107,4054,CHI,18,3,0,3,12,5,14,2,88,27,241,45,26,2,0,1,5,235,3,20,0,0,0,0,49,33.5,2,0,2,0,2,2,74,2,1,20,75,11,5,4,2,20,5,11,4,2,7,1,0,2,9,12,43,2,6,3,15,3,8,13,43,9,39,3,6,3,16,14,72,3,22,20,83,3,55,0,0,5,20,0,0,23,168,13,32,9,52,55,308,17,59,18,122,12,58,7,14,5,8,18,15,71,0,0,8,43,0,0,5,18,11,2,0,226,12,218,0,1,0,7.5,2,13.5,8,2,6,39,2,1,7,3,5,0,2,3,1,0,1,1,0,79,58
8108,4054,KC,17,7,10,0,0,6,9,1,117,25,170,30,16,3,0,0,7,331,3,17,2,30,0,0,49,26.5,2,0,1,1,1,3,35,3,1,15,49,14,7,5,2,13,6,4,3,3,18,1,-2,3,13,9,33,5,22,0,0,4,33,11,58,11,41,3,18,3,21,9,38,5,54,14,66,1,0,1,23,0,0,12,85,3,6,6,35,9,55,43,303,14,70,8,49,11,51,4,6,6,1,5,4,10,2,4,3,23,1,0,3,19,11,0,0,303,11,291,1,3,0,13.5,2.5,4.5,2.5,7,19,0,2,1,8,2,4,0,0,1,0,0,2,1,1,58,79
8109,4055,SEA,24,7,3,14,0,7,9,0,200,30,197,23,15,4,1,0,8,407,2,8,1,21,1,32,112,30.5,3,1,1,1,1,1,24,2,0,104,120,18,7,10,1,13,7,2,4,3,21,5,17,8,57,2,6,5,14,6,49,1,7,15,93,13,71,2,7,3,21,2,17,7,55,7,43,1,46,0,0,5,52,6,108,5,29,8,47,3,29,32,298,10,98,6,32,11,67,2,9,4,8,57,4,42,5,18,7,20,0,0,1,0,16,0,1,225,13,294,1,1,0,19,4.5,2.5,9.5,8.5,18,0,3,2,5,1,3,7,1,1,2,1,3,1,1,60,85
8110,4055,CIN,27,7,0,0,17,6,18,3,109,31,310,44,30,4,1,1,6,293,5,93,4,87,1,0,50,41,3,1,2,0,2,2,73,4,3,26,137,14,8,5,1,26,12,9,5,0,0,5,17,2,18,3,8,13,50,4,14,4,2,18,55,8,44,5,10,7,18,9,33,14,110,15,76,1,22,2,65,2,25,13,147,8,61,12,90,10,33,55,363,18,131,20,127,10,52,8,17,5,5,16,10,136,8,34,8,65,6,25,3,24,21,0.5,1,337,13,265,1,2,0,10.5,3,13.5,6,5,8,0,2,2,7,1,9,0,1,3,0,1,0,0,1,85,60
8111,4056,WAS,19,0,7,0,12,4,13,1,51,24,219,32,21,1,2,0,4,201,1,10,2,53,2,36,51,28,2,1,1,0,2,3,80,3,2,0,67,9,6,2,1,16,9,3,4,2,14,1,4,3,8,0,0,4,5,5,4,9,16,16,32,7,18,1,1,1,1,10,48,6,44,10,70,3,21,2,19,1,17,8,51,12,91,3,27,9,50,30,148,10,130,11,44,12,45,7,8,6,8,21,6,63,6,11,11,114,7,15,5,15,0,2,0,321,11,187,0,2,0,8.5,1,8.5,9.5,13,16.5,0,1,1,9,3,9,0,0,2,0,0,2,1,0,61,80
8112,4056,ATL,25,0,3,3,13,12,14,3,176,32,242,42,24,3,2,1,1,51,2,14,0,0,2,76,62,35,3,1,0,2,2,4,70,4,2,66,45,22,13,8,1,21,10,3,8,8,62,6,23,0,0,0,0,5,22,3,11,10,58,18,112,13,62,1,2,3,20,10,56,8,85,19,113,0,0,3,0,2,0,14,90,8,26,10,94,10,44,48,326,17,96,11,54,17,92,5,13,6,3,11,8,41,11,60,12,96,5,24,5,7,12,1,0,281,10,41,0,0,0,9.5,2,7,8,6.5,11,7,3,2,7,2,5,6,1,1,0,1,3,0,0,80,61
